¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‰ (401.81, 14.10, 245.91) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.552464
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.624252
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.612446
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.602157
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.593374
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.586091
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.580294
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.575984
€ (401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.573154
(401.77, 14.16, 245.94) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 10.89183
(401.77, 14.16, 245.94) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 10.89269
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.1571
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.385724
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.633319
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.902292
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.19548
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.453411
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.708539
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.735644
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.706525
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.679117
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.653388
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.629313
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.60687
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.58603
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.566776
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.549088
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.532948
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.518339
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.505246
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.493658
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.483562
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.474949
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.467809
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.462137
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.457927
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.455172
(401.77, 14.16, 245.94) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 10.76839
(401.77, 14.16, 245.94) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 10.76927
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.158278
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.387006
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.634704
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.903789
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.193437
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.42921
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.682545
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.617864
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.589221
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.562262
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.536958
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.513282
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.491211
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.470721
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.451792
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.434403
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.418539
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.404184
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.39132
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.379939
… (401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.370026
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.361575
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.354574
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.349019
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.344901
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.342219
(401.77, 14.16, 245.94) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 10.64977
(401.77, 14.16, 245.94) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 10.65067
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.157988
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.388347
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.636177
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.905374
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.17136
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.405594
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.657192
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.505061
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.476875
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.450346
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.425447
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.402154
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.380438
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.360281
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.341662
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.324561
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.30896
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.294846
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.282202
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.271018
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.261281
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.252982
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.246113
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.240668
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.23664
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.234025
(401.77, 14.16, 245.94) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 10.53576
(401.77, 14.16, 245.94) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 10.53668
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.154648
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.389779
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.637718
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.907061
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.149828
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.382575
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.426393
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.396978
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.369227
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.343112
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.318601
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.29567
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.274297
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.254459
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.236135
‡ (401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.219308
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.203959
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.190075
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.17764
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.166645
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.157073
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.148921
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.142178
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.136838
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.132895
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.130346
(401.77, 14.16, 245.94) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 10.42618
(401.77, 14.16, 245.94) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 10.42711
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.151334
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.391293
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.639359
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.908859
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.128874
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.360116
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.322349
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.293375
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.266042
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.240318
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.216178
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.193596
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.172549
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.153015
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.134974
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.118408
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.1033
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.089636
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.077402
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.066584
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.057175
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.049161
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.042538
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.037298
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.033435
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.030946
(401.77, 14.16, 245.94) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 10.32085
(401.77, 14.16, 245.94) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 10.32179
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.148031
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.390424
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.641079
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.893855
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.108409
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.338227
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.222574
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.194024
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.167088
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.14174
‡ (401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.117954
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.095706
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.074971
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.055728
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.037958
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.021641
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.006766
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.993312
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.981269
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.970623
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.961365
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.953485
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.946976
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.94183
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.938045
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.935613
(401.77, 14.16, 245.94) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 10.14708
(401.77, 14.16, 245.94) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 10.14712
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.144748
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.38685
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.642878
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.87523
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.08849
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.316883
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.126861
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.098713
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.072159
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.047173
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.023728
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.001799
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.981362
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.962397
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.944886
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.92881
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.914154
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.900901
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.88904
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.878559
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.869446
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.861693
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.855292
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.850238
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.846525
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.844149
(401.77, 14.16, 245.94) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 9.988087
(401.77, 14.16, 245.94) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 9.988167
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.141476
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.383308
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.644789
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.857042
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.069101
• (401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.064375
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.035011
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.00725
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.981063
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.956423
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.933302
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.911679
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.891528
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.87283
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.855567
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.839722
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.825275
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.812216
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.800528
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.790203
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.781229
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.773597
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.767301
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.762332
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.758689
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.756366
(401.77, 14.16, 245.94) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 9.835888
(401.77, 14.16, 245.94) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 9.836009
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.138247
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.379066
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.639762
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.862373
(401.77, 14.16, 245.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.082015
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.975814
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.946842
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.919451
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.893615
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.869307
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.846498
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.825167
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.805289
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.786848
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.769823
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.754195
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.739951
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.727075
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.715556
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.70538
(401.77, 14.16, 245.94) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.696539
