¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ô(341.47, 7.32, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.898936
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96308
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59128
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35665
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39733
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21583
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42579
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46217
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51238
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69601
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88719
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08622
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29356
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50955
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73464
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97658
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22947
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.49348
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.72426
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94808
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.18122
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.52541
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.9856
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.969227
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.35736
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.802891
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.271127
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.628071
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21335
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84691
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45048
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20771
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32714
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01525
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30744
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34294
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38167
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42354
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46869
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51717
ƒ(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63995
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83792
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0441
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25901
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48295
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.71984
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97115
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23358
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.50769
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78058
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01645
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.937858
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.335903
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.778953
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.230432
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.54935
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10533
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73313
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32327
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0377
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16213
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82064
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19366
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22834
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26618
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30718
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35143
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39891
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44973
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5039
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56152
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62262
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81413
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02849
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25195
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.485
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73528
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99695
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27036
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.917345
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.314216
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.754784
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.190499
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.506403
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.999164
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62171
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19888
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87203
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99013
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63177
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0843
€(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11819
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15519
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19538
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23871
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28532
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33519
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38838
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.445
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50507
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56865
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63577
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70661
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81798
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04167
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.275
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52174
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.89751
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.292248
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.730305
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.15132
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.464291
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.894786
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51259
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07719
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7106
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82297
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44847
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97914
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01233
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04853
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08788
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13044
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17615
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22512
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27742
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3331
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39215
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4547
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52081
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59052
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66393
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74113
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82218
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9072
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.877467
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.270052
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.705588
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.112813
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.422989
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.792187
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39854
€(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95811
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57488
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6654
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27051
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87819
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91062
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94611
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98471
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02642
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07134
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1195
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17089
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22564
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28375
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34532
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41043
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47909
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55142
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62751
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70741
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79122
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.857243
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.247627
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.680601
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.075108
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.382455
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.71337
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2845
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84162
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44455
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51366
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0977
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75078
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.813
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8478
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88565
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92661
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97078
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01809
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06864
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12253
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17976
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24041
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30452
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37223
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4435
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51851
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59732
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67999
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.83675
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.224977
‡(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.655394
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.038073
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.342754
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.670615
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17256
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72765
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31718
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36609
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93113
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56664
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71931
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75344
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79062
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83088
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87427
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9208
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97058
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02362
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07998
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13976
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20299
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26971
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34005
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41403
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49178
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57337
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.816105
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.202078
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.629933
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.001771
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.303799
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.628722
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06272
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61612
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21474
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22248
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77477
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38797
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62949
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66295
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6995
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73905
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78171
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82755
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87656
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92883
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98436
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0433
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10565
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17151
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24103
…(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31473
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39218
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47344
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.79703
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.178995
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.604287
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.966193
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.265611
(341.66, 7.40, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.587677
