¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
µ(335.61, 7.15, 321.67) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 12.14964
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.19567
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.804816
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.547181
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41932
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52876
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79809
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03998
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38679
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61303
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.09336
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.27703
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.60444
‡(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.39507
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.128227
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.370399
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.660067
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.998307
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.367247
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.778833
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.240842
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.865895
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.624521
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51178
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62083
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87872
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11767
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46968
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80148
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.31152
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.58956
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.96017
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.14335
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.149109
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.393035
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.686582
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.030641
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.403251
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.819131
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.286273
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.927038
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.702243
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60491
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71245
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95989
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19517
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55309
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96276
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.51067
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.88933
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.92488
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.1701
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.415868
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.713081
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.061674
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.439381
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.859672
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.331951
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.988152
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.780416
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69866
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80976
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04153
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2725
†(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61909
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10202
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.71368
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.14871
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.8795
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.191249
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.438856
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.739617
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.091189
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.475701
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.900343
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.377904
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.049267
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.858967
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79304
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9252
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12374
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33056
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6745
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24398
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.92066
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.41394
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.58918
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.212557
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.462026
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.766135
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.120681
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.512124
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.941241
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.424049
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.110353
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.937867
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88798
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04157
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1856
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36488
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72997
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38861
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.13159
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.68505
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.65157
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.234001
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.485363
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.792644
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.150186
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.548739
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.982272
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.470454
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.171344
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01538
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98347
†(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14583
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21419
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3989
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78538
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.49918
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.34662
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.86198
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.76438
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.255586
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.508854
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.819156
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.179698
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.582021
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.023482
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.517056
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.232235
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08831
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07948
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1663
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24251
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43262
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84079
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56812
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.56576
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.94086
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.88082
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.277299
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.532454
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.845614
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.209163
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.615076
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.064857
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.563854
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.292985
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16115
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12426
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18584
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27049
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46597
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89616
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63681
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.68067
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.02001
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.299161
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.556267
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.87204
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.238636
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.648057
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.106388
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.614263
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.35358
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23119
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13966
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20435
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29818
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49899
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9416
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70515
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.7645
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.09934
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.321153
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.580215
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.89846
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.268057
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.68108
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.14555
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.66523
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.413918
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2756
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15422
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22192
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32557
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53161
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98114
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.73896
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.84875
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.17888
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.343272
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.604306
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.924768
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.297396
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.71404
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.182808
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.715936
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.462983
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31933
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18212
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23848
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35261
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56389
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02024
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76891
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.93325
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.27986
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.365516
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.628542
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.95106
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.326725
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.746939
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.219989
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.766393
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.499014
ü(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36231
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23238
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25403
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37933
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59576
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04595
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79828
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.98465
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.36866
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.6188
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.387865
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.6529
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.977258
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.355992
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.77981
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.257149
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.8022
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.534367
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40454
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28266
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26857
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4057
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62724
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06924
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82702
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.02098
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.42614
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.16805
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.410369
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.677402
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.003393
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.38518
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.812608
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.292367
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.838414
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.569042
