¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ç(378.40, 15.16, 277.66) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 10.94288
(378.30, 15.04, 276.31) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.858277
(378.30, 15.04, 276.31) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.898067
(378.30, 15.04, 276.31) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.939485
(378.30, 15.04, 276.31) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.982589
(378.30, 15.04, 276.31) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.149354
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.283871
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.758906
(378.30, 15.04, 276.31) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 8.338703
(378.30, 15.04, 276.31) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 8.214309
(378.30, 15.04, 276.31) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 8.182994
(378.30, 15.04, 276.31) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 8.1535
(378.30, 15.04, 276.31) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 8.125795
(378.30, 15.04, 276.31) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 8.659114
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39243
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36344
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36217
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24137
ì(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02663
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92408
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.7361
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.65608
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.16648
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.70828
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.28422
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.5249
(378.30, 15.04, 276.31) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.478594
(378.30, 15.04, 276.31) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.500919
(378.30, 15.04, 276.31) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.623537
(378.30, 15.04, 276.31) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.657819
(378.30, 15.04, 276.31) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.693535
(378.30, 15.04, 276.31) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.730732
(378.30, 15.04, 276.31) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.892999
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.837803
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.260118
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.732272
(378.30, 15.04, 276.31) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 8.229247
(378.30, 15.04, 276.31) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 8.115069
(378.30, 15.04, 276.31) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 8.084244
(378.30, 15.04, 276.31) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 8.055218
(378.30, 15.04, 276.31) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 8.027959
(378.30, 15.04, 276.31) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 8.558885
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37563
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34733
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35015
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24098
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02618
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98938
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80754
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.75208
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.26757
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.81489
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.08685
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.24349
(378.30, 15.04, 276.31) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.494964
(378.30, 15.04, 276.31) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.472014
(378.30, 15.04, 276.31) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.450161
(378.30, 15.04, 276.31) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.473876
(378.30, 15.04, 276.31) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.506041
(378.30, 15.04, 276.31) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.661996
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.437481
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.816705
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.236573
(378.30, 15.04, 276.31) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 8.221147
(378.30, 15.04, 276.31) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 8.12439
(378.30, 15.04, 276.31) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 8.019768
(378.30, 15.04, 276.31) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 7.989411
(378.30, 15.04, 276.31) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 7.960831
(378.30, 15.04, 276.31) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 7.935068
Î(378.30, 15.04, 276.31) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 8.50037
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35966
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33258
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35387
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24285
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.0561
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.05808
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.89828
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.85268
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.37355
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.67424
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.7823
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.76118
(378.30, 15.04, 276.31) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.512341
(378.30, 15.04, 276.31) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.4893
(378.30, 15.04, 276.31) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.46736
(378.30, 15.04, 276.31) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.446495
(378.30, 15.04, 276.31) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 4.452816
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.069565
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.420083
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.795778
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.213284
(378.30, 15.04, 276.31) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 8.150388
(378.30, 15.04, 276.31) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 8.13131
(378.30, 15.04, 276.31) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 8.113898
(378.30, 15.04, 276.31) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 8.098136
(378.30, 15.04, 276.31) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 8.213778
(378.30, 15.04, 276.31) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 8.348554
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39358
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34451
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31919
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.359
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24706
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16309
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.13021
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.18214
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.95806
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.57854
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.34811
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.63851
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.734809
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.951716
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.186919
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.448868
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.737751
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.055153
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.401361
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.775069
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.190207
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.653946
(378.30, 15.04, 276.31) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 8.274772
Â(378.30, 15.04, 276.31) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 8.257158
(378.30, 15.04, 276.31) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 8.241223
(378.30, 15.04, 276.31) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 8.226951
(378.30, 15.04, 276.31) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 8.260024
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38122
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33014
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30714
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36546
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25349
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27364
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.20586
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.47764
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.06824
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.93856
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.06988
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.65756
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.725865
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.942063
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.176444
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.437013
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.724762
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.040835
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.382863
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.754598
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.167415
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.628405
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.146419
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.732671
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29741
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83498
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55039
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36957
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31661
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29644
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3733
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26219
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38781
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.36705
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.67575
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.51886
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.63795
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.95882
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.717047
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.93249
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.166038
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.425214
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.711829
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.02663
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.364548
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.734292
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.144811
¶(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.603107
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.117949
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.700341
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2726
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82659
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54084
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3586
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30387
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28709
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38256
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33675
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.50567
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.6429
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.03755
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.15531
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.15024
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.37271
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.708263
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.922994
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.155752
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.413525
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.699
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.012534
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.346437
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.71423
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.122471
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.578128
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.089775
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.668389
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24858
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81874
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53191
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34835
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29196
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29254
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39315
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44258
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.62741
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.85751
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.74523
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.22224
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.34498
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.64432
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.699592
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.913622
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.145552
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.401907
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.686269
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.997062
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.328456
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.694371
¶(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.100378
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.553395
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.061941
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.636794
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22529
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81141
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52358
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33876
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28085
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30288
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40093
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49359
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6771
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.9267
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.9703
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.29356
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.69697
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.691003
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.904288
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.135487
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.390385
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.673629
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.980933
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.310717
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.674702
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.078519
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.528954
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.034431
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.6056
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20286
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80462
(378.30, 15.04, 276.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51586
