¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¸(376.98, 16.31, 288.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.714437
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.707262
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.70224
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.697581
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.693279
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.689331
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.685732
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.682478
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.679567
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.676995
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.674758
 (376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.672856
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.84771
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.8353
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.823413
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.812033
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.801148
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.790744
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.780807
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.771328
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.762294
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.753695
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.745522
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.737765
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.730416
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.723467
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.716909
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.710736
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.704943
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.69952
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.694466
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.689772
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.685435
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.681449
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.677811
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.674517
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.671565
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.668951
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.666672
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.664726
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.842587
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.830136
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.818209
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.80679
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.795866
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.785422
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.775447
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.765929
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.756857
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.748221
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.740009
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.732214
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.724826
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.717839
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.711243
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.705031
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.699198
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.693736
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.68864
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.683906
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.679527
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.675499
¡ (376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.671819
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.668482
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.665485
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.662827
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.660501
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.658508
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.839512
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.827004
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.815019
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.803545
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.792566
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.782069
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.772042
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.762472
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.753349
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.744662
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.736402
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.728557
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.721121
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.714085
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.707441
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.701182
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.6953
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.689791
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.684648
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.679866
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.675438
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.671364
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.667635
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.664249
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.661204
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.658495
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.656121
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.654077
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.838433
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.825845
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.813787
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.802239
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.791189
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.780623
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.770529
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.760893
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.751706
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.742956
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.734632
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.726728
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.719231
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.712136
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.705433
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.699116
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.693178
™ (376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.687612
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.682413
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.677575
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.673093
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.668964
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.66518
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.66174
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.65864
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.655877
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.653449
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.65135
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.839332
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.826648
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.814494
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.802854
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.791716
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.781064
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.770885
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.761167
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.751901
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.743072
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.734674
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.726694
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.719125
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.711958
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.705186
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.6988
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.692794
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.687162
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.681898
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.676994
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.67245
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.668256
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.664411
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.66091
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.657748
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.654924
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.652435
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.650276
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.842238
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.829433
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.817162
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.805411
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.794162
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.783405
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.773123
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.763306
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.753942
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.74502
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.736529
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.72846
Ÿ (376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.720804
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.713552
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.706696
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.70023
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.694144
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.688435
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.683093
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.678116
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.673496
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.669231
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.665315
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.661742
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.658512
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.65562
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.653062
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.650838
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.847219
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.834267
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.821854
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.809965
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.798585
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.787699
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.777293
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.767357
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.757876
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.748841
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.74024
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.732065
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.724306
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.716953
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.709999
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.703437
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.697258
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.691456
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.686027
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.680962
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.676257
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.671908
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.66791
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.664258
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.660949
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.657979
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.655345
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.653045
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.854387
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.841258
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.828676
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.816623
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.805082
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.794042
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.783488
 (376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.773408
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.763789
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.754619
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.745888
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.737586
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.729703
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.722232
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.715162
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.708486
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.702198
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.69629
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.690756
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.68559
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.680786
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.676341
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.672248
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.668503
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.665104
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.662045
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.659325
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.65694
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.863922
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.85058
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.83779
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.825538
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.813807
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.802582
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.79185
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.781598
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.771812
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.762482
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.753596
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.745143
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.737116
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.729502
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.722295
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.715486
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.709069
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.703036
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.697379
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.692095
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.687176
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.682617
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.678415
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.674564
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.671059
(376.93, 16.27, 288.18) (382.93, 8.54, 304.83) (0.81, 2.16, 0.81) Human 1.667899
