°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‘(370.89, 8.91, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61011
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.968095
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63938
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12222
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64819
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22888
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97777
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73958
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55398
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.87471
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.32886
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.89049
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.85386
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.43438
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.31436
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.654785
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.866572
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.096064
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.345495
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.617603
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.912096
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.227515
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.577096
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.963615
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.389981
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.854126
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.381642
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.978063
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64444
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13142
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65828
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22637
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95887
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10576
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62828
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97958
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.2334
Ç(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.78619
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.50366
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.02618
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.8819
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.665509
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.87814
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.108649
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.359227
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.632584
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.929263
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.247463
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.596096
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.981546
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.409964
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.862187
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.390718
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.988383
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64997
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14167
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66956
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22371
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.941
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46614
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70508
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.0877
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.13916
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.68643
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.26991
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.66547
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.39679
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.67074
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.676332
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.889876
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.12134
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.373059
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.646896
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.944338
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.262364
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.612528
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.999766
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.430266
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.870503
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.40009
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.998997
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65591
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15302
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68203
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22248
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92408
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53846
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7844
Ö(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19919
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.04915
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.59111
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.16887
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.2063
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.22516
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.29679
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.38472
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.68725
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.901702
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.133299
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.384933
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.659438
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.958076
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.277461
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.629175
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.018228
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.446542
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.879067
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.409761
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00998
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66227
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16544
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69573
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22264
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90818
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61291
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86872
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.31412
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.92645
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.39098
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.88286
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.37354
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.3619
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.19163
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.19795
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.697397
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.911642
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.14394
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.396519
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.672099
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.972041
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.292793
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.646078
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.03696
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.455544
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.887945
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.419735
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01932
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66912
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17898
Ö(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70208
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22421
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89322
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68948
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96902
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94898
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.59001
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.03772
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.51149
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.01316
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.50385
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.52826
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.16713
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.706544
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.921567
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.154685
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.408199
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.68487
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.986144
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.308286
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.663171
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.055891
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.464934
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.896993
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.429923
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02571
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6764
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19356
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7048
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22718
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87925
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7686
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61714
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.49636
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28512
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70043
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.15713
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.64065
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.09895
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.6612
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.60805
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.715756
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.931552
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.165516
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.420023
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.697774
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.000425
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.324008
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.680484
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.075114
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.474638
Ü(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.90636
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.440448
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03248
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68409
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20929
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70876
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23153
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86626
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88733
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51572
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06834
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.997
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.38991
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.81889
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.28517
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.75558
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.19338
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.82966
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.725073
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.941648
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.176457
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.431921
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.710792
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.014888
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.339914
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.698031
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.094617
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.484742
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.915953
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.451264
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03963
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69225
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22612
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71403
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23726
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85424
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00927
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41837
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67884
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57057
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.10155
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.50261
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94586
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.42235
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.85074
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.29686
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.734466
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.951813
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.18751
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.443962
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.723984
Ö(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.02954
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.356009
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.715836
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.107015
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.495209
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.925784
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.462393
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0472
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70085
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24181
(370.89, 8.89, 335.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72059
