¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ú(435.41, 13.95, 292.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.20796
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33123
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50039
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67693
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86132
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07045
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.060352
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.295231
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.55033
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.828345
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.132508
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.466529
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.835016
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.243409
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.698517
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.958632
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.108395
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.26509
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.429132
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.602067
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.809007
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02712
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25716
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42755
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55402
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6904
¸(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83254
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98061
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13505
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29608
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46413
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63957
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82279
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05195
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.058768
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.293491
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.54845
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.826308
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.130261
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.464074
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.832265
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.240361
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.695106
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.924006
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.072497
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.240019
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.427896
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.62553
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.833581
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05281
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28165
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40199
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52726
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66109
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8024
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94965
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10315
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26329
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43032
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6047
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78682
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03593
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.057206
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.291757
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.546599
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.824298
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.128056
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.46165
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.829581
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.237381
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.691765
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.911891
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.083097
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.262878
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.451784
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.650506
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.859688
µ(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08018
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2586
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37836
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50306
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63383
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77435
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92085
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0735
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23278
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39888
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5723
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76781
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02242
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.055667
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.290126
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.544803
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.822333
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.1259
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.459268
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.826955
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.234452
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.684965
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.934158
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.106367
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.287122
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.477092
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.676929
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.887381
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10915
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23743
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35669
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48079
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61003
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74844
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89418
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04611
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20454
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36982
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54233
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75725
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01132
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.054177
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.2885
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.543025
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.820405
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.123793
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.456926
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.824377
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.229305
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.679071
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.95773
¸(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.130892
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.312739
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.50383
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.704914
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.916624
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10398
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21811
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33685
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46045
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58915
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72459
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86965
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02086
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17851
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34305
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51474
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74898
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0027
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.052728
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.286906
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.541301
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.818529
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.121707
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.454663
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.820615
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.22274
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.674404
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.982611
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.156808
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.339784
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.532065
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.734393
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.947495
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0869
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20058
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31891
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44204
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57027
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70376
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84722
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99775
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15477
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31857
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50229
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74309
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99657
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.05128
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.285378
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.539602
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.816669
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.119715
±(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.452087
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.8148
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.216301
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.669759
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.008755
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.184061
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.368208
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.561772
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.765465
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.962658
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07158
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18486
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3028
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42556
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55336
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68641
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82683
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97681
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1332
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29639
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49884
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7395
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99284
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.049899
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.283844
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.537948
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.81488
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.117714
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.446888
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.809058
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.209918
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.665096
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.036209
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.2127
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.398092
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.592972
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.798099
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.949406
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05801
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17096
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28856
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41094
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53831
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.671
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80921
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95798
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11387
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27642
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4977
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7383
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99158
¶(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.048518
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.282375
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.536353
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.813121
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.113507
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.44177
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.803393
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.203635
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.660507
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.06499
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.242722
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.429416
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.625748
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.832352
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.937868
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04617
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15889
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27614
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39821
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52528
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65761
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79543
(435.26, 13.92, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94127
