¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¸(330.27, 7.30, 364.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93794
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.144112
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.471749
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.743709
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.037643
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.366652
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.725521
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.118402
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.550238
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.798283
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.761665
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.72721
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.694877
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.664639
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.636461
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.610312
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.586171
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.564012
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.543812
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.525546
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.509204
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.301666
©(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.47984
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.669424
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.867509
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.081192
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.312303
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.563009
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.835863
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.133814
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.437663
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.702857
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.98935
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.312496
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.666494
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.053798
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.479334
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.536201
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.50109
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.468074
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.437119
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.408198
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.381275
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.356325
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.333322
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.312242
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.293065
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.275772
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.260343
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.294014
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.47163
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.662682
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.860879
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.07403
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.30457
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.5546
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.826713
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.123804
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.400711
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.663108
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.94646
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.259792
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.60907
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.991013
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.325356
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.289565
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.255846
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.224163
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.194479
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.16677
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.141005
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.117154
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.095198
¬(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.075111
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.056876
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.04047
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.025883
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.286514
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.463548
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.654004
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.854477
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.067142
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.297118
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.546524
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.817862
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.114161
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.364669
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.624413
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.904729
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.208467
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.553188
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.929943
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.09156
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.057117
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.024686
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.994232
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.965728
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.939139
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.914441
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.891607
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.870615
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.851442
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.834073
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.818487
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.804667
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.279183
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.455694
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.64553
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.84832
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.060501
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.2899
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.53871
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.809376
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.09075
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.329661
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.586748
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.864153
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.164207
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.498795
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.870514
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.870922
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.837729
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.806493
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.777183
²(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.749765
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.724216
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.700506
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.678613
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.658512
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.640185
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.623612
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.60878
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.59567
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.272001
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.447981
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.637258
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.841342
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.054045
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.282952
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.531156
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.801163
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.058924
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.295521
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.550108
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.824648
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.121542
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.445891
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.696389
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.662418
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.630386
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.600261
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.572011
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.545605
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.521021
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.498228
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.477202
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.457928
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.440384
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.424549
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.41041
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.397952
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.264999
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.440448
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.629163
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.832617
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.04787
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.276291
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.52392
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.793257
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.027955
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.262351
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.514456
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.786247
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.08013
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.398729
½(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.497972
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.465132
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.434183
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.405093
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.377829
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.352365
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.328676
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.306734
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.28652
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.26801
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.25119
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.236038
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.222545
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.210691
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.25814
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.433128
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.621262
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.824066
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.041933
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.269875
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.516956
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.781299
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.997826
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.23007
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.479829
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.748973
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.039843
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.343678
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.310019
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.278238
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.2483
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.220175
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.193832
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.169247
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.146391
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.125241
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.105779
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.087981
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.071833
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.057316
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.044416
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.033122
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.251473
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.425941
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.613549
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.815745
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.034336
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.263739
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.510283
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.753882
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.968518
¿(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.198701
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.446145
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.712718
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.00074
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.16441
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.131783
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.10099
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.071998
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.044775
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.019292
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 7.995523
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 7.973447
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 7.953039
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 7.934275
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 7.917142
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 7.901618
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 7.887691
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 7.875344
(330.14, 7.37, 363.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 7.864568
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.244961
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.418961
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.606021
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.80765
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.025549
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.257839
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.503895
(330.14, 7.37, 363.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.727184
