¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ÿ(424.20, 14.87, 247.14) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.105364
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.110761
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.541647
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.025087
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.613664
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25799
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95624
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46597
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01797
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62839
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50735
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.87708
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.26602
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.507483
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.769664
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.055277
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.367568
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.717604
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.105123
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.535373
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.015701
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.601769
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26837
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9681
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49145
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04602
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65945
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43854
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51694
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.8602
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.265568
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.506979
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.76913
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.054698
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.36693
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.712574
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.099554
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.529147
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.008746
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.589802
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25913
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98004
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51788
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07517
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68749
¹(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37065
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17033
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.86659
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.79812
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.265141
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.506518
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.768619
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.05415
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.366319
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.708988
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.093986
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.522982
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.001842
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.577759
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24529
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99207
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54532
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10224
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71475
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30368
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78368
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.41866
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.54678
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.264756
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.506113
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.768164
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.053669
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.365777
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.7084
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.088493
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.516846
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.994968
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.565626
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23139
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99903
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57152
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12794
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74319
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18684
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70408
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.1666
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.88862
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.264414
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.505727
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.767748
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.053205
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.365303
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.707864
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.085494
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.510786
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.988171
³(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.553446
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21739
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9823
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59584
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15473
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77283
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38441
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62601
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80502
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.10799
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.264103
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.505401
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.767406
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.052812
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.36486
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.707384
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.084966
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.50473
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.981419
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.541176
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20331
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95918
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.616
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18259
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80366
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27665
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57442
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.45575
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.8648
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.35172
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.26384
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.505098
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.767075
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.052461
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.36449
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.706961
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.0845
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.502666
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.974706
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.528853
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18918
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93608
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62277
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21152
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83571
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16591
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52347
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35604
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.66664
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.09363
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.263593
´(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.504858
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.766803
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.052173
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.364147
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.706605
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.084101
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.502238
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.968065
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.516455
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16934
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.913
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63031
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22914
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86899
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0524
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47311
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.29381
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.57151
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.74314
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.263411
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.504642
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.76657
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.051928
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.36389
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.706298
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.083779
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.501862
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.967415
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.504012
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14937
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88992
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63866
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23839
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90347
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9363
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4234
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.23243
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.49378
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.40074
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.26326
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.504475
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.766399
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.051713
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.363673
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.706069
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.083516
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.501586
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.967096
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.489091
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1294
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86688
´(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64782
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24852
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9172
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81782
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37429
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.17182
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.41717
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.30075
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.263129
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.50435
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.766268
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.051565
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.36352
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.705883
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.083316
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.50135
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.966851
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.479879
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10946
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84387
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65777
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25953
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92949
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70223
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3258
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.11204
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.3416
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.20229
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.262512
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.504262
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.766164
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.051473
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.363394
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.705763
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.083191
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.501219
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.963059
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.47505
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09365
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8209
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6685
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27145
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94277
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74567
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27797
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.05305
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.26712
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.10532
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.259527
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.503875
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.766123
¿(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.051424
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.363333
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.705698
(422.14, 14.83, 246.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.083115
