¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ò(435.76, 14.70, 316.41) (437.52, 7.29, 336.56) (0.81, 2.16, 0.81) Human 5.998787
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.94857
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.393162
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.811442
¨(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29444
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.78442
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.35112
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.94998
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.6347
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.36295
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.19785
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.14961
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.24096
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.36282
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.4582
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.3267
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.398842
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.821809
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30149
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7922
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.36184
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.96159
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.64813
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.38557
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.21792
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.17712
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.27186
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.401
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.43421
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.6873
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.40435
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.831885
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3084
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79981
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.37213
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.97305
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.66145
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.40795
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.23786
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.20446
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.30257
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.59876
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.45702
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.98046
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.409689
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.84167
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31517
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.81051
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.38227
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.99039
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.67466
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.4276
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.26279
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.23162
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.33205
¤(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.63546
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.47782
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.69426
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.414856
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.851156
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3218
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.82318
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.39226
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.00841
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.68776
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.44499
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.28975
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.25674
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.35605
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.67169
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.39023
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.49846
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.419847
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.860342
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32829
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.83555
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.40209
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.0261
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.70074
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.46225
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.31646
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.28113
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.3839
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.70742
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.43058
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.43679
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.424664
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.869219
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33463
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.84764
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.41177
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.04348
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.71361
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.47938
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.33981
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.30592
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.41301
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.74266
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.46943
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.29359
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.429304
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.877794
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34083
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.85942
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.42128
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06052
œ(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.72848
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.49637
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.36288
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.33156
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.44181
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.77635
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.49014
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.14228
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.43646
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.886053
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34687
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.87091
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.43062
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.07723
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.74686
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.51322
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.38575
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.35697
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.47031
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.79696
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.50292
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.00521
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.443664
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.894001
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35277
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.88209
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.4398
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.08927
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.76499
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.52992
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.40843
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.38215
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.4985
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.81736
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.51521
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.9727
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.450577
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.901629
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3589
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.89296
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.45195
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.10033
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.78285
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.5479
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.4309
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.4071
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.52635
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.83757
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.52701
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.93976
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.457202
›(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.908936
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3684
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.90351
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.4659
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.11126
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.80045
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.56978
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.45316
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.4318
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.54947
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.85757
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.53831
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.9064
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.8793
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.463534
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.915919
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37762
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.91375
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.47952
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.12208
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.81776
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.59137
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.47392
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.45446
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.57022
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.88575
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.54912
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.87263
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.59879
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.469567
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.922094
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38654
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.92333
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.49283
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.13276
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.8348
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.61267
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.494
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.47423
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.59079
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.91362
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.55942
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.83846
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.50071
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.475303
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.92676
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39517
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.93083
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50579
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.14331
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.85155
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.63368
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.51388
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.49385
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.61117
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.94066
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.56921
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.8039
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.40258
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.480738
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.931282
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40351
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.93815
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.51842
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.15392
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.86801
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.65437
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.53357
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.5133
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.63136
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.96683
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.57849
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.65489
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.30441
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.48587
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.935657
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41155
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.94532
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53071
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.16828
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.88217
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.67475
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.55305
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.5326
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.65135
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.99213
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.58726
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.60144
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.20626
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.490699
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.939883
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41928
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.9523
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.54264
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.18237
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.89583
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.6948
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.57234
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.55173
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.67113
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.01121
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.59551
§(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.58872
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.06597
(435.42, 14.92, 318.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.495219
