¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
 (440.55, 14.06, 275.11) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 6.669062
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52768
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77299
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02974
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35162
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70436
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07692
Ï(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78941
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.011321
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.240025
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.488074
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.75168
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.037253
(439.91, 14.06, 276.40) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 7.11243
(439.91, 14.06, 276.40) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 7.106883
(439.91, 14.06, 276.40) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 7.102726
(439.91, 14.06, 276.40) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 7.099958
(439.91, 14.06, 276.40) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 7.098574
(439.91, 14.06, 276.40) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 7.098576
(439.91, 14.06, 276.40) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 7.099961
(439.91, 14.06, 276.40) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 7.102732
(439.91, 14.06, 276.40) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 7.106891
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75511
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69829
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6499
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07597
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51884
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9447
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34291
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57922
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82635
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11573
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45458
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81213
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18988
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90021
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.009025
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.237503
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.48538
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.749454
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.034832
(439.91, 14.06, 276.40) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 7.15325
(439.91, 14.06, 276.40) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 7.147798
(439.91, 14.06, 276.40) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 7.143744
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.485792
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.781354
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.084854
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.412518
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.771213
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16033
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73821
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67823
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71246
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14292
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56673
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99576
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39569
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63379
À(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8925
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21834
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56191
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92453
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31285
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04101
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.006781
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.235069
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.48274
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.747313
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.032484
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.344348
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.686665
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.064176
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.482384
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.785399
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.091401
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.423754
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.783288
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17123
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72158
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65852
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77736
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21241
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61707
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04936
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45141
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69139
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99481
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32528
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67374
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04121
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52235
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32411
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.00458
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.232689
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.480139
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.745283
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.030275
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.341903
(439.91, 14.06, 276.40) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 7.5031
(439.91, 14.06, 276.40) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 7.47382
(439.91, 14.06, 276.40) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 7.446211
(439.91, 14.06, 276.40) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 7.420249
(439.91, 14.06, 276.40) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 7.395903
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.435819
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.796339
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1823
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70522
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81592
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84467
Ò(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26268
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66983
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10561
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51017
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78308
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10127
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43424
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78314
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15139
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7919
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.62062
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.002423
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.23037
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.477613
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.743372
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.028172
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.339592
(439.91, 14.06, 276.40) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 7.370206
(439.91, 14.06, 276.40) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 7.341473
(439.91, 14.06, 276.40) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 7.314383
(439.91, 14.06, 276.40) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 7.288908
(439.91, 14.06, 276.40) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 7.265021
(439.91, 14.06, 276.40) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 7.242697
(439.91, 14.06, 276.40) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 7.221915
(439.91, 14.06, 276.40) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 7.202652
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68912
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98636
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91443
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31461
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72512
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16457
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58247
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88521
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20363
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53908
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8928
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35363
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07395
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.06795
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.000347
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.22812
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.47515
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.741516
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.026141
(439.91, 14.06, 276.40) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 7.27319
(439.91, 14.06, 276.40) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 7.243333
(439.91, 14.06, 276.40) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 7.215121
(439.91, 14.06, 276.40) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 7.2025
(439.91, 14.06, 276.40) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 7.20521
(439.91, 14.06, 276.40) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 7.209327
(439.91, 14.06, 276.40) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 7.214858
Ò(439.91, 14.06, 276.40) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 7.221805
(439.91, 14.06, 276.40) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 7.230177
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67334
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15627
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98156
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36891
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78293
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21052
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67859
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98528
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30812
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64828
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03689
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56857
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36924
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5948
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.998276
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.225886
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.472742
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.739769
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.024284
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.335302
(439.91, 14.06, 276.40) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 7.279341
(439.91, 14.06, 276.40) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 7.27953
(439.91, 14.06, 276.40) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 7.281139
(439.91, 14.06, 276.40) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 7.28417
(439.91, 14.06, 276.40) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 7.288624
(439.91, 14.06, 276.40) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 7.294506
(439.91, 14.06, 276.40) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 7.301823
(439.91, 14.06, 276.40) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 7.310581
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65778
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32535
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03494
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42568
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81596
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23106
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77838
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08942
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41687
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76199
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24658
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84795
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.81472
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.996318
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.223746
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.470412
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.738122
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.022464
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.332741
(439.91, 14.06, 276.40) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 7.360447
(439.91, 14.06, 276.40) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 7.360943
Ú(439.91, 14.06, 276.40) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 7.362877
(439.91, 14.06, 276.40) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 7.366246
(439.91, 14.06, 276.40) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 7.371057
(439.91, 14.06, 276.40) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 7.377314
(439.91, 14.06, 276.40) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 7.385021
(439.91, 14.06, 276.40) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 7.394188
(439.91, 14.06, 276.40) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 7.506984
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49332
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08082
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44717
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83743
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26735
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88219
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19771
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53003
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94277
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46499
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14229
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.33485
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.994346
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.221637
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.468134
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.736335
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.020807
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.328031
(439.91, 14.06, 276.40) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 7.444749
(439.91, 14.06, 276.40) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 7.445572
(439.91, 14.06, 276.40) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 7.447848
(439.91, 14.06, 276.40) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 7.45158
(439.91, 14.06, 276.40) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 7.456769
(439.91, 14.06, 276.40) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 7.463419
(439.91, 14.06, 276.40) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 7.471541
(439.91, 14.06, 276.40) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 7.481141
(439.91, 14.06, 276.40) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 7.506987
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7313
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10192
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46955
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86114
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43166
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99005
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31031
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65577
(439.91, 14.06, 276.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15597
