¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ğ(358.46, 9.27, 319.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.105662
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.300698
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.493057
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.700999
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.926598
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.171925
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.439815
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.733412
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.056429
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.413563
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.810367
„(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.639688
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.780722
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.933115
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.097205
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.273677
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.46391
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.669499
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.892403
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.134752
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.39923
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.688843
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.007416
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.359317
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.750429
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.621414
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.761234
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.910758
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.072533
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.247139
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.435302
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.638604
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.858874
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.098329
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.359445
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.645314
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.959491
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.306325
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.694303
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.130331
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.603499
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.742127
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.890341
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.049117
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.221083
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.407271
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.608305
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.826076
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.062647
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.320539
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.602705
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.912666
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.254744
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.639491
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.069002
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.5515
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.58592
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.723347
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.870274
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.027659
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.19658
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.379762
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.57861
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.793929
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.027716
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.282454
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.561018
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.866858
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.20659
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.585976
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.0092
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.484155
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.020927
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.568628
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.704938
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.850621
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.006599
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.173998
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.354041
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.549505
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.762406
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.993496
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.24519
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.520267
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.822053
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.15951
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.533708
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.950831
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.418562
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.946657
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.551692
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.686914
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.831334
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.985964
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.151865
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.330272
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.522574
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.731555
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.96001
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.208727
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.480416
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.780314
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.1135
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.482658
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.893862
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.354615
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.874291
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.464916
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.535065
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.669174
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.812427
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.965743
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.130167
‡(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.306962
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.497462
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.703278
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.927225
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.173044
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.441427
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.739594
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.068589
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.43285
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.838299
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.292276
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.803857
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.384709
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04967
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.518763
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.651803
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.793892
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.945912
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.108919
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.284124
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.472864
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.676743
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.897593
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.138133
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.404792
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.699745
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.024642
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.384186
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.78407
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.231483
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.735257
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.306667
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.960115
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.502738
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.634775
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.775716
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.926498
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.08811
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.261775
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.448815
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.650761
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.869452
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.106984
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.369309
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.660853
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.981771
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.336694
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.731183
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.172268
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.668468
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.230776
†(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.873104
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69568
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.487086
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.618093
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.757893
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.907465
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.067728
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.239873
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.425214
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.625329
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.841906
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.074984
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.327006
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.622374
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.93984
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.290317
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.679625
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.114542
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.603436
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.156906
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.788522
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72577
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35321
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.471735
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.601726
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.740434
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.888788
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.047772
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.218448
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.402176
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.600437
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.814992
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.042653
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.288546
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.57648
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.897469
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.24505
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.629322
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.058235
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.540071
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.08505
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.710542
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75742
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38873
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10124
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.456658
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.585663
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.723375
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.870568
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.028225
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.197474
„(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.379603
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.576112
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.787198
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.011073
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.254231
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.531604
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.847969
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.198052
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.580263
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.003394
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.478383
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.015176
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.695032
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74915
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42602
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14342
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.441897
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.570001
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.706625
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.852683
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.009081
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.176938
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.357551
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.552318
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.758689
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.98023
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.220766
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.487761
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.799674
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.144554
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.527847
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.949981
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.418337
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.947186
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.680086
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7308
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46513
(359.83, 9.12, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18765
