¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¶(340.11, 7.05, 310.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.606266
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.665861
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.193413
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.803245
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48875
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34162
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33301
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66682
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20902
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44523
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.515549
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.878032
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.27408
„(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.713877
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.253696
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.875628
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57199
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4491
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46469
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84565
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34065
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62398
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.545919
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.917072
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.317354
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.762115
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.314142
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.948415
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65578
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55747
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59796
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02626
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47385
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83628
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.576189
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.956203
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.3608
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.810538
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.374721
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02168
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74018
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66664
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7343
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20854
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60864
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05255
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.606341
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.995478
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.404392
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.859148
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.435377
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09535
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82751
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77658
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88757
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39251
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74494
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27278
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.636358
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.033386
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.448055
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.90932
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.496106
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1678
„(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92068
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88725
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04268
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57836
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88831
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69794
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.666197
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.066579
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.491902
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.962548
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.556935
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23783
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01427
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99867
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1995
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78649
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17686
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.23345
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.695955
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.09966
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.535804
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.015795
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.617727
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30798
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1083
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11073
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36484
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02241
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47482
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.64221
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.725502
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.132585
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.579814
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.068998
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.678581
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37816
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20267
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22939
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54057
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26261
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8015
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.754871
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.165315
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.623407
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.122155
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.739393
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4484
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30333
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3543
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71862
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50708
„(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3616
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.784074
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.19785
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.659858
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.175195
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.800156
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52997
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40819
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48019
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89898
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75578
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95408
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.813055
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.230181
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.696121
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.22814
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.872355
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61611
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51361
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60694
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08165
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00874
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.58158
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.841848
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.262251
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.733334
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.29239
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.946804
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70259
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61956
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73453
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26649
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26591
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.16396
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.870373
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.296865
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.783908
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.357177
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02141
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78941
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72595
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86295
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45332
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52725
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.89082
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.902529
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.341728
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.834404
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.417933
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0962
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8765
Š(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83275
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99204
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63391
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81389
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.69243
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.942517
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.386472
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.884877
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.477686
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17109
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96382
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93993
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12358
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81571
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.11452
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.40201
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.98232
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.431154
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.935244
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.537292
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24607
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05138
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04742
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26639
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0142
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48167
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.99147
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.022031
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.475649
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.985523
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.596549
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32111
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13907
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15513
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40954
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2211
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.8603
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.59978
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.061627
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.520092
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.035646
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.655569
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39363
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22686
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26301
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56451
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44297
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24757
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.2272
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.673234
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.564283
´(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.085697
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.714235
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46195
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31571
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37104
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72641
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66789
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.64348
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.66455
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.704781
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.608337
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.135532
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.772543
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52991
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4057
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48881
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88899
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89455
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.14295
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.95348
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.736193
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.142991
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.185142
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.830454
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59745
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49554
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60988
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05215
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12275
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.69588
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.767464
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.177815
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.234548
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.887922
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66457
(340.35, 7.10, 310.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5927
