¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ƒ!(383.04, 10.98, 322.17) (358.18, 3.66, 326.64) (0.81, 2.16, 0.81) Human 9.840712
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3697
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37697
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.798
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.95476
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.605329
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.89439
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.216165
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.576454
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.982523
Ú(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.440931
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.963978
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.574531
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.315364
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.17581
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26752
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82454
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77764
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.81254
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.06629
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.52246
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.64922
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.943189
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.270723
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.637832
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.0516
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.51846
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.053206
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.697371
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.452716
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34048
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50896
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15078
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20464
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.3458
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.34076
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.57187
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.42206
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.693523
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.992488
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.325894
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.699968
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.120464
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.597121
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.155255
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.822989
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.593307
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50952
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79149
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4906
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57122
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.62563
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.56197
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.75982
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.83508
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.738227
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.042282
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.381675
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.762802
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.190227
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.676919
Ü(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.264474
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.946844
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.737216
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.68182
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08475
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8447
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90402
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83918
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.74423
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.9533
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.09231
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.27114
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.783329
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.092562
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.438059
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.825004
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.260888
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.772491
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.3759
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.07062
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.884527
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.86472
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38899
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21396
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29427
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.05752
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.92988
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.15253
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.35791
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.828822
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.143325
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.49504
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.887913
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.335859
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.869892
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.48946
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.196992
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.03461
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0541
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68565
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59928
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70194
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.28076
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.11898
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.3898
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.63225
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.874697
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.194562
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.551679
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.951527
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.42158
Ü(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.969042
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.598866
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.326014
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.18599
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.24878
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99337
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00155
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.12799
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.70494
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.31155
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.65551
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.91569
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.920948
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.246266
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.608513
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.021659
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.508669
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.069963
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.710299
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.457526
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34855
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.44892
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31282
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48704
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.99931
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.70653
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.52542
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.92954
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.967565
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.298048
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.665895
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.098629
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.597141
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.170851
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.823796
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.589413
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51583
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.65414
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64454
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05098
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.49511
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.56877
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.50002
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.21213
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.01454
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.349478
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.731129
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.176677
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.686998
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.269464
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.939367
«(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.72396
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.68722
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.8992
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9891
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.54207
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.01807
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.82688
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.45891
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.96769
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.085916
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.212242
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.347483
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.492595
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.648717
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.817009
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.99895
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.196247
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.410882
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.645118
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.901753
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.149549
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.382338
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.634784
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.909425
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.2053
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.502022
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.825784
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.553627
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.622674
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54714
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59734
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09686
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32883
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57233
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82819
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09733
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.956157
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.073634
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.19909
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.333444
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.477539
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.632496
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.799551
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.980078
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.175786
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.388624
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.620812
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.875112
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.130578
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.36183
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.612561
´(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.885308
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.182938
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.490033
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.812757
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.486296
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.552839
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51818
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68971
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28284
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52213
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7734
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0376
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3156
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.944844
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.061545
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.186231
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.319661
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.462797
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.616666
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.782429
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.961632
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.15578
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.366864
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.59706
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.849123
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.112299
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.342137
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.591238
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.8621
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.157672
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.479074
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.800794
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.420557
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.469528
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57207
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78511
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47702
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72401
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9836
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25661
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54409
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.933774
