¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ï(434.90, 14.07, 303.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.308857
(434.43, 14.01, 300.52) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 16.45081
(434.43, 14.01, 300.52) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 16.46234
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.904741
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.125998
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.365797
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.626448
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.910776
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.222086
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.56431
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.942177
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.357635
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.812102
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.320782
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.780264
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26813
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80936
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5744
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61672
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6769
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61436
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5691
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40502
(434.43, 14.01, 300.52) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 16.51388
(434.43, 14.01, 300.52) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 16.50629
(434.43, 14.01, 300.52) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 16.50193
(434.43, 14.01, 300.52) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 16.69305
(434.43, 14.01, 300.52) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.4691
(434.43, 14.01, 300.52) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 16.87074
(434.43, 14.01, 300.52) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 16.87944
(434.43, 14.01, 300.52) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 16.89145
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.900487
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.121433
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.360809
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.621046
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.904881
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.215616
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.557158
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.934272
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.352744
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.808078
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.316261
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.784173
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27239
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81414
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50782
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55194
ã(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6438
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55367
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54066
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34592
(434.43, 14.01, 300.52) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 16.95792
(434.43, 14.01, 300.52) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 16.95032
(434.43, 14.01, 300.52) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 16.94603
(434.43, 14.01, 300.52) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 16.94505
(434.43, 14.01, 300.52) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.33452
(434.43, 14.01, 300.52) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.32535
(434.43, 14.01, 300.52) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.33448
(434.43, 14.01, 300.52) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.34701
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.896316
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.116932
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.355927
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.615729
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.899072
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.209248
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.550139
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.926509
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.34412
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.804273
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.311963
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.788635
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27737
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81964
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44223
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50184
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63389
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49474
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51431
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31673
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24334
(434.43, 14.01, 300.52) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.42238
(434.43, 14.01, 300.52) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.41818
(434.43, 14.01, 300.52) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.41738
(434.43, 14.01, 300.52) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.41998
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.31754
(434.43, 14.01, 300.52) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.81831
(434.43, 14.01, 300.52) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.8314
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.89475
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.112514
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.351139
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.610501
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.893344
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.202994
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.543259
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.918895
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.335623
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.800466
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.307903
Õ(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.793749
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.283
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8259
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43173
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4523
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62525
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44363
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48912
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2898
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18024
(434.43, 14.01, 300.52) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.92507
(434.43, 14.01, 300.52) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.92098
(434.43, 14.01, 300.52) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.92039
(434.43, 14.01, 300.52) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.92328
(434.43, 14.01, 300.52) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 19.02344
(434.43, 14.01, 300.52) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 18.33359
(434.43, 14.01, 300.52) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 18.3473
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.893245
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.109292
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.346407
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.605373
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.887764
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.19682
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.536495
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.911415
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.327308
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.791135
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.304035
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.799461
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28931
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83291
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43953
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40327
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61792
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43534
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4252
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26514
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15565
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01574
(434.43, 14.01, 300.52) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 18.45737
(434.43, 14.01, 300.52) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 18.45701
(434.43, 14.01, 300.52) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 18.46025
(434.43, 14.01, 300.52) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 18.85637
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.94028
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.891823
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.107748
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.341754
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.600321
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.88225
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.190773
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.529826
Ç(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.904058
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.319122
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.782007
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.300357
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.805754
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29625
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84067
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4482
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35478
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61183
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42851
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36322
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2427
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14746
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99759
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.86267
(434.43, 14.01, 300.52) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 19.03059
(434.43, 14.01, 300.52) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 19.0342
(434.43, 14.01, 300.52) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 19.04153
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.52302
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.890465
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.106291
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.339813
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.595369
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.876848
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.184845
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.523293
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.896818
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.311099
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.77302
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.291281
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.81268
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30392
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84917
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45767
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33675
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55819
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42312
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34654
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23549
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14165
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.0198
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.78203
(434.43, 14.01, 300.52) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 19.6449
(434.43, 14.01, 300.52) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 19.64894
(434.43, 14.01, 300.52) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 19.65681
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.30512
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.889222
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.104959
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.338364
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.59166
´(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.8715
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.17904
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.516878
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.88974
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.303216
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.764244
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.281349
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.820213
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31224
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85841
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46804
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33062
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5006
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41917
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35804
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23247
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13827
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04504
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80945
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.70707
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.44798
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.12861
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.82974
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.888078
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.103694
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.336995
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.590164
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.866302
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.173326
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.510612
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.882792
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.295487
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.755601
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.248184
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.72749
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32123
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86841
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47922
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3249
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44366
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41668
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39239
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27809
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13727
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07328
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.84013
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.67897
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.37532
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.0225
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.7165
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.886958
³(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.102514
(434.43, 14.01, 300.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.3357
