¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
’(378.97, 15.97, 287.80) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 19.47621
(378.98, 15.92, 286.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 9.737163
„ (378.98, 15.92, 286.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 10.135
(378.98, 15.92, 286.13) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 10.37082
(378.98, 15.92, 286.13) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 10.7667
(378.98, 15.92, 286.13) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 13.71008
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.0731
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.637134
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.909917
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.207601
(378.98, 15.92, 286.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.202371
(378.98, 15.92, 286.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.17186
(378.98, 15.92, 286.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.153976
(378.98, 15.92, 286.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.596824
(378.98, 15.92, 286.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 8.689773
(378.98, 15.92, 286.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 8.660217
(378.98, 15.92, 286.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 8.64951
(378.98, 15.92, 286.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.131426
(378.98, 15.92, 286.13) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 9.343492
(378.98, 15.92, 286.13) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 9.789984
(378.98, 15.92, 286.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 9.880439
(378.98, 15.92, 286.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 9.781769
(378.98, 15.92, 286.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 9.758257
(378.98, 15.92, 286.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 10.15065
(378.98, 15.92, 286.13) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 10.3536
(378.98, 15.92, 286.13) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 10.74398
(378.98, 15.92, 286.13) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 13.74398
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.23391
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.628728
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.900813
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.197606
(378.98, 15.92, 286.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.260395
(378.98, 15.92, 286.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.229642
(378.98, 15.92, 286.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.200546
(378.98, 15.92, 286.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.649083
(378.98, 15.92, 286.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 8.759798
(378.98, 15.92, 286.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 8.730013
(378.98, 15.92, 286.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 8.702119
(378.98, 15.92, 286.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.162275
(378.98, 15.92, 286.13) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 9.418809
(378.98, 15.92, 286.13) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 9.859428
(378.98, 15.92, 286.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 9.911748
(378.98, 15.92, 286.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 9.804935
(378.98, 15.92, 286.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 9.781359
(378.98, 15.92, 286.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 10.16826
(378.98, 15.92, 286.13) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 10.33845
(378.98, 15.92, 286.13) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 10.72339
(378.98, 15.92, 286.13) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 13.78075
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.39956
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.620344
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.891679
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.187635
(378.98, 15.92, 286.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.320798
‹ (378.98, 15.92, 286.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.289794
(378.98, 15.92, 286.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.260461
(378.98, 15.92, 286.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.703438
(378.98, 15.92, 286.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 8.8327
(378.98, 15.92, 286.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 8.80267
(378.98, 15.92, 286.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 8.774549
(378.98, 15.92, 286.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.228741
(378.98, 15.92, 286.13) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 9.497217
(378.98, 15.92, 286.13) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 9.516994
(378.98, 15.92, 286.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 9.945334
(378.98, 15.92, 286.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 9.830141
(378.98, 15.92, 286.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 9.806495
(378.98, 15.92, 286.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 9.784865
(378.98, 15.92, 286.13) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 11.45231
(378.98, 15.92, 286.13) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 11.84572
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.06165
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.48915
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.611948
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.882545
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.177657
(378.98, 15.92, 286.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.383665
(378.98, 15.92, 286.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.352399
(378.98, 15.92, 286.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.32282
(378.98, 15.92, 286.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.759954
(378.98, 15.92, 286.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.771744
(378.98, 15.92, 286.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 8.878292
(378.98, 15.92, 286.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 8.849936
(378.98, 15.92, 286.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.297867
(378.98, 15.92, 286.13) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 9.578825
(378.98, 15.92, 286.13) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 9.554057
(378.98, 15.92, 286.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 9.981236
(378.98, 15.92, 286.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 9.857409
(378.98, 15.92, 286.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 9.833688
(378.98, 15.92, 286.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 9.811991
(378.98, 15.92, 286.13) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 11.45673
(378.98, 15.92, 286.13) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 11.84643
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.05419
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.41437
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.603588
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.873396
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.167666
(378.98, 15.92, 286.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.449082
(378.98, 15.92, 286.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.417546
(378.98, 15.92, 286.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.387708
(378.98, 15.92, 286.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.379995
(378.98, 15.92, 286.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.830882
(378.98, 15.92, 286.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 8.956983
(378.98, 15.92, 286.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 8.928381
(378.98, 15.92, 286.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.369737
(378.98, 15.92, 286.13) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 9.663743
(378.98, 15.92, 286.13) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 9.638762
ş(378.98, 15.92, 286.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 10.01949
(378.98, 15.92, 286.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 9.886769
(378.98, 15.92, 286.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 9.862968
(378.98, 15.92, 286.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 9.841193
(378.98, 15.92, 286.13) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 11.46341
(378.98, 15.92, 286.13) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 11.84939
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.04813
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.34379
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.59519
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.864286
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.157682
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.478827
(378.98, 15.92, 286.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.485326
(378.98, 15.92, 286.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.455221
(378.98, 15.92, 286.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.4268
(378.98, 15.92, 286.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.892338
(378.98, 15.92, 286.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.038856
(378.98, 15.92, 286.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.009999
(378.98, 15.92, 286.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 8.983071
(378.98, 15.92, 286.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.472346
(378.98, 15.92, 286.13) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 9.726896
(378.98, 15.92, 286.13) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 10.19476
(378.98, 15.92, 286.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 9.978844
(378.98, 15.92, 286.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 9.894362
(378.98, 15.92, 286.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 9.872509
(378.98, 15.92, 286.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 10.2852
(378.98, 15.92, 286.13) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 11.8546
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.04345
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.27612
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.586806
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.855107
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.147694
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.467867
(378.98, 15.92, 286.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.55584
(378.98, 15.92, 286.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.525459
(378.98, 15.92, 286.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.496775
(378.98, 15.92, 286.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.956187
(378.98, 15.92, 286.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.124032
(378.98, 15.92, 286.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.094911
(378.98, 15.92, 286.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.067735
(378.98, 15.92, 286.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.54532
(378.98, 15.92, 286.13) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 9.818584
(378.98, 15.92, 286.13) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 10.27991
(378.98, 15.92, 286.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 10.02134
(378.98, 15.92, 286.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 9.927908
(378.98, 15.92, 286.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 9.905969
(378.98, 15.92, 286.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 10.31217
(378.98, 15.92, 286.13) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 11.46078
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.04022
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.21027
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.578389
‚ (378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.845971
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.137712
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.456933
(378.98, 15.92, 286.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.629194
(378.98, 15.92, 286.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.598524
(378.98, 15.92, 286.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.569568
(378.98, 15.92, 286.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 8.022511
(378.98, 15.92, 286.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 8.037637
(378.98, 15.92, 286.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.183241
(378.98, 15.92, 286.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.155809
(378.98, 15.92, 286.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.62661
(378.98, 15.92, 286.13) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 9.913965
(378.98, 15.92, 286.13) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 9.921527
(378.98, 15.92, 286.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 10.06631
(378.98, 15.92, 286.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 9.963635
(378.98, 15.92, 286.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 9.941605
(378.98, 15.92, 286.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 10.34216
(378.98, 15.92, 286.13) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 11.47421
(378.98, 15.92, 286.13) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 12.76806
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.14621
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.570001
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.836844
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.127715
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.445983
(378.98, 15.92, 286.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.777688
(378.98, 15.92, 286.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.674531
(378.98, 15.92, 286.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.645291
(378.98, 15.92, 286.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.624673
(378.98, 15.92, 286.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 8.107021
(378.98, 15.92, 286.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.27513
(378.98, 15.92, 286.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.247431
(378.98, 15.92, 286.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.711069
(378.98, 15.92, 286.13) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 10.01319
(378.98, 15.92, 286.13) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 9.989345
(378.98, 15.92, 286.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 10.11378
(378.98, 15.92, 286.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 10.00159
(378.98, 15.92, 286.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 9.979457
(378.98, 15.92, 286.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 9.998718
(378.98, 15.92, 286.13) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 11.48993
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.90854
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.08498
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.561614
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.827705
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.117768
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.435056
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.783558
(378.98, 15.92, 286.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.753598
(378.98, 15.92, 286.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.724063
(378.98, 15.92, 286.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.696249
(378.98, 15.92, 286.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 8.17908
(378.98, 15.92, 286.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.370718
€ (378.98, 15.92, 286.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.342741
(378.98, 15.92, 286.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.323744
(378.98, 15.92, 286.13) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 10.11641
(378.98, 15.92, 286.13) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 10.09233
(378.98, 15.92, 286.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 10.16382
(378.98, 15.92, 286.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 10.0418
(378.98, 15.92, 286.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 10.01957
(378.98, 15.92, 286.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 9.999377
(378.98, 15.92, 286.13) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 11.50794
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.81074
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.02771
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.553222
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.818589
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.107803
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.424137
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.771544
(378.98, 15.92, 286.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.835854
(378.98, 15.92, 286.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.806014
(378.98, 15.92, 286.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.777909
(378.98, 15.92, 286.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 8.253911
(378.98, 15.92, 286.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.470162
(378.98, 15.92, 286.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.441897
(378.98, 15.92, 286.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.415629
(378.98, 15.92, 286.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.917994
(378.98, 15.92, 286.13) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 10.19946
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15634
(378.98, 15.92, 286.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 10.08432
(378.98, 15.92, 286.13) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 11.64844
(378.98, 15.92, 286.13) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 11.55118
(378.98, 15.92, 286.13) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 11.52827
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.71587
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.94285
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.544858
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.809479
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.097854
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.413244
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.759564
(378.98, 15.92, 286.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.921431
(378.98, 15.92, 286.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.89127
(378.98, 15.92, 286.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.862867
(378.98, 15.92, 286.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 8.331614
(378.98, 15.92, 286.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 8.350626
(378.98, 15.92, 286.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.545055
(378.98, 15.92, 286.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.51851
(378.98, 15.92, 286.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 10.01346
(378.98, 15.92, 286.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01884
(378.98, 15.92, 286.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 13.53729
(378.98, 15.92, 286.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 13.36693
(378.98, 15.92, 286.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 13.32378
(378.98, 15.92, 286.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 13.28349
