¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
÷(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63704
Ë(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.77013
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.518268
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.023038
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.593387
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.24283
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.10333
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.29733
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.92962
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.09929
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.00594
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.52821
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.034248
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.606121
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.25742
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.12249
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.32871
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.96783
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.14881
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.10953
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.537499
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.044726
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.618025
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.27105
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13962
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.35689
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.00248
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.84594
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.19405
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.535409
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.054464
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.629091
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.28373
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15471
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.38181
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.03351
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91319
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.25902
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.537529
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.055773
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.639312
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.29545
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.16773
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.40345
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33544
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98288
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.30414
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.545676
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.051841
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.646277
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.30618
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.17867
ï(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59111
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35904
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04408
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.32912
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.553166
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.060287
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.633395
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.31593
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18751
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59598
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37811
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.0966
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.33382
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.559997
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.067988
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.642077
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.2997
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11225
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59761
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39264
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14027
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.31828
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.566161
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.074944
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.649979
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.30496
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09226
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59489
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40262
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.39395
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.28253
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.571659
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.081144
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.657023
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.31303
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06941
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56586
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2018
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66153
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.21099
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.576484
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.086584
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.663207
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.32012
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.08125
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49928
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75153
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31079
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15708
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.580632
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.091266
©(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.668525
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.32621
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.08925
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35125
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32496
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80994
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78444
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.86958
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.584103
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.095181
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.672976
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33185
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09607
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20337
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15717
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31675
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.428
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28767
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.79661
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.586892
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.098329
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.676551
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33671
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.10171
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05576
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00049
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85119
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08678
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.909
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.8235
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.38517
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.588999
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.100707
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.679255
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34055
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.10616
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.96367
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84706
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6659
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75991
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54709
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68659
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.26328
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.98346
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.590425
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.102311
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.681079
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34336
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.10941
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.95607
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69669
‘(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49673
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40448
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42682
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.65414
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83915
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.23605
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.92852
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.591161
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.103144
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.682026
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34514
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11147
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.94739
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54939
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33122
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32571
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39853
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6213
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.77672
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.56485
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.26732
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.58024
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.591211
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.103202
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.68209
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34588
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11233
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.93763
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.88327
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24072
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29451
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3699
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56903
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.71496
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.97169
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.18014
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.46601
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.590577
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.102488
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.681279
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34558
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.10789
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.9268
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.86837
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22219
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26077
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33979
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5153
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.65387
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.89175
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.09471
ñ(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.3546
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.63821
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.58926
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.101001
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.679588
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34426
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09921
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.91492
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.8412
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.62583
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22681
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30071
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46217
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.59343
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.8068
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.011
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.24598
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.51654
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.98458
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.587256
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.098741
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.677019
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3419
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.08954
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.90198
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.80675
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.5869
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19258
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26139
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40959
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.53367
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.72347
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.92668
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.1401
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.39801
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.85325
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.584571
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.09571
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.673672
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3385
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.07887
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.888
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.77222
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.54789
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.44679
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2218
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35321
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.47455
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.64172
(343.58, 7.86, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.83448
