¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ÿ(415.27, 14.33, 246.98) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.871139
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.233625
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.548412
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.893469
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.273246
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.70206
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.06467
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.491668
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.969739
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50063
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10704
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.58214
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.96884
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 13.02861
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.29734
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.84325
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.76788
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.22927
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.48758
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.99708
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.93928
Ç(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.227012
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.541185
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.885496
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.264444
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.68346
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.097483
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.53399
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01657
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55279
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17535
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90709
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.94741
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 13.00316
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.26663
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.80547
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.7203
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.16751
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.40425
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.95856
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.93205
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.91045
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.89373
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.88188
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.87489
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.87275
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.87546
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.88302
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.933181
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.220364
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.533898
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.877485
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.255638
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.677465
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.136366
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.576896
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06409
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6057
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24461
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98599
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.27678
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.97764
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.23585
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.76762
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.67264
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.10571
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.32093
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.80199
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.77564
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.75417
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.73756
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.72578
Ì(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.71883
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.71671
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.7194
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.72691
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.927052
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.213668
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.52658
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.869477
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.247602
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.672928
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.146419
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.620377
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11227
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65941
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31489
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96885
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51435
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.95205
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.86015
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.83176
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.80618
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.78337
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.76331
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.74599
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.73139
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.71949
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.71028
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.70375
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.6999
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.69872
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.70021
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.70437
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.92087
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.206935
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.519219
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.8614
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.243464
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.668357
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.14131
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.664402
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16114
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71666
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38616
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8857
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42324
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 13.07794
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.77959
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.75136
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.72593
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.70325
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.68331
É(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.66609
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.65157
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.63974
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.63058
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.62409
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.62026
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.61908
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.62057
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.6247
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.914669
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.200213
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.511843
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.855937
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.239264
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.663653
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.13607
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.664961
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2107
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78044
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32047
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80454
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33437
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48798
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.70261
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.67455
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.64925
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.6267
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.60687
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.58974
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.5753
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.56354
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.55443
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.54798
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.54417
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.543
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.54447
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.54858
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.908449
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.193416
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.504556
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.852027
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.234961
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.658917
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.130756
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.659
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2542
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80969
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24781
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72536
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24771
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33519
À(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.01594
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.00094
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.9887
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.9792
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.97244
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.9684
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.96709
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.9685
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.97264
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.9795
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.98911
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.00145
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.90221
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.186601
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.500953
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.848083
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.230584
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.654049
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.125322
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.652881
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24732
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74434
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1769
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64806
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16317
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18403
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.54324
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.57748
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.43369
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 19.79649
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 22.90533
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.895942
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.181217
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.497305
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.844062
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.226121
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.649122
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.119809
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.646711
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24031
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71045
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10763
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57265
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08077
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03448
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0364
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.53934
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.38584
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 19.73472
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 22.82256
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.88964
Á(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.17782
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.49357
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.839934
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.221584
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.644093
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.11421
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.640388
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2332
(412.72, 14.16, 246.93) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 10.47048
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0754
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49935
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00039
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89363
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91488
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.73579
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.33801
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 19.67301
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 22.73994
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.885737
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.174357
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.489764
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.835773
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.216982
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.638987
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.108486
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.63398
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22594
(412.72, 14.16, 246.93) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 10.42529
(412.72, 14.16, 246.93) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 10.57193
