¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(399.31, 14.17, 244.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.734009
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.459726
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.659938
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.876562
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 5.740995
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 5.714429
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 5.689213
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 5.665316
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 5.642715
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 5.621386
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 5.83731
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 6.179029
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 6.490257
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 6.593678
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 6.701777
(399.26, 14.27, 244.35) (393.28, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 10.31437
(399.26, 14.27, 244.35) (393.28, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 10.12509
(399.26, 14.27, 244.35) (393.28, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 10.10826
(399.26, 14.27, 244.35) (393.28, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 10.88304
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62575
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.09182
(399.26, 14.27, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 11.32012
(399.26, 14.27, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 11.24083
(399.26, 14.27, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 11.23178
 (399.26, 14.27, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 11.22493
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.04549
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.04738
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.05299
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.06231
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.466511
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.66729
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.884508
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 5.727563
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 5.701063
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 5.675909
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 5.652072
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 5.629529
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 5.608253
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 5.844465
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 6.187071
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 6.573709
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 7.009067
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 7.132473
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 7.261739
(399.26, 14.27, 244.35) (393.28, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 10.0453
(399.26, 14.27, 244.35) (393.28, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 10.0213
(399.26, 14.27, 244.35) (393.28, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 10.64696
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9859
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.63736
(399.26, 14.27, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 11.14251
(399.26, 14.27, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 11.13137
(399.26, 14.27, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 11.12242
(399.26, 14.27, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 11.11568
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.5917
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.59346
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.59884
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.60786
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.473424
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.674718
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.892603
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.129079
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.386664
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 5.663774
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 5.639993
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 5.6175
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 5.596274
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 5.576291
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 5.557528
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 6.582978
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 7.023927
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 7.529764
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 7.772644
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 7.929268
(399.26, 14.27, 244.35) (393.28, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 10.35328
(399.26, 14.27, 244.35) (393.28, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 10.42276
ñ(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36388
(399.26, 14.27, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 11.16535
(399.26, 14.27, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 11.03717
(399.26, 14.27, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 11.02615
(399.26, 14.27, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 11.0173
(399.26, 14.27, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 11.50373
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.16248
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.16412
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.1693
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.17803
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.480382
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.682256
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.900746
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.137959
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.396334
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.678764
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 5.874185
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 5.834243
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 5.795959
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 5.759292
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 5.724194
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 5.739678
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 7.034696
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 7.542171
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 8.130265
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 8.545145
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 8.738
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90321
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60233
(399.26, 14.27, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 11.0525
(399.26, 14.27, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 10.93592
(399.26, 14.27, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 10.92502
(399.26, 14.27, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 10.91626
(399.26, 14.27, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 11.40532
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.75602
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.75755
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.76254
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.771
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.487455
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.689891
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.909022
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.146955
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.406146
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.689527
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.999614
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.332432
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 6.530817
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 6.486977
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 6.444971
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 6.404748
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 6.366256
â(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 6.57758
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 8.144973
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 8.837036
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 9.495003
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.989
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.43341
(399.26, 14.27, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 10.9441
(399.26, 14.27, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 10.83861
(399.26, 14.27, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 10.82781
(399.26, 14.27, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 10.81914
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.37262
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.37066
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.37208
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.37689
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.3851
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.49463
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.697628
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.917404
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.15608
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.41608
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.700402
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.012559
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.347115
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.716296
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.126219
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 7.375136
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 7.32552
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 7.277987
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 7.232458
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 7.188892
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 8.854696
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67737
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07605
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.06673
(399.26, 14.27, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 10.83998
(399.26, 14.27, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 10.74509
(399.26, 14.27, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 10.73439
(399.26, 14.27, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 10.72581
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.0069
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.00491
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.00624
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.01089
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.01886
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.50188
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.705471
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.925879
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.165298
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.426151
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.711431
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.024683
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.361976
Ü(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.732763
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.142647
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.538601
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.976916
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 8.496514
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 8.437992
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 8.381895
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 8.328147
(399.26, 14.27, 244.35) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 8.447351
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1643
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.71836
(399.26, 14.27, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 10.73997
(399.26, 14.27, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 10.65523
(399.26, 14.27, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 10.64463
(399.26, 14.27, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 10.63613
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.65944
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.65743
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.65868
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.66317
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.67092
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.50919
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.713377
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.934484
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.174629
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.436355
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.72261
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.036953
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.377096
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.749506
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.138257
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.533778
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.971539
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.4583
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.924597
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44133
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01716
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87656
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25376
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.38704
(399.26, 14.27, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 10.64392
(399.26, 14.27, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 10.56891
(399.26, 14.27, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 10.55841
(399.26, 14.27, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 10.54998
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.32902
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.327
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.32816
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.33251
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.34004
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.516621
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.721403
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.943192
ã(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.184103
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.446665
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.733911
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.049395
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.39241
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.766485
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.134269
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.529371
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.966656
(399.26, 14.27, 244.35) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 8.305234
(399.26, 14.27, 244.35) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 8.283099
(399.26, 14.27, 244.35) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 8.262689
(399.26, 14.27, 244.35) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 8.42753
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00918
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40347
(399.26, 14.27, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 10.62846
(399.26, 14.27, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 10.49848
(399.26, 14.27, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 10.486
(399.26, 14.27, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 10.47559
(399.26, 14.27, 244.35) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 10.46724
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.0145
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.01247
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.01356
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.01777
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.02511
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.524132
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.729533
(399.26, 14.27, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.951982
