¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ğ(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.595
(333.08, 7.48, 362.64) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.97756
(333.08, 7.48, 362.64) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 11.09043
(333.08, 7.48, 362.64) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 11.47816
(333.08, 7.48, 362.64) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 16.53282
(333.08, 7.48, 362.64) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 15.16695
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.1891
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.46336
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.75224
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.27255
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.88089
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.71175
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.877888
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.849108
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.821736
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.84741
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.885349
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.924947
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.966252
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.069518
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.226892
(333.08, 7.48, 362.64) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.601851
(333.08, 7.48, 362.64) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.61776
(333.08, 7.48, 362.64) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.703339
(333.08, 7.48, 362.64) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.792366
(333.08, 7.48, 362.64) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.00349
(333.08, 7.48, 362.64) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 11.07827
(333.08, 7.48, 362.64) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 11.18367
(333.08, 7.48, 362.64) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 11.55863
(333.08, 7.48, 362.64) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 15.94594
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.83632
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.097
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.36864
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.66694
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.16385
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.76585
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.58339
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.938217
Æ(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.909145
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.881498
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.894016
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.93277
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.97321
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.015386
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.10073
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.259864
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.42881
(333.08, 7.48, 362.64) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.724065
(333.08, 7.48, 362.64) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.812094
(333.08, 7.48, 362.64) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.903671
(333.08, 7.48, 362.64) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.080349
(333.08, 7.48, 362.64) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.409389
(333.08, 7.48, 362.64) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 11.29041
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46492
(333.08, 7.48, 362.64) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 15.40286
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.75096
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.01789
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.30578
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.60613
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.06003
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.65599
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.4606
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.000978
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.971602
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.943666
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.942276
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.981883
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.023204
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.066291
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.132868
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.293824
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.464751
(333.08, 7.48, 362.64) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.84178
(333.08, 7.48, 362.64) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.925049
(333.08, 7.48, 362.64) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.019314
(333.08, 7.48, 362.64) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.159541
(333.08, 7.48, 362.64) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.494647
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84107
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46086
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.42665
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.68995
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.96447
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.25073
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.56338
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.99642
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.55115
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.34327
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.066272
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.036581
Æ(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.008346
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.992245
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.032744
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.074986
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.119028
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.165949
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.328793
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.501771
(333.08, 7.48, 362.64) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.983578
(333.08, 7.48, 362.64) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.042404
(333.08, 7.48, 362.64) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.139501
(333.08, 7.48, 362.64) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.24114
(333.08, 7.48, 362.64) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.582554
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83886
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45842
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.37975
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.64172
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.91481
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.19958
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.52448
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.95587
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.45127
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.23125
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.134212
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.104193
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.075645
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.048537
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.085412
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.12862
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.173659
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.220587
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.364788
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.539894
(333.08, 7.48, 362.64) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.131808
(333.08, 7.48, 362.64) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.164371
(333.08, 7.48, 362.64) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.264457
(333.08, 7.48, 362.64) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.368598
(333.08, 7.48, 362.64) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.673202
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83818
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40144
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.33642
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.59716
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.86893
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.15234
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.48941
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.91922
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.37179
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.12443
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.204911
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.174551
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.145679
»(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.118263
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.139948
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.184167
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.23025
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.27826
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.401834
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.579141
(333.08, 7.48, 362.64) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.286849
(333.08, 7.48, 362.64) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.291171
(333.08, 7.48, 362.64) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.394411
(333.08, 7.48, 362.64) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.501842
(333.08, 7.48, 362.64) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.766681
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83898
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26709
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.21361
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.55618
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.82676
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.10891
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.45802
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.88654
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.33764
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.03461
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.278496
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.247781
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.218571
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.190835
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.196416
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.241693
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.288872
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.338016
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.43995
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.619537
(333.08, 7.48, 362.64) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.44912
(333.08, 7.48, 362.64) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.423045
(333.08, 7.48, 362.64) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.529619
(333.08, 7.48, 362.64) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.64053
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27493
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76683
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13722
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.08059
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.48371
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.78829
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.0693
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.43045
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.85777
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.30487
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.96
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.322895
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.324013
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.294452
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.266383
³(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.254886
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.301272
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.349598
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.399929
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.479163
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.661111
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.854949
(333.08, 7.48, 362.64) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.592281
(333.08, 7.48, 362.64) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.670345
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51702
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27843
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64806
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01176
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39826
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.3499
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.75346
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.03343
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.40655
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.82945
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.24557
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.89544
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.32158
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.403391
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.373465
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.345047
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.318109
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.362977
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.412505
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.464081
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.519492
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.703886
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.900398
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05611
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74835
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53565
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1963
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53316
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89049
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27004
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.22106
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.63371
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.0013
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.38239
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.77659
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.19061
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.85588
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.320311
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.486065
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.455758
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.42698
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.399699
©(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.426889
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.477677
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.530557
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.585604
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.747892
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.947175
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07093
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76508
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5548
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94934
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42207
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77329
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14615
