¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‚ (371.29, 8.85, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.011026
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.037727
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.302615
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.594287
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.91568
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.271494
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.667485
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.07166
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.519751
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.029525
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.614252
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.28209
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.10314
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.08285
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.25503
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31721
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.73643
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.67221
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.64401
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.66249
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.833684
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.983079
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.143037
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.314675
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.499275
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.698309
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.913489
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.146803
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.400582
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.586139
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.906277
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.261071
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.655866
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.067143
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.517128
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.031822
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.624526
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.34835
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.19225
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.1886
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.35816
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.7526
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88482
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.81457
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.13456
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.21122
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.828792
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.977854
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.137445
Ï (371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.308676
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.492824
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.691355
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.905972
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.13865
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.391713
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.667893
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.970439
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.251046
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.64469
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.063544
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.518085
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.055723
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.691899
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.41363
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.23596
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.20187
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.35234
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31826
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88656
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.81673
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.15089
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.21484
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.824093
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.972836
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.132074
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.302917
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.486631
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.684679
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.898754
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.130826
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.383201
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.6586
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.960251
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.292022
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.658571
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.061651
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.545616
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.086667
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.70288
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.41093
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.23281
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.19816
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.34788
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32153
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.87176
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.82175
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.17091
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.22318
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.819589
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.968026
Ê (371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.126928
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.297397
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.480696
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.678282
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.89184
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.12333
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.375047
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.649698
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.950496
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.281284
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.646695
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.065748
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.544363
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.085249
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.701261
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.40906
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.23063
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.19559
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.3448
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32672
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.87768
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.82958
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.19459
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.22439
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.815279
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.963423
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.122002
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.292114
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.475018
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.672163
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.885227
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.116159
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.367249
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.641185
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.941167
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.271018
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.635266
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.061041
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.543667
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.084459
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.70036
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.40802
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.22942
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.19416
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.34309
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33379
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.88575
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.70381
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.22197
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.21569
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.811161
É (371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.959026
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.117297
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.287069
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.469595
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.666319
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.878911
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.109313
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.359803
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.63306
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.932265
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.261222
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.628728
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.05689
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.543524
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.084298
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.700174
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.40781
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.22917
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.19386
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.34273
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34273
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.89597
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.71651
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.23264
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.21168
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.807237
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.954836
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.112815
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.282263
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.464428
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.660752
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.872895
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.102794
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.352714
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.625323
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.923789
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.251419
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.624065
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.053242
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.543938
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.084765
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.700708
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.40843
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.22989
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.19471
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.34375
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35353
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.90834
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.73189
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.23319
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.21245
Ã (371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.803506
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.950853
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.108554
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.277694
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.459519
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.655461
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.867177
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.096598
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.345976
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.617972
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.915736
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.245124
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.620923
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.050067
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.542081
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.085862
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.701962
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.40987
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.23158
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.1967
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.34614
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.43939
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.92288
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.74996
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.02132
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.21792
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.799968
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.947076
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.104513
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.273362
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.454864
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.650444
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.861759
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.090724
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.339591
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.611005
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.907507
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.240408
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.618324
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.047361
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.537956
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.087587
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.703932
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.41214
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.23423
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.19983
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.34988
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.45312
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.93959
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.77074
(371.39, 8.84, 336.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.04245
