¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
›(338.53, 7.61, 336.09) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 23.1142
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77708
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5208
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.520266
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.726462
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.949632
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.192074
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.456428
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.745732
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.063575
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.405085
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.782598
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.716338
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.135979
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.571247
Í(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0521
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58601
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10941
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7016
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38357
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9788
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58795
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25049
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58062
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87482
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3246
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27075
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98884
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.517588
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.723566
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.946568
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.18874
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.452786
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.741742
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.059231
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.403338
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.78066
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.709964
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.149243
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.585825
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06827
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60396
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1466
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74638
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43382
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06453
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67899
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35074
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73944
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04029
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84748
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72747
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.514972
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.720737
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.943577
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.185487
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.449236
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.737849
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.054946
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.401739
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.277593
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.703854
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.16307
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.60105
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0851
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62271
Ó(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18502
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79249
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48561
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15305
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77306
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45446
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90437
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39792
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39915
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.512422
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.717979
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.940666
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.182321
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.445778
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.734059
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.050775
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.400217
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.272348
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.698032
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.171819
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.616927
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10264
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64222
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22471
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83999
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53895
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24397
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87025
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56168
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0757
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93044
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95422
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.509936
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.715291
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.93775
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.179236
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.44241
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.730368
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.046714
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.395774
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.267307
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.692439
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.165619
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.63341
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12089
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66254
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26567
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88882
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59385
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33532
Õ(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97063
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67248
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48245
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48445
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.31312
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.507514
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.712672
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.93491
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.176235
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.439135
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.726779
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.042764
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.391408
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.262525
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.68716
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.160114
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.650506
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13984
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68362
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29131
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92813
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63602
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42057
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06341
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77395
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72295
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75016
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.38063
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.505158
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.710125
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.932147
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.17332
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.435952
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.723291
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.038925
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.387165
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.26407
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.689941
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.163964
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.668285
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15946
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70547
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31582
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96045
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67233
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47711
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15706
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87745
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96647
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02706
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.3071
Ì(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.502867
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.707648
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.92946
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.170461
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.432861
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.719904
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.035199
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.882482
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.267422
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.693643
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.168077
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.680874
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17985
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72817
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34124
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99394
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70998
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51976
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25377
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98446
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21987
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24812
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.21214
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.500641
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.705241
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.92685
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.167622
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.429863
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.71662
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.031585
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.885738
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.270983
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.697604
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.172513
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.686106
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20095
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75163
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36738
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0286
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74898
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56398
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35368
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09502
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48367
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45801
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.11761
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.498481
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.702906
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.924318
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.164867
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.42696
×(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.713439
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.028086
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.883803
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.274779
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.701797
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.177189
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.691774
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22274
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77594
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39408
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06199
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78935
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60974
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45684
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21152
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75842
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.67593
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.03524
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.496388
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.700643
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.921865
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.162198
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.424148
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.710359
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.024697
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.879653
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.278811
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.706282
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.18219
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.697906
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24528
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80102
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42171
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09301
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83111
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65712
(338.47, 7.54, 335.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56332
