¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
³(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.578646
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.895902
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69842
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66103
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81673
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24045
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03686
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.34999
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.50413
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.38464
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.43393
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.63189
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.845978
÷(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.078213
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.332832
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.61798
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.931405
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.277467
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.66149
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.089968
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.605129
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.203258
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.877705
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67434
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63238
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78454
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21161
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00072
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.18577
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.42199
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.28771
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.428041
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.625543
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.839105
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.070763
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.323916
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.608212
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.920656
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.265578
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.648243
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.07515
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.584799
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.179919
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.85963
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65039
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60389
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76129
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18279
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96419
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.12623
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.05969
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.1929
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.422267
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.619266
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.832332
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.063386
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.315154
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.59853
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.910018
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.253838
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.63518
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.060559
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.564574
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.156726
€(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.838951
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62655
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57554
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73811
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15412
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92778
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.05796
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.62092
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.46872
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.416578
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.61314
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.825696
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.056202
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.306984
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.589025
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.899524
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.24224
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.622291
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.046126
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.544446
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.133694
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.812279
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60283
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54733
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71067
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12549
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89152
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99931
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.54668
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.3725
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.411004
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.6071
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.819154
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.0491
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.299245
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.5796
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.889156
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.230743
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.609571
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.031901
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.524453
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.110776
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.785801
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57927
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5193
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67129
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09701
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85538
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95191
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.47402
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.27843
ƒ(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.405468
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.601142
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.812709
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.042132
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.291641
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.570306
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.878943
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.219455
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.597003
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.01787
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.504591
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.088037
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.762829
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55581
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49144
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63203
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06862
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81945
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89526
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.40297
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.18653
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.400076
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.595355
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.806432
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.035262
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.284181
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.56115
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.868847
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.208303
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.584584
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.004004
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.484872
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.065473
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.742929
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53249
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46374
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59289
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04036
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78364
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.83928
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.30957
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.09679
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.394771
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.589602
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.800238
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.02854
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.276863
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.552114
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.85887
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.1973
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.57239
ƒ(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.990363
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.465295
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.04801
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.723109
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50928
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43621
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55388
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00681
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73395
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78407
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.21381
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.00913
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.389547
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.583977
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.794109
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.021925
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.269666
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.54318
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.84909
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.186461
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.560323
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.976913
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.446993
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.03105
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.703447
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48627
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40886
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51506
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95836
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68249
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.72958
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.14596
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.9236
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.384439
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.578434
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.788174
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.015451
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.262613
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.534395
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.8394
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.175742
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.548476
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.963663
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.428879
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.014122
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.683903
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46335
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38172
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47943
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91012
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63142
ÿ(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.67575
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.08503
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.84007
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.379416
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.573042
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.782323
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.009106
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.255702
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.525701
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.829852
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.165221
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.536751
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.95057
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.414186
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.997322
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.664427
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4406
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35473
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44695
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86209
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58083
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6227
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.00884
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.75865
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.37451
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.567743
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.776589
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.002887
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.248927
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.517321
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.820458
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.154844
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.525235
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.9377
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.399705
(333.23, 7.62, 357.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.974396
