¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ì(397.03, 13.82, 246.95) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 7.580027
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.501806
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.766191
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.054391
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.36279
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.6824
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.811102
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.072998
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.397758
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.798109
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.288271
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.820381
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40172
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0723
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.83588
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.71055
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.72502
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.91801
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.35557
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.15699
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.54646
ó(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.620868
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.812994
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.019981
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.243519
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.485556
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.748505
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.035121
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.340652
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.663782
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.018288
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.408908
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.841324
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.146621
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.381601
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.774197
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34747
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.01074
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.76318
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.62506
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.62011
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.78911
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.19773
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.95199
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.26811
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.70875
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.609073
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.800355
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.006315
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.228769
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.469571
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.73112
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.01615
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.318912
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.640012
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.992206
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.380123
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.809451
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.275662
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.753875
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.14341
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38383
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.95073
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.69239
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.54189
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.51901
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.66403
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.04486
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.75383
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.00896
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.32285
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.597485
‚(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.787882
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.992873
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.21423
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.453838
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.71405
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.997524
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.297613
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.616724
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.966649
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.351957
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.778253
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.239734
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.714057
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24183
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83977
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.07802
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.62346
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.46098
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.42234
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.54263
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.8968
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.56225
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.76517
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.94654
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.586063
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.775623
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.97968
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.199965
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.438391
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.697247
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.979214
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.276743
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.593933
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.94162
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.324388
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.747694
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.204723
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.675286
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19862
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78494
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4655
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.78639
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.38228
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.32843
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.42481
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.75338
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.37701
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.53009
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.5753
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.574812
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.76353
‘(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.966665
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.185951
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.423189
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.680739
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.961201
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.256348
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.571595
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.917137
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.297394
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.717816
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.170604
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.637483
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15655
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73691
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40516
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15671
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.51787
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.23721
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.31047
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.61447
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.19787
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.30334
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.2474
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.563797
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.751656
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.953911
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.172132
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.408248
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.664537
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.943549
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.23635
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.549746
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.893165
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.270988
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.688599
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.137345
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.600653
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1156
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69106
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34636
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08984
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9403
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.27246
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.19951
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.47991
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.02461
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.0846
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.93244
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.552941
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.740005
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.941385
–(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.158594
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.3936
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.648584
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.926203
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.216767
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.528355
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.8697
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.245182
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.660008
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.104967
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.564841
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07574
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64642
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28916
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02482
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86572
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79249
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.09185
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.34958
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.85702
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.87353
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.62978
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.542255
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.728571
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.929025
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.145274
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.379187
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.632937
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.90917
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.197569
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.50742
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.846786
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.219925
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.632094
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.07346
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.529962
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03695
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60307
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23349
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96157
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79322
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71015
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.48739
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.22333
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.6949
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.66983
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.33677
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.531773
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.717322
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.916934
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.13222
¥(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.365039
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.617623
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.892433
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.178855
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.486975
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.824351
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.195241
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.604823
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.042761
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.496052
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.999236
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56091
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17931
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90005
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72279
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6303
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69921
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.27664
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.53805
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.4705
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.05111
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.521483
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.706259
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.905033
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.119379
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.351143
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.602554
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.876056
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.160535
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.466971
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.802463
