¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
— (436.85, 13.84, 291.11) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.041859
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.44027
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.43427
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.43108
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.43071
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.43864
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.334126
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.573007
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.831997
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.113691
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.414703
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.734074
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.074486
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.405303
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.780253
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.205069
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.675111
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22113
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90915
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69894
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65145
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9489
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.47204
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.44617
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.4232
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.4031
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.38587
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.37146
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.35989
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.35113
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.34518
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.34202
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.34167
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.34956
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.333957
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.572846
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.831783
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.113467
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.420883
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.745471
Ó(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.079466
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.418597
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.80677
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.234333
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.707518
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27255
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96791
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76671
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98067
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.41458
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.38597
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.36026
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.33744
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.31747
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.30035
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.28604
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.27455
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.26585
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.25994
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.25682
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.25647
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.26433
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.333842
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.57271
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.831684
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.113336
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.420746
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.757023
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.087219
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.443193
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.833756
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.264119
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.740561
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3247
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02755
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84665
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32739
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.33213
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.30369
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.27814
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.25546
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.23562
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.2186
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.20439
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.19297
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.18433
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.17847
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.17537
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.17504
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.18286
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.333838
¿(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.572664
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.831635
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.113313
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.420657
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.757398
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.110058
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.46822
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.861259
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.29446
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.774194
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37757
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08803
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9296
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69286
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.25338
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.22511
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.19971
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.17716
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.15744
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.14052
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.1264
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.11505
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.10647
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.10065
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.09758
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.09726
(437.00, 13.83, 290.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.10504
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.34959
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.60344
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.884313
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.196475
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.539804
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.919178
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.340458
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.667569
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.755779
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.847555
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.943048
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.04238
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.14577
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.253373
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.36541
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.482049
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.603487
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.73005
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.861913
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.999349
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14272
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2923
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46197
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68024
¶(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90996
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15201
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40729
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6769
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.347993
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.601736
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.885226
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.197457
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.540907
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.92037
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.341792
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.654662
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.74114
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.83113
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.924722
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.022126
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.123407
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.228877
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.338634
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.452902
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.571877
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.695827
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.824984
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.959531
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09986
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24623
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.457
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66959
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89311
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1285
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37649
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63813
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.346457
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.600963
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.886069
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.198401
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.541952
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.921519
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.343076
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.653154
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.739578
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.829515
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.923082
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.020434
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.121722
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.227138
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.336869
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.451084
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.570006
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.693901
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.822942
º(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.957494
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09774
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35881
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56537
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78247
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01087
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25139
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50497
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77257
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.344867
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.601727
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.886901
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.199306
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.542939
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.922654
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.342511
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.652921
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.739371
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.829302
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.922867
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.020214
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.121503
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.226885
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.336616
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.450829
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.569752
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.693616
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.82266
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.957185
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21637
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46699
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67796
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89984
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13333
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37932
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63876
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91261
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.343306
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.602425
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.887665
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.200174
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.543898
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.923686
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.336088
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.654024
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.740487
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.830463
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.924045
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.02141
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.122716
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.22812
»(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.337903
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.452138
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.571085
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.695006
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.824139
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05794
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37405
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57932
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79503
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02188
(437.20, 13.84, 289.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2607
