¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Õ(434.43, 14.19, 307.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.44244
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.49822
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.099308
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.339755
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.60128
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.886678
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.199357
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.543323
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.91924
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.328333
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.783822
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.29389
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.868929
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.176173
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.150037
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.125823
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.103506
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.535288
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.55123
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.81207
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 13.41809
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.1818
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.16633
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.15423
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.14548
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.14008
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.13803
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.13932
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.14395
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.15193
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.102086
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.342764
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.604555
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.890272
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.203295
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.547651
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.926049
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.335903
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.792264
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.303382
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.87964
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.26909
é(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.24267
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.218195
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.195636
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.546318
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.56477
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.82906
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 13.44005
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.85204
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.83681
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.82488
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.81625
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.8109
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.80883
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.81004
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.81453
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.82229
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.104883
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.345791
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.607854
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.893906
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.207259
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.552043
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.932944
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.343553
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.800768
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.312995
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.873985
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.365757
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.339045
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.314295
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.291482
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.557432
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.57841
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.84619
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.55612
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.53786
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.52286
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.51111
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.50258
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.49728
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.4952
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.49633
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.50068
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.50825
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.107695
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.348842
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.611192
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.897525
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.211262
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.556437
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.937933
å(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.351292
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.809444
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.322686
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.84618
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.466331
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.439312
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.414278
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.391202
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.568626
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.59215
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.86345
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.25627
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.23829
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.22351
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.21192
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.2035
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.19825
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.19615
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.19722
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.20144
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.20882
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.110529
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.351902
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.614523
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.90118
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.215272
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.560846
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.942825
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.359123
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.818174
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.332506
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.819057
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.570982
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.543645
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.518312
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.49496
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.579899
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.60599
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.88084
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.97013
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.95243
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.93786
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.92643
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.91811
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.9129
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.9108
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.9118
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.9159
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.92311
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.113351
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.354994
ã(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.617896
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.904843
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.219296
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.565309
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.947764
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.367016
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.827014
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.339373
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.792512
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.679884
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.652214
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.626572
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.602933
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.591247
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.61992
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.89836
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.6969
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.67946
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.6651
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.65382
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.6456
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.64044
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.63833
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.63927
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.64326
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.6503
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.11622
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.358094
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.621251
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.908545
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.223375
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.569753
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.952713
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.375015
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.83592
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.315844
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.766578
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.793229
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.765213
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.739247
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.71531
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.693374
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.63396
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.91601
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.43582
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.41862
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.40446
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.39333
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.38521
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.38009
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.37798
ß(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.37886
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.38274
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.38963
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.119079
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.361214
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.624653
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.912247
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.227454
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.57426
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.957717
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.383066
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.844942
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.292897
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.741257
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23725
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.882842
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.856541
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.832292
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.810067
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.64808
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.93378
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.18619
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.16923
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.15526
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.14427
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.13624
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.13118
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.12906
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.12988
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.13367
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.1404
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.121952
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.364354
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.628041
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.915971
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.231533
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.578772
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.962718
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.389338
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.854046
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.270455
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.716534
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20986
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75815
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.62976
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.57963
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.53203
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.6623
(434.30, 14.13, 305.33) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.95167
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.94737
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.93064
É(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.91686
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.906
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.89806
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.89304
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.89092
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.8917
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.89539
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.90198
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.124838
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.367495
(434.30, 14.13, 305.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.631505
