¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ó (410.13, 7.03, 362.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.90972
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08228
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84413
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64478
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56286
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6028
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7905
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10958
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.62634
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.23991
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.07088
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.18944
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.924207
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.143357
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.380672
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.638365
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.919173
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.22628
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.563428
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.935211
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.341318
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.790397
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.292507
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.84495
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43829
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11004
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87007
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66857
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59027
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63882
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83273
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16861
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.68102
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.29486
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.1429
…(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.26264
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.932044
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.151883
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.389863
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.648413
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.930127
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.238268
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.576634
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.948586
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.353783
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.804262
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.308072
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.867102
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46323
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13836
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89531
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70077
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61871
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67617
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87642
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22978
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73232
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.35266
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.21859
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.3605
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.94002
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.160465
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.399214
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.658551
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.94121
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.250412
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.589968
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.960049
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.366446
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.818407
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.323899
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.889688
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48873
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16675
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9213
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73718
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65499
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71476
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9217
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29313
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.77805
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.41346
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.29801
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.46307
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.948076
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.169178
…(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.408654
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.668816
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.952412
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.262664
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.60349
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.971662
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.37933
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.832771
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.340031
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.911126
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51473
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19001
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9479
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77462
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6981
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75475
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96857
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35863
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.82615
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.47717
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.37678
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.56974
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.956232
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.177996
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.418224
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.679197
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.963753
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.275109
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.617137
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.986477
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.392432
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.847389
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.356407
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.929646
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54127
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21392
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97518
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81304
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74241
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79602
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01702
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42236
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.87661
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.54395
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.43794
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.66058
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.964483
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.186913
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.427878
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.689713
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.97523
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.287682
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.630997
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.00349
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.410894
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.863816
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.373073
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.948455
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5672
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23842
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00317
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8525
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78723
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83863
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06705
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46733
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.9295
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.6036
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.50263
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.73007
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.454988
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.697677
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.437637
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.700317
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.986829
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.300395
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.645001
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.020741
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.430022
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.885141
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.394135
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.967603
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58934
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2635
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03187
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89301
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82516
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88265
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11872
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51441
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.98482
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.66071
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.57086
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.80101
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.465164
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.655787
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.861375
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.711108
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.998583
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.313276
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.659193
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.038276
»(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.44942
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.906748
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.418397
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.994457
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61198
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28918
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06126
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93454
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8642
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.928
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17198
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55882
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.04264
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.73043
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.64267
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.8726
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.475496
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.66691
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.873379
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.096694
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.401711
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.326298
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.673508
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.055973
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.469076
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.9287
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.44301
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02046
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63515
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31547
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09135
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97714
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90444
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97472
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22108
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59719
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.10293
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.81627
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.73365
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.94212
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.485983
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.6782
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.885565
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.109884
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.353269
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.618456
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.088748
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.072941
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.489045
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.950904
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.467947
Ú(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03861
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65884
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34237
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12212
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01393
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94587
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02286
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25519
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63742
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.16578
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.90555
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.84022
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.496623
(409.07, 7.05, 362.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.689657
