¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(418.49, 14.76, 248.42) (395.65, 8.16, 250.76) (0.81, 2.16, 0.81) Human 9.651917
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.107774
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.091856
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.077203
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.063799
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.051631
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.040688
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.030957
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.02243
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.015098
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.008954
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.003992
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.000207
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 7.16759
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.05655
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.38923
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.41924
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.967007
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.190394
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.213603
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.193694
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.175112
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.157838
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.141855
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.127145
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.113696
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.101491
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.090521
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.080773
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.072238
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.064909
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.058776
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.053834
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.05008
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 7.061407
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99537
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.31112
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.31614
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.965158
‹ (419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.188375
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.265948
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.245942
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.227273
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.209922
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.193871
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.179105
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.165608
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.153368
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.14237
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.132605
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.124064
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.116737
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.110616
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.105698
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.101976
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.957441
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93527
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.23449
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.21511
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.963331
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.186427
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.320391
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.300284
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.281525
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.264094
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.247976
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.233151
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.219607
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.207329
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.196305
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.186523
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.177976
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.170652
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.164547
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.159654
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.155968
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.855651
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.87626
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.15935
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.11613
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.961596
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.184558
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.377005
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.356794
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.337943
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.320432
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.304243
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.28936
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.275768
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.263452
€ (419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.252401
(419.49, 14.79, 248.83) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 6.242604
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.303539
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.2818
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.26143
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.242401
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.2247
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.756003
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.81836
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.08562
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.01916
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.959939
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.182723
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.428203
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.429108
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.403331
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.385718
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.369441
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.354483
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.340827
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.328461
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.317372
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.30755
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.298984
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.291667
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.28559
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.280748
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.277138
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.658454
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76152
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.01336
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.92418
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.958326
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.182243
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.428167
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.483456
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.464394
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.446697
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.430346
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.415327
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.401622
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.389218
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.378104
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.368267
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.3597
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.352391
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.346334
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.341526
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.337958
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.562966
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70578
ú(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.94252
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.83121
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.956781
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.182272
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.428194
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.547042
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.527881
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.510098
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.493675
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.478594
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.464839
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.452399
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.441258
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.431408
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.422839
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.415542
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.40951
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.404736
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.401216
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.4695
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6511
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.87309
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.74013
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.955662
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.18232
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.428275
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.613154
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.593893
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.576023
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.559523
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.544379
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.530574
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.518097
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.506933
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.497071
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.488502
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.481219
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.475212
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.470475
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.467008
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.464803
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59751
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.80508
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.65103
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.91455
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.955768
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.182454
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.428375
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.681891
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.662527
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.644566
‚ (419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.627991
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.612785
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.598931
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.586416
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.57523
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.565357
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.556791
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.549523
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.543545
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.538852
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.535437
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.533299
(419.49, 14.79, 248.83) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 8.364009
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.73846
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.56383
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.80251
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.95592
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.18261
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.428579
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.696256
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.733895
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.715844
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.699191
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.683921
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.670019
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.657468
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.646257
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.636377
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.627815
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.620566
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.61462
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.609971
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.606616
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.604553
(419.49, 14.79, 248.83) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 8.221237
(419.49, 14.79, 248.83) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 15.49356
(419.49, 14.79, 248.83) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 15.44759
(419.49, 14.79, 248.83) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 15.40488
(419.49, 14.79, 248.83) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 15.36539
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.56602
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.54165
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.52172
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.5062
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.49509
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.950531
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.177621
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.424007
(419.49, 14.79, 248.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.692226
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.80811
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.789968
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.773237
Œ (419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.757903
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.74395
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.731364
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.720133
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.710246
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.701692
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.694463
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.688553
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.683954
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.680664
(419.49, 14.79, 248.83) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 6.678678
(419.49, 14.79, 248.83) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 8.082395
(419.49, 14.79, 248.83) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.5968
