¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ñ (381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.657663
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48405
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61107
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70382
(380.92, 10.46, 321.86) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 24.99369
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.190821
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.416139
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.663062
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.934785
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.235174
Â (380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.568943
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.941896
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.343478
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.720463
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.917541
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.58386
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40494
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38228
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56497
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62289
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81855
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90358
(380.92, 10.46, 321.86) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 24.81469
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.212236
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.439576
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.688811
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.9632
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.266683
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.604069
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.981291
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.398419
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.781426
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.98974
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.682162
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52122
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52911
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73582
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83329
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0329
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.233751
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.46313
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.714701
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.991784
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.298396
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.639444
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.020989
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.450601
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.84351
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.062945
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.782058
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63963
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68575
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91066
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0799
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25447
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.25536
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.486796
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.740727
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.020532
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.330307
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.675061
Ì (380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.060987
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.495826
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.906727
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.140748
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.883644
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76027
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8452
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08965
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33537
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48352
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.27706
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.510572
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.766884
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.049439
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.362413
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.710918
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.10128
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.541418
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.9711
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.228724
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.986913
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88316
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99971
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27657
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60006
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92789
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.298847
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.534453
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.793169
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.0785
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.394708
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.747005
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.141858
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.587369
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.036646
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.318021
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09187
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00827
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15767
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48944
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87354
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.320714
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.558433
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.819574
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.107711
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.427185
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.783319
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.182719
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.633676
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.103383
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.410004
Ä (380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19856
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14127
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3192
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70149
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09301
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.34266
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.582508
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.846097
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.137064
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.459839
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.819853
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.223858
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.68033
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.171333
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.506278
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30699
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28325
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48437
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91967
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42106
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.364679
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.606673
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.87273
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.166556
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.492664
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.856601
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.265264
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.727326
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.240513
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.604101
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41717
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42801
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65326
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14412
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93067
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.386767
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.630924
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.899468
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.196178
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.525654
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.893557
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.306931
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.774656
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.308084
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.703516
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5291
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57558
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82594
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37514
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47358
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.408917
Å (380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.655252
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.926306
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.225926
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.558802
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.930711
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.348852
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.822309
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.362717
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.804461
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64653
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72608
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02138
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61297
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.431124
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.679654
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.953238
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.255793
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.5921
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.968057
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.39102
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.870281
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.435146
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.907022
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76911
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87946
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24085
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85779
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.453385
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.704127
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.980258
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.285773
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.625544
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.00559
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.433427
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.918563
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.515991
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01119
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91507
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03582
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4663
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16142
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.475694
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.72866
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.00736
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.315858
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.659123
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.043299
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.476062
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.973145
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.597849
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11699
 (380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06163
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19519
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69783
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48051
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.498044
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.75325
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.034536
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.346042
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.692832
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.081175
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.518919
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.044106
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.680713
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22438
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2077
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37138
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93573
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84546
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.520432
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.777891
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.06178
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.376315
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.726661
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.119212
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.561986
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.115823
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.764584
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33345
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35673
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55377
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18012
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31696
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.54285
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.802577
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.089087
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.406673
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.760603
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.1574
(380.92, 10.46, 321.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.620429
