¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
“(331.87, 6.80, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.742162
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.743089
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40496
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52218
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7925
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.74188
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.192357
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.368061
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.557199
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.751921
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.921677
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.102987
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.297031
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.505108
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.750551
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.152776
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.607554
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.125841
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71725
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81605
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49837
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.70504
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.278222
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.460368
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.656633
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.852329
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.028628
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.217136
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.419101
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.647563
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.036869
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.476184
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.975636
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95028
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04666
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10234
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6399
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.47716
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.367087
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.555999
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.759856
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.956667
ƒ(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.139926
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.336056
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.547092
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.924049
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.348577
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.830186
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.381118
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29882
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34309
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40168
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78233
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.89778
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.459117
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.655177
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.86702
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.065168
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.255751
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.460011
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.813998
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.224435
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.689075
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.219294
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6029
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60764
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71491
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92566
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.33005
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.554453
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.758075
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.978403
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.178012
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.37643
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.706501
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.103472
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.551893
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.062465
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.648849
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46855
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90325
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88363
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04297
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06986
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.84693
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.653245
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.864847
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.094126
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.295486
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.601394
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.985405
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.41836
…(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.910231
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.473692
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.432634
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80478
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10714
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09594
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26369
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12581
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.65578
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.755687
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.975756
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.214524
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.49841
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.870015
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.274224
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.698858
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.177857
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.722194
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.55616
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91487
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19552
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19975
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35752
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14668
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.48993
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.844791
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.057858
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.302094
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.615353
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.962336
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.349223
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.78327
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.273516
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.827878
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.640074
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02478
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2851
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30497
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44628
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16582
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.33456
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.94257
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.869421
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.084475
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.356512
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.676646
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.03056
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.425625
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.869323
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.371175
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.925625
ÿ(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.723566
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13449
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37575
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41168
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5362
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18321
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.16483
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.79049
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.894386
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.111546
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.41172
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.738942
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.099944
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.503372
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.95707
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.47091
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.02534
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.806527
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20678
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46594
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51983
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62737
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19732
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.98163
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.63902
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.919635
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.162124
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.467666
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.802196
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.170502
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.582553
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.046518
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.567928
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.127149
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.888999
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24152
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50909
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6145
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71974
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1973
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.74971
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.4882
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.945119
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.213331
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.524426
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.866442
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.242263
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.66317
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.13773
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.659096
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.23101
Œ(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.970781
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27539
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55115
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69427
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81331
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16662
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.76062
(332.06, 6.66, 325.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.33801
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.513084
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.674523
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.848921
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.037857
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.243176
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.415801
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.61344
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.910301
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.241598
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.505322
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.815124
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.271548
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.632621
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.037859
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.531135
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.943426
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.383928
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.881839
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32543
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.81805
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.60891
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.54526
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.69619
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.18952
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.75432
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.16033
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.517571
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.679362
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.854152
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.043529
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.249347
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.418687
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.628663
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.927241
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.260561
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.516762
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.848214
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.30934
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.658299
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.08197
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.571321
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.985332
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.430161
ó(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.931779
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36906
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.87158
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.68081
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.63593
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.81665
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.341
(332.34, 6.58, 324.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.071
