¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
† (392.22, 13.97, 249.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.289144
(391.69, 13.77, 249.78) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 12.39769
(391.69, 13.77, 249.78) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 12.39395
(391.69, 13.77, 249.78) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 12.39262
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.961185
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.108088
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.265013
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.432973
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.613091
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.806795
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.015524
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.241068
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.485519
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.746847
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.020751
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.319337
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.645974
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.004744
Ñ(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.403437
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.840103
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.289638
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.773443
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3124
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92514
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69828
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59183
(391.69, 13.77, 249.78) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 12.4411
(391.69, 13.77, 249.78) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 12.43005
(391.69, 13.77, 249.78) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 12.42144
(391.69, 13.77, 249.78) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 12.41526
(391.69, 13.77, 249.78) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 12.41151
(391.69, 13.77, 249.78) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 12.41017
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.962814
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.109782
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.266821
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.434882
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.615176
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.809015
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.017916
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.243657
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.488327
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.751961
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.026294
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.325372
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.652577
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.012045
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.408635
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.848231
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.290543
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.774317
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31342
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91765
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68945
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58162
(391.69, 13.77, 249.78) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 12.46122
(391.69, 13.77, 249.78) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 12.45014
(391.69, 13.77, 249.78) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 12.44151
(391.69, 13.77, 249.78) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 12.43531
(391.69, 13.77, 249.78) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 12.43154
(391.69, 13.77, 249.78) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 12.4302
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.964594
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.111708
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.268857
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.437091
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.617545
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.81152
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.020623
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.246579
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.491491
Æ(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.757552
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.03237
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.331962
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.659815
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.019983
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.417397
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.857179
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.292315
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.776304
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31559
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92016
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68213
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57309
(391.69, 13.77, 249.78) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 12.48384
(391.69, 13.77, 249.78) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 12.47274
(391.69, 13.77, 249.78) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 12.46408
(391.69, 13.77, 249.78) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 12.45786
(391.69, 13.77, 249.78) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 12.45407
(391.69, 13.77, 249.78) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 12.45272
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.966616
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.113867
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.271183
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.439548
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.620174
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.814402
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.023697
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.249915
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.49508
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.761678
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.038931
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.339135
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.667661
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.028591
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.426922
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.863701
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.295272
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.779363
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31906
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92399
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67627
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56629
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57382
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75633
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6446
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.34651
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.18476
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.65698
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.968853
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.116261
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.273698
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.442267
º(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.62309
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.817494
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.027063
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.253574
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.499055
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.765965
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.046019
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.346857
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.676069
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.03786
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.436075
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.871037
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.310514
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.783539
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3237
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92923
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67187
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56119
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57753
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69346
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41745
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.05602
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.89486
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.32712
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.971296
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.11889
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.276495
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.445276
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.626319
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.820953
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.030786
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.257586
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.503405
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.770706
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.053599
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.355118
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.68515
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.047848
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.443428
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.879174
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.326847
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.800078
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32955
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93579
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66893
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55779
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58326
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69156
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14673
(391.69, 13.77, 249.78) (391.25, 9.05, 278.19) (1.16, 1.75, 0.90) Tools 16.88264
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.52781
Â(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.01176
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.974009
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.121705
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.279548
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.448525
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.629786
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.824716
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.03483
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.261924
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.508146
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.775894
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.061675
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.363951
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.694831
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.057323
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.451541
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.888164
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.344269
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.819311
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34742
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94377
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66747
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55607
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59106
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70068
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90762
(391.69, 13.77, 249.78) (391.25, 9.05, 278.19) (1.16, 1.75, 0.90) Tools 16.63381
(391.69, 13.77, 249.78) (391.25, 9.05, 278.19) (1.16, 1.75, 0.90) Tools 16.89845
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.72401
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.976879
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.124809
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.282833
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.452041
(391.69, 13.77, 249.78) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 5.296062
(391.69, 13.77, 249.78) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 5.265586
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.039185
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.26666
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.513282
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.781438
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.070302
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.37336
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.705114
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.065332
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.460407
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.897966
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.362707
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.839765
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37016
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96325
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66744
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55606
Ê(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59408
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71219
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78672
(391.69, 13.77, 249.78) (391.25, 9.05, 278.19) (1.16, 1.75, 0.90) Tools 16.71804
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.90073
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.44977
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.979993
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.128139
(391.69, 13.77, 249.78) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 5.235081
(391.69, 13.77, 249.78) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 5.20276
(391.69, 13.77, 249.78) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 5.171838
(391.69, 13.77, 249.78) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 5.183561
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.043914
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.27174
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.518785
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.787445
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.079464
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.383336
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.714899
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.074036
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.46999
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.908604
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.382284
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.861415
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39422
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99017
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55988
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55775
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59604
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72615
(391.69, 13.77, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69369
