¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(377.90, 7.35, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.490067
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.37455
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.45236
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.19436
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.374773
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.843417
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.369562
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.964373
¨(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64199
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42091
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28093
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.41614
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.39777
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.38187
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59281
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.40226
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.38381
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.36782
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.35428
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.34317
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.33448
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.32821
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.32434
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.32288
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.32382
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.32717
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.33292
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.31002
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.35225
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.36526
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.38072
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.39864
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.356577
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.82304
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.346586
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.938279
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6121
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38634
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24181
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.38165
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.36326
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.34734
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.40966
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.42782
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.44847
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.47161
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.0762
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.02094
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.06857
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.06974
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.07405
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.0815
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.09209
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.10584
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.12276
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.14287
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.16618
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.80105
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.802156
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.323041
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.911529
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5815
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35096
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2024
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04467
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91415
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07581
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.06706
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.05259
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.165
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.20028
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.14559
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.0147
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.783186
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.780776
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.298962
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.884152
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5502
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31484
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16261
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00272
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88122
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.037
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57051
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37767
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.76923
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.12557
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.20058
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.22069
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.24402
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.764915
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.758911
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.274328
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.85621
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51821
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27787
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12258
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95675
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84809
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99737
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.15815
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.14345
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.1889
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.16781
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.14992
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.13521
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.12366
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.11528
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.11004
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.1274
ı(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.19949
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.27542
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.15037
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.91689
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.746241
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.736573
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.249155
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.827686
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48557
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24022
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08223
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91054
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81475
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95693
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48743
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.6401
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.93449
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.87441
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.727176
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.713776
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.223478
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.798581
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44945
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20186
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04164
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.864
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78114
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91575
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43115
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.77411
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.01643
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.83617
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.707733
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.690547
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.197323
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.768909
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40903
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15669
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00498
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8172
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74733
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8738
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37269
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83531
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.1005
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.99252
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.80212
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.687918
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.108789
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.170687
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.738698
†(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3681
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10948
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96759
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.787
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70672
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83114
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3121
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83656
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.18673
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.95664
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.77223
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.667745
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.08624
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.143588
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.708022
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33069
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06173
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.912
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7639
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68007
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78777
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24602
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83102
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.27508
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.79208
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.76888
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.74977
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.73473
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.72376
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.71684
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.71395
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.7151
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.72029
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.72953
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.74282
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.76019
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.78163
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.74647
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.83685
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.647223
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.063304
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.116016
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.676807
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29623
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01348
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85581
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74035
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65291
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74377
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14476
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.74381
‚(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.36568
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.9268
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.12631
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.33387
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.54979
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.77441
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.0081
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.25125
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.50426
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.6798
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.65636
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.63738
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.65262
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.67599
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.70384
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.7362
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.626359
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.039996
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.088017
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.645134
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26132
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96473
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79912
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71634
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62525
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69909
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05782
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.46084
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.42521
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.47317
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.672
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.67875
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.68994
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.70556
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.0698
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.605168
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.016332
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.059585
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.612957
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22597
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91555
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74196
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6919
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59711
(378.55, 7.26, 346.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65376
