¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
 (422.95, 14.77, 252.91) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.963476
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.533997
(422.22, 14.71, 252.99) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.36123
(422.22, 14.71, 252.99) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.73644
(422.22, 14.71, 252.99) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.1557
(422.22, 14.71, 252.99) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.91361
(422.22, 14.71, 252.99) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.8974
(422.22, 14.71, 252.99) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.88393
(422.22, 14.71, 252.99) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.87319
(422.22, 14.71, 252.99) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.86517
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.932029
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.903913
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.877204
› (422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.851871
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.827886
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.805225
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.783863
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.763776
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.744945
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.727348
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.71097
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.695792
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.6818
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.668978
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.657315
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.646799
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.637418
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.8607
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.553225
(422.22, 14.71, 252.99) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.56779
(422.22, 14.71, 252.99) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.58439
(422.22, 14.71, 252.99) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.2994
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.979267
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.945953
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.914156
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.883837
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.854963
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.827501
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.801423
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.776696
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.753298
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.731201
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.710382
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.690818
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.672491
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.655379
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.639467
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.624738
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.611178
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.876313
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.572782
(422.22, 14.71, 252.99) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.46842
(422.22, 14.71, 252.99) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.44625
(422.22, 14.71, 252.99) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.0545
(422.22, 14.71, 252.99) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.65418
(422.22, 14.71, 252.99) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.61874
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.04473
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.011011
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.978825
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.948135
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.918907
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.891108
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.864706
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.839674
š (422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.815983
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.79361
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.772527
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.752716
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.734154
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.716823
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.700703
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.68578
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.672038
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.89218
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.592668
(422.22, 14.71, 252.99) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.68539
(422.22, 14.71, 252.99) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.66268
(422.22, 14.71, 252.99) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.60175
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.112864
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.078722
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.046133
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.015057
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.985458
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.957306
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.930569
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.905216
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.881222
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.858558
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.837202
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.817131
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.798325
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.780763
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.764427
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.7493
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.73537
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.908301
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.612885
(422.22, 14.71, 252.99) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.91263
(422.22, 14.71, 252.99) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.88934
(422.22, 14.71, 252.99) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 22.33435
(422.22, 14.71, 252.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.209023
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.149207
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.116194
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.084714
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.054731
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.026211
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.999122
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.973436
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.949123
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.926158
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.904516
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.884175
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.865112
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.84731
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.830748
– (422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.815411
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.801281
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.924676
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.633436
(422.22, 14.71, 252.99) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.15077
(422.22, 14.71, 252.99) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.12688
(422.22, 14.71, 252.99) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 22.0933
(422.22, 14.71, 252.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.214293
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.222589
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.189137
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.157235
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.12685
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.097946
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.07049
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.044455
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.019811
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.99653
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.974589
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.953965
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.934637
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.916582
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.899784
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.884224
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.869889
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.941305
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.654319
(422.22, 14.71, 252.99) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 22.0224
(422.22, 14.71, 252.99) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 21.88036
(422.22, 14.71, 252.99) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 22.37068
(422.22, 14.71, 252.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.219567
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.299005
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.265092
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.232751
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.201945
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.17264
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.144803
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.118403
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.093412
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.069803
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.04755
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.026631
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.007022
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.988705
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.97166
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.955869
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.941317
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.95819
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.675538
(422.22, 14.71, 252.99) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 8.025763
(422.22, 14.71, 252.99) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 20.30515
(422.22, 14.71, 252.99) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 22.15261
• (422.22, 14.71, 252.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.224828
(422.22, 14.71, 252.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.470541
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.344204
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.311404
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.280159
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.250435
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.222198
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.195418
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.170065
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.146112
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.123533
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.102304
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.082405
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.063812
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.046508
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.030476
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.015698
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.002159
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.697091
(422.22, 14.71, 252.99) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 8.055278
(422.22, 14.71, 252.99) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 20.30565
(422.22, 14.71, 252.99) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 24.85285
(422.22, 14.71, 252.99) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 23.3773
(422.22, 14.71, 252.99) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 24.90623
(422.22, 14.71, 252.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.228801
(422.22, 14.71, 252.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.477711
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.426627
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.393347
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.361643
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.331481
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.302828
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.275649
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.249917
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.225605
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.202684
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.181134
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.160929
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.142049
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.124475
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.108188
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.093174
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.079414
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.718982
(422.22, 14.71, 252.99) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 8.085283
(422.22, 14.71, 252.99) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 20.31011
(422.22, 14.71, 252.99) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 23.43721
(422.22, 14.71, 252.99) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 24.99946
(422.22, 14.71, 252.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.231642
(422.22, 14.71, 252.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.484944
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.512522
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.47874
‘ (422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.446559
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.415939
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.386848
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.359253
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.333127
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.308437
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.285161
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.263272
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.242748
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.223568
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.20571
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.18916
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.173896
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.159905
(422.22, 14.71, 252.99) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 7.811438
(422.22, 14.71, 252.99) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 8.115779
(422.22, 14.71, 252.99) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 20.31853
(422.22, 14.71, 252.99) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 22.72095
(422.22, 14.71, 252.99) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 22.6177
(422.22, 14.71, 252.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.23372
(422.22, 14.71, 252.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.492184
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.602071
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.567766
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.535082
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.503984
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.474436
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.446406
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.419866
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.394784
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.371134
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.348892
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.328032
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.308538
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.290385
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.273555
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.258031
(422.22, 14.71, 252.99) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 6.2438
(422.22, 14.71, 252.99) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 7.756758
(422.22, 14.71, 252.99) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 8.146765
(422.22, 14.71, 252.99) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 20.33094
