¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
à (382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.997151
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.084215
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.52965
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.03653
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.63989
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09681
ğ (382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03045
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20671
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71122
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23384
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.931193
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.05961
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.197546
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.346061
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.506382
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.679931
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.868371
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.073654
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.303141
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.550631
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.823542
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.125935
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.45581
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.756104
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.125326
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.576205
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.089688
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.693065
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18675
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11068
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28777
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83729
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25846
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.94575
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.075213
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.214309
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.364116
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.525881
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.701052
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.891321
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.098677
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.331178
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.581454
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.857585
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.163725
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.48939
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.795198
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.167383
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.623871
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.144158
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.41631
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26871
(382.10, 10.79, 321.90) (357.22, 3.52, 325.83) (0.81, 2.16, 0.81) Human 9.768472
(382.10, 10.79, 321.90) (357.22, 3.52, 325.83) (0.81, 2.16, 0.81) Human 9.683446
(382.10, 10.79, 321.90) (357.22, 3.52, 325.83) (0.81, 2.16, 0.81) Human 9.681121
(382.10, 10.79, 321.90) (357.22, 3.52, 325.83) (0.81, 2.16, 0.81) Human 9.68976
(382.10, 10.79, 321.90) (357.22, 3.52, 325.83) (0.81, 2.16, 0.81) Human 9.705029
€!(382.10, 10.79, 321.90) (357.22, 3.52, 325.83) (0.81, 2.16, 0.81) Human 9.730065
(382.10, 10.79, 321.90) (357.22, 3.52, 325.83) (0.81, 2.16, 0.81) Human 9.775905
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.960536
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.091065
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.231346
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.382471
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.545711
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.722538
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.914679
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.124155
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.359736
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.612868
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.8923
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.202286
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.523875
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.835246
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.210406
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.672669
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.199972
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.490804
(382.10, 10.79, 321.90) (357.22, 3.52, 325.83) (0.81, 2.16, 0.81) Human 9.768085
(382.10, 10.79, 321.90) (357.22, 3.52, 325.83) (0.81, 2.16, 0.81) Human 9.613624
(382.10, 10.79, 321.90) (357.22, 3.52, 325.83) (0.81, 2.16, 0.81) Human 9.565321
(382.10, 10.79, 321.90) (357.22, 3.52, 325.83) (0.81, 2.16, 0.81) Human 9.555488
(382.10, 10.79, 321.90) (357.22, 3.52, 325.83) (0.81, 2.16, 0.81) Human 9.549047
(382.10, 10.79, 321.90) (357.22, 3.52, 325.83) (0.81, 2.16, 0.81) Human 9.5454
(382.10, 10.79, 321.90) (357.22, 3.52, 325.83) (0.81, 2.16, 0.81) Human 9.544633
(382.10, 10.79, 321.90) (357.22, 3.52, 325.83) (0.81, 2.16, 0.81) Human 9.546803
(382.10, 10.79, 321.90) (357.22, 3.52, 325.83) (0.81, 2.16, 0.81) Human 9.552091
(382.10, 10.79, 321.90) (357.22, 3.52, 325.83) (0.81, 2.16, 0.81) Human 9.560707
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.975549
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.107165
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.248654
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.401126
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.565872
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.744392
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.938443
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.155947
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.388821
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.644878
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.927697
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.241632
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.559274
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.876262
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.254413
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.722621
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.257159
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.56723
(382.10, 10.79, 321.90) (357.22, 3.52, 325.83) (0.81, 2.16, 0.81) Human 9.682407
(382.10, 10.79, 321.90) (357.22, 3.52, 325.83) (0.81, 2.16, 0.81) Human 9.564885
(382.10, 10.79, 321.90) (357.22, 3.52, 325.83) (0.81, 2.16, 0.81) Human 9.522779
€!(382.10, 10.79, 321.90) (357.22, 3.52, 325.83) (0.81, 2.16, 0.81) Human 9.507807
(382.10, 10.79, 321.90) (357.22, 3.52, 325.83) (0.81, 2.16, 0.81) Human 9.495328
(382.10, 10.79, 321.90) (357.22, 3.52, 325.83) (0.81, 2.16, 0.81) Human 9.485271
(382.10, 10.79, 321.90) (357.22, 3.52, 325.83) (0.81, 2.16, 0.81) Human 9.477749
(382.10, 10.79, 321.90) (357.22, 3.52, 325.83) (0.81, 2.16, 0.81) Human 9.472689
(382.10, 10.79, 321.90) (357.22, 3.52, 325.83) (0.81, 2.16, 0.81) Human 9.470114
(382.10, 10.79, 321.90) (357.22, 3.52, 325.83) (0.81, 2.16, 0.81) Human 9.470061
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.990792
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.123519
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.266239
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.420084
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.586369
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.766619
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.962625
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.182961
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.418441
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.677496
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.963787
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.281772
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.59561
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.918265
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.29942
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.773752
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.31575
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.645562
(382.10, 10.79, 321.90) (357.22, 3.52, 325.83) (0.81, 2.16, 0.81) Human 9.692933
(382.10, 10.79, 321.90) (357.22, 3.52, 325.83) (0.81, 2.16, 0.81) Human 9.571587
(382.10, 10.79, 321.90) (357.22, 3.52, 325.83) (0.81, 2.16, 0.81) Human 9.528518
(382.10, 10.79, 321.90) (357.22, 3.52, 325.83) (0.81, 2.16, 0.81) Human 9.508444
(382.10, 10.79, 321.90) (357.22, 3.52, 325.83) (0.81, 2.16, 0.81) Human 9.490911
(382.10, 10.79, 321.90) (357.22, 3.52, 325.83) (0.81, 2.16, 0.81) Human 9.475894
(382.10, 10.79, 321.90) (357.22, 3.52, 325.83) (0.81, 2.16, 0.81) Human 9.46333
(382.10, 10.79, 321.90) (357.22, 3.52, 325.83) (0.81, 2.16, 0.81) Human 9.453212
(382.10, 10.79, 321.90) (357.22, 3.52, 325.83) (0.81, 2.16, 0.81) Human 9.445503
(382.10, 10.79, 321.90) (357.22, 3.52, 325.83) (0.81, 2.16, 0.81) Human 9.440245
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.006265
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.140122
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.284099
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.439347
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.607202
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.789219
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.989296
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.210454
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.448601
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.710725
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.000576
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.322722
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.632897
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.961273
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.347241
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.826081
ê (382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.375772
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.725979
(382.10, 10.79, 321.90) (357.22, 3.52, 325.83) (0.81, 2.16, 0.81) Human 9.831502
(382.10, 10.79, 321.90) (357.22, 3.52, 325.83) (0.81, 2.16, 0.81) Human 9.638094
(382.10, 10.79, 321.90) (357.22, 3.52, 325.83) (0.81, 2.16, 0.81) Human 9.585319
(382.10, 10.79, 321.90) (357.22, 3.52, 325.83) (0.81, 2.16, 0.81) Human 9.558475
(382.10, 10.79, 321.90) (357.22, 3.52, 325.83) (0.81, 2.16, 0.81) Human 9.53456
(382.10, 10.79, 321.90) (357.22, 3.52, 325.83) (0.81, 2.16, 0.81) Human 9.51351
(382.10, 10.79, 321.90) (357.22, 3.52, 325.83) (0.81, 2.16, 0.81) Human 9.495225
(382.10, 10.79, 321.90) (357.22, 3.52, 325.83) (0.81, 2.16, 0.81) Human 9.479594
(382.10, 10.79, 321.90) (357.22, 3.52, 325.83) (0.81, 2.16, 0.81) Human 9.466577
(382.10, 10.79, 321.90) (357.22, 3.52, 325.83) (0.81, 2.16, 0.81) Human 9.456132
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.02197
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.156981
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.30224
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.458918
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.628376
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.812197
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.018775
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.23843
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.479308
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.744579
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.03808
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.364495
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.671155
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.005308
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.396423
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.879637
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.437259
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.808462
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70144
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75425
(382.10, 10.79, 321.90) (357.22, 3.52, 325.83) (0.81, 2.16, 0.81) Human 9.74203
(382.10, 10.79, 321.90) (357.22, 3.52, 325.83) (0.81, 2.16, 0.81) Human 9.694819
(382.10, 10.79, 321.90) (357.22, 3.52, 325.83) (0.81, 2.16, 0.81) Human 9.654967
(382.10, 10.79, 321.90) (357.22, 3.52, 325.83) (0.81, 2.16, 0.81) Human 9.620709
(382.10, 10.79, 321.90) (357.22, 3.52, 325.83) (0.81, 2.16, 0.81) Human 9.591129
(382.10, 10.79, 321.90) (357.22, 3.52, 325.83) (0.81, 2.16, 0.81) Human 9.565628
(382.10, 10.79, 321.90) (357.22, 3.52, 325.83) (0.81, 2.16, 0.81) Human 9.543802
(382.10, 10.79, 321.90) (357.22, 3.52, 325.83) (0.81, 2.16, 0.81) Human 9.525325
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.037907
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.174093
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.32066
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.478797
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.649892
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.835557
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.044801
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.266895
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.510567
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.779062
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.076306
÷ (382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.407103
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.7104
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.050388
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.44681
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.934443
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.500246
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.905079
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81493
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87497
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24152
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6211
(382.10, 10.79, 321.90) (357.22, 3.52, 325.83) (0.81, 2.16, 0.81) Human 9.729089
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.054078
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.191463
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.339361
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.498988
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.671753
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.863228
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.071267
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.295855
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.542389
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.814186
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.115268
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.450563
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.750657
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.096535
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.498429
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.990529
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.245489
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.999562
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93163
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99921
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36559
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8073
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.070482
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.209088
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.358346
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.519492
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.693962
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.890532
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.098175
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.325315
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.574778
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.849957
(382.10, 10.79, 321.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.154975
