¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
— (412.69, 12.50, 330.96) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 9.650428
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.736916
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29956
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89125
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52245
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23377
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83059
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35533
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94262
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53279
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82631
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15271
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49691
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86028
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2443
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76621
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42329
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.13768
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.37062
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.186406
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.696435
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25408
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84967
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47567
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18088
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81269
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35389
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97218
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5769
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8671
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17706
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52243
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88707
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2725
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78078
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43909
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15478
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.19813
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.143677
ñ(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.650302
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20834
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80796
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42884
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12788
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81547
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38133
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00238
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62308
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91536
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22255
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55012
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91615
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30307
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79739
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45705
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.17432
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.00771
(413.68, 12.63, 330.70) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.714141
(413.68, 12.63, 330.70) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.710971
(413.68, 12.63, 330.70) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.709305
(413.68, 12.63, 330.70) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.709143
(413.68, 12.63, 330.70) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.710483
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.149222
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.110239
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.105189
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.101725
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.12108
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.15767
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.20364
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.292031
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.399417
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.58343
(413.68, 12.63, 330.70) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 10.82354
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47718
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.1839
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.82045
(413.68, 12.63, 330.70) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.71626
(413.68, 12.63, 330.70) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.713098
(413.68, 12.63, 330.70) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.711442
(413.68, 12.63, 330.70) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.711289
(413.68, 12.63, 330.70) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.71264
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.146091
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.104044
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.098979
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.095499
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.11167
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.148148
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.189859
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.277915
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.377295
 (413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.560276
(413.68, 12.63, 330.70) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 10.77281
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48579
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15085
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.63622
(413.68, 12.63, 330.70) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.719728
(413.68, 12.63, 330.70) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.71658
(413.68, 12.63, 330.70) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.714938
(413.68, 12.63, 330.70) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.714801
(413.68, 12.63, 330.70) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.716167
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.144597
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.100399
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.094273
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.090779
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.103677
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.140058
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.178367
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.265182
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.356486
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.538474
(413.68, 12.63, 330.70) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 10.72386
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45751
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.12036
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.98863
(413.68, 12.63, 330.70) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.724545
(413.68, 12.63, 330.70) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.721418
(413.68, 12.63, 330.70) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.719798
(413.68, 12.63, 330.70) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.719683
(413.68, 12.63, 330.70) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.721074
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.144738
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.100538
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.091063
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.087563
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.097093
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.133392
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.17162
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.253819
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.344843
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.518008
(413.68, 12.63, 330.70) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 10.68045
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43155
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.09239
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80904
(413.68, 12.63, 330.70) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.730719
(413.68, 12.63, 330.70) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.727616
(413.68, 12.63, 330.70) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.726024
(413.68, 12.63, 330.70) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.725936
(413.68, 12.63, 330.70) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.727357
(413.68, 12.63, 330.70) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.798869
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.102303
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.089353
 (413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.085846
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.091909
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.128147
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.166311
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.243821
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.334598
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.498864
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.831775
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03125
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.06688
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.78145
(413.68, 12.63, 330.70) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.738251
(413.68, 12.63, 330.70) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.735183
(413.68, 12.63, 330.70) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.733622
(413.68, 12.63, 330.70) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.733569
(413.68, 12.63, 330.70) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.735024
(413.68, 12.63, 330.70) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.746351
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.105691
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.089133
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.085627
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.088127
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.124319
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.162435
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.235178
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.325742
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.481028
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.78291
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87168
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.709
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.75656
(413.68, 12.63, 330.70) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.747152
(413.68, 12.63, 330.70) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.74412
(413.68, 12.63, 330.70) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.742599
(413.68, 12.63, 330.70) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.742586
(413.68, 12.63, 330.70) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.744085
(413.68, 12.63, 330.70) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.747094
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.110707
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.09041
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.086906
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.085739
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.121902
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.159989
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.227884
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.318268
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.464487
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.735304
(413.68, 12.63, 330.70) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 11.02512
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19059
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4465
(413.68, 12.63, 330.70) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 21.38092
(413.68, 12.63, 330.70) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 21.32296
¤ (413.68, 12.63, 330.70) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 21.26945
(413.68, 12.63, 330.70) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 21.22033
(413.68, 12.63, 330.70) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 21.17556
(413.68, 12.63, 330.70) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 21.13509
(413.68, 12.63, 330.70) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 21.09888
(413.68, 12.63, 330.70) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.757427
(413.68, 12.63, 330.70) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.754437
(413.68, 12.63, 330.70) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.752962
(413.68, 12.63, 330.70) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.752997
(413.68, 12.63, 330.70) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.754544
(413.68, 12.63, 330.70) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.757604
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.117359
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.093182
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.089684
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.087769
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.120896
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.158971
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.221932
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.312169
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.449229
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.688928
(413.68, 12.63, 330.70) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 10.8788
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04994
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.88553
(413.68, 12.63, 330.70) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.78537
(413.68, 12.63, 330.70) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.72202
(413.68, 12.63, 330.70) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.66307
(413.68, 12.63, 330.70) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.60846
(413.68, 12.63, 330.70) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.55814
(413.68, 12.63, 330.70) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.51204
(413.68, 12.63, 330.70) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.47014
(413.68, 12.63, 330.70) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.43239
(413.68, 12.63, 330.70) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.39874
(413.68, 12.63, 330.70) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.769085
(413.68, 12.63, 330.70) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.766144
(413.68, 12.63, 330.70) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.76472
(413.68, 12.63, 330.70) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.764809
(413.68, 12.63, 330.70) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.766412
(413.68, 12.63, 330.70) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.76953
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.125649
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.09745
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.093966
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.09206
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.1213
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.159378
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.217319
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.307442
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.435246
(413.68, 12.63, 330.70) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 8.643762
(413.68, 12.63, 330.70) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 10.83707
(413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98376
§ (413.68, 12.63, 330.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3593
(413.68, 12.63, 330.70) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.11143
(413.68, 12.63, 330.70) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.05141
(413.68, 12.63, 330.70) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.99564
(413.68, 12.63, 330.70) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.94406
(413.68, 12.63, 330.70) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.89661
(413.68, 12.63, 330.70) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.85325
(413.68, 12.63, 330.70) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.81394
(413.68, 12.63, 330.70) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.77862
(413.68, 12.63, 330.70) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.74727
(413.68, 12.63, 330.70) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.782136
(413.68, 12.63, 330.70) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.779251
