¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ô(444.36, 14.31, 266.83) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 18.62282
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16625
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00474
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78076
(444.97, 14.37, 265.21) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 14.38066
(444.97, 14.37, 265.21) (437.41, 8.60, 235.79) (2.32, 1.85, 2.92) Tools 13.93107
(444.97, 14.37, 265.21) (437.41, 8.60, 235.79) (2.32, 1.85, 2.92) Tools 13.9099
(444.97, 14.37, 265.21) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 14.31519
(444.97, 14.37, 265.21) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 14.29907
(444.97, 14.37, 265.21) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 14.78228
(444.97, 14.37, 265.21) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 15.62314
(444.97, 14.37, 265.21) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 16.57294
(444.97, 14.37, 265.21) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 16.86965
(444.97, 14.37, 265.21) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 16.8378
(444.97, 14.37, 265.21) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 16.45985
(444.97, 14.37, 265.21) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 15.65023
(444.97, 14.37, 265.21) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 14.89509
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.89238
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.273435
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.691269
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.083
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.469915
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.893309
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32422
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81325
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51392
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23353
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12881
(444.97, 14.37, 265.21) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 14.45856
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88781
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.11197
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.32393
(444.97, 14.37, 265.21) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 14.34917
(444.97, 14.37, 265.21) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 14.33585
(444.97, 14.37, 265.21) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 15.00288
(444.97, 14.37, 265.21) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 15.73486
(444.97, 14.37, 265.21) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 15.97138
(444.97, 14.37, 265.21) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 15.92865
(444.97, 14.37, 265.21) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 15.59086
(444.97, 14.37, 265.21) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 14.94106
(444.97, 14.37, 265.21) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 14.9476
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.8908
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.275625
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.693696
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.086874
Ø(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.474152
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.897941
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34225
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83645
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54031
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30188
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25407
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79944
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89866
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.89564
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.37644
(444.97, 14.37, 265.21) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 14.3891
(444.97, 14.37, 265.21) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 14.43117
(444.97, 14.37, 265.21) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 14.99964
(444.97, 14.37, 265.21) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 15.16662
(444.97, 14.37, 265.21) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 15.11553
(444.97, 14.37, 265.21) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 14.99313
(444.97, 14.37, 265.21) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 14.9968
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.888888
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.277509
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.695808
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.090854
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.478512
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.902705
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36067
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8595
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56656
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37131
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38053
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80889
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91104
(444.97, 14.37, 265.21) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 17.0469
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.57448
(444.97, 14.37, 265.21) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 16.88807
(444.97, 14.37, 265.21) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 14.43505
(444.97, 14.37, 265.21) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 15.05858
(444.97, 14.37, 265.21) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 15.05351
(444.97, 14.37, 265.21) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 15.05137
(444.97, 14.37, 265.21) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 15.48107
(444.97, 14.37, 265.21) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 15.82212
(444.97, 14.37, 265.21) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 17.16544
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.886699
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.276817
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.697593
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.094968
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.482987
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.90761
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37418
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88239
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59263
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40462
é(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50812
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85658
(444.97, 14.37, 265.21) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 15.96414
(444.97, 14.37, 265.21) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 16.4736
(444.97, 14.37, 265.21) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 16.77819
(444.97, 14.37, 265.21) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 16.85509
(444.97, 14.37, 265.21) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 16.63388
(444.97, 14.37, 265.21) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 15.67182
(444.97, 14.37, 265.21) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 14.49477
(444.97, 14.37, 265.21) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 15.54921
(444.97, 14.37, 265.21) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 16.10126
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.88419
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.274049
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.699074
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.099178
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.487616
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.912687
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37976
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90516
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61854
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44896
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46263
(444.97, 14.37, 265.21) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 14.88693
(444.97, 14.37, 265.21) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 15.47581
(444.97, 14.37, 265.21) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 15.87198
(444.97, 14.37, 265.21) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 16.08374
(444.97, 14.37, 265.21) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 16.0856
(444.97, 14.37, 265.21) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 15.80741
(444.97, 14.37, 265.21) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 14.94465
(444.97, 14.37, 265.21) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 14.55783
(444.97, 14.37, 265.21) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 17.80422
(444.97, 14.37, 265.21) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 15.62412
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.881364
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.27092
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.700251
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.103543
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.49236
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.917895
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3855
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93222
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67954
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53914
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39798
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7509
(444.97, 14.37, 265.21) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 15.0181
(444.97, 14.37, 265.21) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 15.31494
(444.97, 14.37, 265.21) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 15.44714
(444.97, 14.37, 265.21) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 15.38637
(444.97, 14.37, 265.21) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 15.06265
(444.97, 14.37, 265.21) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 14.63478
(444.97, 14.37, 265.21) (434.03, 8.60, 234.31) (2.32, 1.85, 2.92) Tools 17.05768
ë(444.97, 14.37, 265.21) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 17.9601
(444.97, 14.37, 265.21) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 18.24378
(444.97, 14.37, 265.21) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 18.23867
(444.97, 14.37, 265.21) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 17.93535
(444.97, 14.37, 265.21) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 17.16287
(444.97, 14.37, 265.21) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 15.69577
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.878265
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.267484
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.69895
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.108006
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.497244
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.925986
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40824
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00088
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75822
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63017
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33304
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63525
(444.97, 14.37, 265.21) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 14.8008
(444.97, 14.37, 265.21) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 14.79329
(444.97, 14.37, 265.21) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 14.86159
(444.97, 14.37, 265.21) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 14.74834
(444.97, 14.37, 265.21) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 14.71809
(444.97, 14.37, 265.21) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 15.78538
(444.97, 14.37, 265.21) (434.03, 8.60, 234.31) (2.32, 1.85, 2.92) Tools 16.45849
(444.97, 14.37, 265.21) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 17.27684
(444.97, 14.37, 265.21) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 17.52279
(444.97, 14.37, 265.21) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 17.51112
(444.97, 14.37, 265.21) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 17.23301
(444.97, 14.37, 265.21) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 16.5697
(444.97, 14.37, 265.21) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 15.77115
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.874841
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.263694
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.694744
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.11515
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.516696
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.957286
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4428
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05139
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83754
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72203
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3563
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55653
(444.97, 14.37, 265.21) (434.03, 8.60, 234.31) (2.32, 1.85, 2.92) Tools 15.33413
(444.97, 14.37, 265.21) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 14.84931
(444.97, 14.37, 265.21) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 14.82712
(444.97, 14.37, 265.21) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 14.80788
(444.97, 14.37, 265.21) (434.03, 8.60, 234.31) (2.32, 1.85, 2.92) Tools 15.19734
(444.97, 14.37, 265.21) (434.03, 8.60, 234.31) (2.32, 1.85, 2.92) Tools 15.36775
(444.97, 14.37, 265.21) (434.03, 8.60, 234.31) (2.32, 1.85, 2.92) Tools 15.93305
(444.97, 14.37, 265.21) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 16.6464
ë(444.97, 14.37, 265.21) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 16.85966
(444.97, 14.37, 265.21) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 16.84263
(444.97, 14.37, 265.21) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 16.58692
(444.97, 14.37, 265.21) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 16.01963
(444.97, 14.37, 265.21) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 15.85037
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.87111
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.259575
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.690166
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.141397
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.545433
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.98888
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47769
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09676
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91748
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80995
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43216
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47765
(444.97, 14.37, 265.21) (434.03, 8.60, 234.31) (2.32, 1.85, 2.92) Tools 15.36194
(444.97, 14.37, 265.21) (434.03, 8.60, 234.31) (2.32, 1.85, 2.92) Tools 18.00861
(444.97, 14.37, 265.21) (434.03, 8.60, 234.31) (2.32, 1.85, 2.92) Tools 15.26279
(444.97, 14.37, 265.21) (434.03, 8.60, 234.31) (2.32, 1.85, 2.92) Tools 15.46249
(444.97, 14.37, 265.21) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 16.06301
(444.97, 14.37, 265.21) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 16.24785
(444.97, 14.37, 265.21) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 16.22643
(444.97, 14.37, 265.21) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 15.9907
(444.97, 14.37, 265.21) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 15.92612
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.867108
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.255139
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.685223
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.150794
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.574424
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02075
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5129
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14165
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99804
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8801
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50955
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39859
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57312
(444.97, 14.37, 265.21) (434.03, 8.60, 234.31) (2.32, 1.85, 2.92) Tools 17.5624
(444.97, 14.37, 265.21) (434.03, 8.60, 234.31) (2.32, 1.85, 2.92) Tools 17.97612
(444.97, 14.37, 265.21) (434.03, 8.60, 234.31) (2.32, 1.85, 2.92) Tools 18.16296
(444.97, 14.37, 265.21) (434.03, 8.60, 234.31) (2.32, 1.85, 2.92) Tools 18.11916
(444.97, 14.37, 265.21) (434.03, 8.60, 234.31) (2.32, 1.85, 2.92) Tools 17.78333
(444.97, 14.37, 265.21) (434.03, 8.60, 234.31) (2.32, 1.85, 2.92) Tools 15.33506
(444.97, 14.37, 265.21) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 16.01441
(444.97, 14.37, 265.21) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 16.00941
(444.97, 14.37, 265.21) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 16.00754
(444.97, 14.37, 265.21) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 16.00879
(444.97, 14.37, 265.21) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 16.80464
(444.97, 14.37, 265.21) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 17.84964
å(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.862776
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.250366
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.679912
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.146906
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.60365
(444.97, 14.37, 265.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05289
