¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¹(431.26, 10.27, 363.16) (406.74, 2.18, 365.97) (8.55, 3.22, 4.37) Truck 5.238613
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.25932
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.84081
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.75758
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.72168
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.003791
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.165079
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.338188
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.524417
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.729038
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.9443
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.176876
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.429698
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.705505
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.001549
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.319711
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.669731
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.553005
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.096078
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.65334
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25655
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92228
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63459
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38684
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24581
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17245
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21659
õ(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37239
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53284
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.20253
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.85133
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.72877
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.69016
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.998693
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.15962
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.332329
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.518113
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.721375
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.93699
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.168952
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.42108
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.696055
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.992488
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.309778
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.658796
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.531096
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.071215
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.635944
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23548
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89832
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6293
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38083
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23895
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17397
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21828
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36956
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51339
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.15533
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.86615
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.90027
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.86102
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.993765
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.154346
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.32667
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.512025
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.713933
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.929942
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.161314
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.412774
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.686993
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.983833
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.30029
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.11031
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.509647
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.046928
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.619158
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21524
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87398
ş(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62519
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37615
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23359
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17728
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22216
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36921
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.49698
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.19694
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.88526
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.0789
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.03899
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.989014
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.149257
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.32121
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.506153
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.706712
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.923157
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.153962
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.404781
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.678271
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.975582
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.291246
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.089335
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.488648
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.023143
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.603103
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19585
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83701
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6222
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37276
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22975
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18242
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22805
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37133
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48356
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.24185
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.90867
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.26491
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.22429
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.984434
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.144355
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.315949
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.500495
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.69971
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.916636
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.146894
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.397097
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.669888
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.967733
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.718397
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.068995
Œ(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.468115
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.999908
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.587675
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17727
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80123
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59775
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37072
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22735
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18932
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23606
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37591
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47316
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.29017
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.97932
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.45854
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.41719
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.980027
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.139638
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.310888
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.495052
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.693596
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.910374
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.14011
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.389724
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.661844
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.959661
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.700388
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.049281
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.448045
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.977146
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.572886
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15783
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76663
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55825
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36994
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22647
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19809
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24615
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.38296
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47972
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.34187
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.07141
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.16181
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.34418
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.975793
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.135106
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.306027
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.489824
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.68796
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.904376
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.133611
“(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.382658
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.65414
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.951155
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.682999
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.030217
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.428401
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.954944
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.553598
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12809
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73312
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51974
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37046
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22709
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78306
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25834
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39253
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.54695
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.39701
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.16861
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.17926
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.54542
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.971733
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.130759
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.301363
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.484809
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.682554
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.897897
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.127395
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.375903
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.64677
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.353738
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.666157
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.011772
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.409255
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.933244
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.528878
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09937
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70084
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48218
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3723
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20347
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61775
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26938
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40458
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.61765
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.43509
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.22648
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.3912
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.04414
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.967845
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.126599
‹(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.296901
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.480011
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.677381
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.891271
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.121461
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.369455
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.63974
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.342556
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.649884
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.993959
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.390523
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.912086
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.504696
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07165
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66966
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44562
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37544
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05393
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45852
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28197
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40196
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69188
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.46072
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.23232
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.6537
(431.25, 10.28, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.27021
