¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¨(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 8.205148
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.04873
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.02856
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.01118
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 13.99657
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 13.9847
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 13.97559
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 13.9692
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 13.96554
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 13.96461
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 13.9664
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 13.91949
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.50773
±(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.687843
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.881344
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.089591
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.267316
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.45707
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.660006
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.903664
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.392522
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.957585
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.081584
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77972
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67574
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77049
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97144
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.19283
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.16686
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.14373
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.12343
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.10593
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.09122
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.07928
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.07011
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.06368
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.06
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.05906
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.06087
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.01364
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.485357
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.663889
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.855628
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.061977
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.254481
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.443382
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.645379
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.002764
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.506714
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.090455
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.383679
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77799
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68435
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75222
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94722
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.29222
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.26607
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.24279
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.22234
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.20473
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.18992
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.1779
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.16866
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.16219
¯(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.15849
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.15755
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.15937
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.11182
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.463344
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.640284
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.830285
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.034708
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.242066
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.430178
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.652361
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.104445
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.624083
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.22743
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.701573
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76687
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6946
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75733
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92317
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.39584
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.3695
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.34605
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.32546
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.30772
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.29281
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.2807
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.27141
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.26489
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.26117
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.26022
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.26206
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.21417
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.441989
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.617094
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.805363
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.007917
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.226394
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.417441
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.743431
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.208803
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.744802
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.368675
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.846872
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7552
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70464
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76928
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89931
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.50382
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.47729
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.45366
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.43292
°(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.41506
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.40003
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.38784
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.37848
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.37192
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.36817
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.36722
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.36907
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.32082
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.425398
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.597851
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.782805
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.981628
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.197969
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.41759
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.836687
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.315881
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.86897
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.514342
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.836637
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74292
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71448
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77756
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87568
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.6163
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.58956
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.56576
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.54487
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.52686
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.51172
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.49944
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.49001
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.4834
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.47963
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.47867
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.48055
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.43192
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.409086
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.580399
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.764086
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.961507
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.174143
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.486199
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.932219
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.42578
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.996735
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.664587
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.825882
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73007
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72415
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7577
¹(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85224
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.73343
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.70649
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.6825
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.66144
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.64329
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.62804
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.61566
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.60615
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.5995
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.5957
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.59474
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.59663
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.54762
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.393014
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.563229
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.745684
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.94173
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.152842
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.499349
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.982996
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.538656
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.128181
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.819669
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.814612
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71659
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73359
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73803
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82898
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.85538
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.82821
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.80403
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.7828
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.76451
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.74913
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.73666
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.72707
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.72037
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.71654
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.71558
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.71749
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.66808
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.377252
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.546382
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.727655
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.922346
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.151766
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.512051
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.997743
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.563298
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.230038
¹(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.979758
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.802874
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70258
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74286
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71852
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80596
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.9823
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.95491
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.93052
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.90912
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.89067
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.87517
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.86259
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.85293
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.84617
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.84231
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.84135
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.84328
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.79345
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.361809
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.529855
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.709924
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.903307
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.171213
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.532529
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.011988
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.580005
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.249869
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.044794
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.797739
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68795
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7519
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69919
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78313
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.06487
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.08675
