¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ˆ (421.70, 14.88, 245.63) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 15.63814
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.3172
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.459425
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.608317
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.764266
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.92774
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.099236
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55924
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88586
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36766
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.75215
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.530368
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.794944
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.0833
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.398763
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.745176
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.075411
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.26751
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.406709
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.552342
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.70487
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.86467
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.032259
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.208138
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76835
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83733
µ(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30477
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.10073
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.527519
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.791865
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.079947
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.395068
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.741096
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.080822
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.340076
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.49922
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.648447
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.804782
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.968642
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.140533
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1821
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.159
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78959
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24626
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.524676
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.788759
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.076555
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.391357
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.73703
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.086747
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.346411
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.594904
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.747882
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.908195
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.076303
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.252712
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31972
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57557
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74263
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1713
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.521818
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.785647
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.073164
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.387631
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.731913
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.093203
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.353316
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.632437
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.850744
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.015251
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.187811
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.368954
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46143
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98723
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6965
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0827
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.518954
¿(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.782531
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.06976
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.383902
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.726367
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.094913
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.360795
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.640478
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.941312
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.126118
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.303332
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.961344
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60742
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02968
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65114
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99495
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.516071
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.779396
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.06634
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.38014
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.720848
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.088826
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.368879
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.64913
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.950621
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.240914
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.423046
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09354
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75783
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07325
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60658
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90804
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.51318
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.776252
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.062918
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.376385
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.715366
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.082781
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.377534
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.658396
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.960566
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.286458
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.628466
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22952
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91287
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11796
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5628
(421.66, 14.82, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82202
(421.66, 14.82, 245.61) (442.83, 8.60, 236.87) (2.32, 1.85, 2.92) Tools 13.81245
(421.66, 14.82, 245.61) (442.83, 8.60, 236.87) (2.32, 1.85, 2.92) Tools 13.78948
(421.66, 14.82, 245.61) (442.83, 8.60, 236.87) (2.32, 1.85, 2.92) Tools 13.76925
(421.66, 14.82, 245.61) (442.83, 8.60, 236.87) (2.32, 1.85, 2.92) Tools 13.75177
õ(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.737763
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.020228
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.322573
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.660082
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.066355
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.51988
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.029344
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.621478
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38844
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29064
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23676
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11382
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52301
(421.64, 14.78, 245.61) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 16.2406
(421.64, 14.78, 245.61) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 16.20113
(421.64, 14.78, 245.61) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 16.16498
(421.64, 14.78, 245.61) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 16.29323
(421.64, 14.78, 245.61) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 16.26978
(421.64, 14.78, 245.61) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 16.24957
(421.64, 14.78, 245.61) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 16.23256
(421.64, 14.78, 245.61) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 16.21876
(421.64, 14.78, 245.61) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 16.20813
(421.64, 14.78, 245.61) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 16.66896
(421.64, 14.78, 245.61) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 16.66454
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.745549
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.033141
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.336643
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.678164
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.086508
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.542437
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.054749
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.656577
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4295
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33935
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3118
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20026
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66648
(421.64, 14.78, 245.61) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 16.44691
(421.64, 14.78, 245.61) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 16.40689
(421.64, 14.78, 245.61) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 16.37026
(421.64, 14.78, 245.61) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 16.50002
(421.64, 14.78, 245.61) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 16.47625
(421.64, 14.78, 245.61) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 16.45574
(421.64, 14.78, 245.61) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 16.43849
(421.64, 14.78, 245.61) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 16.42447
(421.64, 14.78, 245.61) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 16.88811
(421.64, 14.78, 245.61) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 16.88031
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.753284
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.046
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.350718
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.696095
è(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.106463
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.564847
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.08004
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.691289
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47019
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3876
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38768
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2878
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81098
(421.64, 14.78, 245.61) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 16.66183
(421.64, 14.78, 245.61) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 16.62125
(421.64, 14.78, 245.61) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 16.5841
(421.64, 14.78, 245.61) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 16.7429
(421.64, 14.78, 245.61) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 16.71544
(421.64, 14.78, 245.61) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 16.69132
(421.64, 14.78, 245.61) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 16.67051
(421.64, 14.78, 245.61) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 16.65299
(421.64, 14.78, 245.61) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 16.63876
(421.64, 14.78, 245.61) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.10841
(421.64, 14.78, 245.61) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.10047
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.760859
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.058906
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.364837
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.713946
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.126382
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.587155
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.105176
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.72563
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51037
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43365
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46445
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39073
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95641
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86858
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.24583
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.99191
(421.64, 14.78, 245.61) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 16.96778
(421.64, 14.78, 245.61) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 16.93991
(421.64, 14.78, 245.61) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 16.91542
(421.64, 14.78, 245.61) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 16.89429
(421.64, 14.78, 245.61) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 16.8765
(421.64, 14.78, 245.61) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 16.86203
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.768368
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.068187
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.378952
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.731666
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.146097
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.60929
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.130199
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.759506
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55011
È(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47776
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5236
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51353
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10268
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9669
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.28724
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.01379
(421.64, 14.78, 245.61) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.20218
(421.64, 14.78, 245.61) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.17388
(421.64, 14.78, 245.61) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.14902
(421.64, 14.78, 245.61) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.12755
(421.64, 14.78, 245.61) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.10948
(421.64, 14.78, 245.61) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.09477
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.775759
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.076309
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.393068
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.749233
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.165682
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.63126
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.155012
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.792966
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58937
(421.64, 14.78, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52144
