¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ú(397.00, 14.19, 247.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.250003
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.990544
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.231814
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.494647
(397.23, 14.21, 246.86) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 6.374541
(397.23, 14.21, 246.86) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 6.348085
(397.23, 14.21, 246.86) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 6.325215
(397.23, 14.21, 246.86) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 6.303734
(397.23, 14.21, 246.86) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 7.262791
(397.23, 14.21, 246.86) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 7.75631
(397.23, 14.21, 246.86) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 7.894447
(397.23, 14.21, 246.86) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 8.01807
(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 9.174825
(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 9.160037
İ(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 9.289409
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35939
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1658
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05515
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96724
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08819
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.65569
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.59093
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.23747
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.013741
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.182034
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.363133
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.55844
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.769705
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.997764
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.240702
(397.23, 14.21, 246.86) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 6.417763
(397.23, 14.21, 246.86) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 6.391951
(397.23, 14.21, 246.86) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 6.367584
(397.23, 14.21, 246.86) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 6.449347
(397.23, 14.21, 246.86) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 6.832991
(397.23, 14.21, 246.86) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 7.26667
(397.23, 14.21, 246.86) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 7.406848
(397.23, 14.21, 246.86) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 7.513351
(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.620938
(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.605313
(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.591415
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66627
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39842
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21013
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09645
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93697
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11575
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68883
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.54115
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.1256
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.019289
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.188019
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.369561
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.565128
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.77551
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.003644
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.249893
(397.23, 14.21, 246.86) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 6.43883
(397.23, 14.21, 246.86) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 6.412923
(397.23, 14.21, 246.86) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 6.388464
(397.23, 14.21, 246.86) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 6.452567
(397.23, 14.21, 246.86) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 6.836616
(397.23, 14.21, 246.86) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 6.97976
(397.23, 14.21, 246.86) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 7.072153
(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.13497
İ(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.11859
(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.103852
(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 9.636269
(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 9.783105
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43917
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25645
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0686
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84141
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70727
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.72529
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.49535
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.76818
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.025023
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.19416
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.375385
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.57032
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.781128
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.009748
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.258431
(397.23, 14.21, 246.86) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 6.461312
(397.23, 14.21, 246.86) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 6.435301
(397.23, 14.21, 246.86) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 6.410746
(397.23, 14.21, 246.86) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 6.455966
(397.23, 14.21, 246.86) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 6.602857
(397.23, 14.21, 246.86) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 6.683479
(397.23, 14.21, 246.86) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 6.847812
(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.68848
(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.672978
(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.701135
(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 9.194758
(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 9.327718
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48176
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30068
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04756
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74944
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60428
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76499
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4684
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.00582
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.030806
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.199203
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.380328
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.575713
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.786962
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.016064
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.265326
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.535276
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.826518
(397.23, 14.21, 246.86) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 6.434452
(397.23, 14.21, 246.86) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 6.411224
(397.23, 14.21, 246.86) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 6.389405
Ö(397.23, 14.21, 246.86) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 6.415356
(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.305994
(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.289792
(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.275079
(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.677325
(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.793365
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77901
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52328
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34255
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09699
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.661
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50528
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80805
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.52311
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.38812
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.035266
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.203994
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.385518
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.581266
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.792986
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.02258
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.272442
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.54521
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.838429
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.159458
(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.002026
(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.982267
(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.963972
(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.947123
(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.931705
(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.170753
(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.32088
(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.447007
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83451
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56192
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38646
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14919
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66758
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41014
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85444
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.42742
(397.23, 14.21, 246.86) (391.25, 9.05, 278.19) (1.16, 1.75, 0.90) Tools 20.72887
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.039872
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.208964
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.390831
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.586999
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.799169
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.029336
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.279765
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.553248
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.850688
ç(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.946584
(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.675465
(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.656614
(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.63916
(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.623086
(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.608375
(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.900401
(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.99387
(397.23, 14.21, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 6.457996
(397.23, 14.21, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 6.449507
(397.23, 14.21, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 6.442292
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4324
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20416
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72668
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31878
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31972
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.30086
(397.23, 14.21, 246.86) (391.25, 9.05, 278.19) (1.16, 1.75, 0.90) Tools 20.78471
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.63411
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.044643
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.214045
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.396317
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.592935
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.805615
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.036292
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.287354
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.561551
(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.686997
(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.443885
(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.42058
(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.398685
(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.378179
(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.35904
(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.524068
(397.23, 14.21, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 6.473642
(397.23, 14.21, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 6.46258
(397.23, 14.21, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 6.452812
(397.23, 14.21, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 6.674675
(397.23, 14.21, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.066071
(397.23, 14.21, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.507778
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26193
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78881
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3593
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41464
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.17965
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.07316
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.19806
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.04951
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.219307
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.401986
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.599038
ò(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.812191
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.043458
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.295167
(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.524454
(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.498114
(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.473244
(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.449817
(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.427805
(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.61617
(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.068324
(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.25899
(397.23, 14.21, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 6.469709
(397.23, 14.21, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 6.458653
(397.23, 14.21, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 6.44889
(397.23, 14.21, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 6.844546
(397.23, 14.21, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.141648
(397.23, 14.21, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 9.409213
(397.23, 14.21, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 10.21419
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85408
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42972
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05501
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.05254
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.82622
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.59975
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.054556
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.224694
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.407815
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.605314
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.819026
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.050868
(397.23, 14.21, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.303218
(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.555644
(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.529162
(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.504156
(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.480598
(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.458467
(397.23, 14.21, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.621352
