¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(424.01, 14.25, 323.10) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 17.67143
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.474394
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.77026
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.090899
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.444305
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.836395
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.841
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.365568
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.951356
¯(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59798
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33683
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2042
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25257
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47359
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89048
(424.54, 14.38, 322.80) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 16.42048
(424.54, 14.38, 322.80) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 16.43699
(424.54, 14.38, 322.80) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 16.45674
(424.54, 14.38, 322.80) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 16.47975
(424.54, 14.38, 322.80) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 19.03196
(424.54, 14.38, 322.80) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 18.96198
(424.54, 14.38, 322.80) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 18.97392
(424.54, 14.38, 322.80) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 19.07169
(424.54, 14.38, 322.80) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 19.30113
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.02225
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.519694
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.726541
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.949818
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.196362
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.465536
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.760534
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.081149
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.43352
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.824402
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.826686
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.34943
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.936179
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58073
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31706
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17629
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21959
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44141
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7472
(424.54, 14.38, 322.80) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 16.42651
(424.54, 14.38, 322.80) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 16.44304
(424.54, 14.38, 322.80) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 16.46281
(424.54, 14.38, 322.80) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 16.48584
(424.54, 14.38, 322.80) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 19.07357
(424.54, 14.38, 322.80) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 18.98828
(424.54, 14.38, 322.80) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 18.98638
(424.54, 14.38, 322.80) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 19.06811
(424.54, 14.38, 322.80) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 19.27266
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.17388
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.513641
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.719994
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.942894
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.188344
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.456768
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.750911
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.071527
·(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.422878
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.348192
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.812534
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.333518
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.921292
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56378
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29768
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1488
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18717
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40994
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56851
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6211
(424.54, 14.38, 322.80) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 16.45225
(424.54, 14.38, 322.80) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 16.47205
(424.54, 14.38, 322.80) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 16.49512
(424.54, 14.38, 322.80) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 19.11916
(424.54, 14.38, 322.80) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 19.01837
(424.54, 14.38, 322.80) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 19.00255
(424.54, 14.38, 322.80) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 19.06825
(424.54, 14.38, 322.80) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 19.24809
(424.54, 14.38, 322.80) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 19.71811
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.50766
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.713527
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.936095
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.180409
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.448095
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.74139
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.062036
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.412382
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.335743
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.798604
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.317822
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.904251
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54724
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27868
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12177
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15519
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37914
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3953
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4235
(424.54, 14.38, 322.80) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 16.46464
(424.54, 14.38, 322.80) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 16.48449
(424.54, 14.38, 322.80) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 19.4671
(424.54, 14.38, 322.80) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 19.16878
(424.54, 14.38, 322.80) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 19.05229
(424.54, 14.38, 322.80) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 19.02906
(424.54, 14.38, 322.80) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 19.08702
(424.54, 14.38, 322.80) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 19.24004
(424.54, 14.38, 322.80) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 19.6373
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.501754
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.70714
¤(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.929387
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.172561
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.439516
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.731975
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.052674
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.40203
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.323441
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.78486
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.302389
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.886749
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53105
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2601
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10015
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12376
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34847
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2273
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2322
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38276
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.98149
(424.54, 14.38, 322.80) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 19.58742
(424.54, 14.38, 322.80) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 19.24234
(424.54, 14.38, 322.80) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 19.10385
(424.54, 14.38, 322.80) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 19.06675
(424.54, 14.38, 322.80) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 19.11083
(424.54, 14.38, 322.80) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 19.24775
(424.54, 14.38, 322.80) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 19.56121
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.495922
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.700831
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.922765
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.164797
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.431029
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.722663
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.043443
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.898635
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.311308
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.771334
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.287142
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.869468
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51516
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24192
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07909
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09285
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34423
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08007
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04694
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1702
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.90288
(424.54, 14.38, 322.80) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 19.75997
(424.54, 14.38, 322.80) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 19.32195
(424.54, 14.38, 322.80) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 19.161
(424.54, 14.38, 322.80) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 19.10832
š(424.54, 14.38, 322.80) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 19.13843
(424.54, 14.38, 322.80) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 19.25926
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.8483
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.490161
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.694604
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.916059
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.157121
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.422639
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.713458
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.033299
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.887857
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.299376
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.757966
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.272139
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.850193
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49503
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22415
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05853
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06242
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34012
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14861
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86751
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96467
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.8413
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.901
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.11502
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.08957
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.06885
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.05285
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.04156
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.03496
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.484478
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.688458
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.909396
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.149532
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.414348
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.70436
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.507064
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.877286
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.2876
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.744841
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.25737
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.828872
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47081
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2048
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03843
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03253
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33627
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21967
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94508
(424.54, 14.38, 322.80) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 16.67499
«(424.54, 14.38, 322.80) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 16.81024
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.29635
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.31059
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.28481
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.26381
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.24757
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.23608
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.22932
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.478869
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.682395
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.902821
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.142032
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.406151
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.695372
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.497603
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.866875
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.27602
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.731912
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.242817
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.807909
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44692
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17739
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0188
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00312
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33261
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29323
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02599
(424.54, 14.38, 322.80) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 16.58956
(424.54, 14.38, 322.80) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 16.6106
(424.54, 14.38, 322.80) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 16.63494
(424.54, 14.38, 322.80) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 16.6626
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.48806
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.46677
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.45028
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.43857
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.43164
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.473338
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.676415
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.896338
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.135068
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.398056
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.15441
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.488329
(424.54, 14.38, 322.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.85658
