¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‘ (442.44, 14.40, 262.77) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.93083
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.52369
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.51085
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.50048
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.49255
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.48707
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.48402
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.48341
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.48523
Í(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.053427
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.290034
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.549622
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.828063
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.128346
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.457792
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.820725
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.222502
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.64356
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.996349
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.383888
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.821929
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.305
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17408
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93151
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.65703
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.63158
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.60869
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.58833
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.57048
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.55512
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.54225
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.53184
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.52389
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.51839
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.51533
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.51471
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.51654
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.047759
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.285541
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.544755
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.823364
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.123201
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.452145
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.814518
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.215614
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.644088
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.996952
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.387716
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.826158
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30962
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09955
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8464
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.69139
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.66586
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.6429
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.62248
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.60458
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.58918
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.57626
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.56582
Ê(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.55784
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.55232
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.54925
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.54863
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.55045
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.043097
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.28109
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.539886
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.818765
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.118176
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.446591
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.808378
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.208785
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.645161
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.998131
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.392135
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.830989
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.315
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02657
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78708
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.72842
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.70282
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.67978
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.6593
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.64134
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.62589
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.61293
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.60245
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.59445
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.5889
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.58582
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.58519
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.58701
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.039026
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.276619
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.53507
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.814214
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.113173
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.441123
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.802309
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.202092
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.646758
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.999859
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.39713
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.836471
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32104
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95578
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82765
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65838
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.74248
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.71937
Î(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.69881
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.68079
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.66529
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.65228
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.64177
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.63373
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.62816
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.62506
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.62442
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.62625
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.03494
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.272215
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.530231
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.809727
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.108279
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.435708
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.796372
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.195475
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.639438
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.002107
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.402658
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.842564
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32776
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99093
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86875
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58244
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.7849
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.7617
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.74107
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.72298
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.70742
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.69437
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.68381
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.67574
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.67015
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.66703
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.66639
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.66821
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.030874
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.267808
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.52546
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.805275
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.103421
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.430366
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.790465
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.188972
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.632174
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.007683
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.408765
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.848953
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3262
Ğ(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02658
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91042
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56237
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.83011
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.80683
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.78612
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.76796
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.75233
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.73923
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.72863
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.72052
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.71491
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.71177
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.71111
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.71294
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.026875
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.263451
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.520699
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.800905
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.09864
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.425115
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.784699
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.182539
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.624998
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.013777
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.414591
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.847782
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32493
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06266
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95187
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.548
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.87817
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.85479
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.834
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.81576
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.80007
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.78691
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.77626
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.76812
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.76247
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.75932
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.75865
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.76048
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.022877
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.259106
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.515972
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.796188
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.093911
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.419959
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.779019
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.176205
Ñ(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.617969
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.019097
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.414103
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.847271
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32945
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09916
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93997
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53482
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.92912
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.90564
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.88476
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.86644
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.85068
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.83746
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.82676
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.81858
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.81291
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.80973
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.80906
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.81088
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.01887
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.254807
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.511234
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.791053
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.089296
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.414852
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.773366
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.169968
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.610464
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.019208
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.414218
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.847374
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3614
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13614
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92916
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5229
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.98302
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.95944
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.93846
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.92006
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.90422
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.89094
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.88019
(442.12, 14.48, 264.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.87197
