¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
µ(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.969636
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63833
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68173
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72791
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77672
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82827
…(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88258
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.533224
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.719724
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.91656
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.128687
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.357881
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.606246
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.872229
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.159376
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.473113
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.817172
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.196108
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.60737
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.031395
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.508659
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04852
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42241
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74974
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10052
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49051
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53808
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57386
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61237
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65344
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69712
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7434
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79233
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84402
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89849
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.538856
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.729741
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.927359
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.1403
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.370475
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.619844
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.885023
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.173317
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.488366
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.833912
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.214618
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.635712
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.063145
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.550537
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09541
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45617
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78573
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13896
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45467
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51068
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58816
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62978
„(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67097
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71475
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76117
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81029
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86212
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91677
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.544609
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.738171
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.93837
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.152183
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.383265
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.63235
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.898164
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.187626
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.504013
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.851111
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.233566
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.65697
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.101673
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.593434
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14346
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49154
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82339
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17923
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35769
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41143
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4679
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53628
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61849
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70422
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78136
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83062
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88261
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93742
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.550492
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.744491
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.949572
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.164281
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.396343
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.644727
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.911619
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.20233
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.520078
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.86873
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.253004
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.678523
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.141091
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.637359
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19271
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52854
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86289
†(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21437
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26442
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31714
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3726
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43081
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49191
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57277
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66003
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75092
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84557
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94406
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.55653
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.750981
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.960712
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.176631
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.409696
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.657418
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.925408
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.217349
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.536514
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.886807
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.272973
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.700644
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.181423
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.682295
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2431
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56718
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90412
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12561
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17475
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22651
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28096
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33819
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3982
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46116
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53174
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62065
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71318
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80956
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.562682
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.757589
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.967869
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.189228
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.422612
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.670425
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.939526
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.232739
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.553339
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.905315
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.293371
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.721231
„(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.215871
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.728293
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29032
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60753
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94717
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04028
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08854
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13939
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1929
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24915
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30822
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37008
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43489
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5027
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58602
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68032
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.568966
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.764369
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.97516
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.202054
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.434876
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.683721
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.953974
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.248478
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.570591
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.924262
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.314293
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.738455
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.234568
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.775339
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32982
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6496
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91337
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95829
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0057
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05567
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10833
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16365
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2217
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28262
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34638
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41313
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48293
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55615
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.575369
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.771268
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.982617
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.211301
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.447426
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.697299
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.968754
†(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.264605
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.588237
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.94364
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.335715
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.756217
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.253702
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.823483
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37094
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69345
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83536
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8795
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92609
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97525
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02705
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0815
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13865
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19861
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26143
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32714
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39591
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46772
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.581911
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.778305
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.990216
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.219528
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.460241
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.711202
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.983848
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.281057
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.606256
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.963454
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.357594
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.774572
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.273252
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.872693
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41373
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71942
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76043
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80383
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84968
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89805
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94903
(352.62, 9.45, 316.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00263
