¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
·(332.12, 6.62, 313.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4968
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.43782
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.844833
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.301184
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.474106
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17829
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99829
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00681
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22717
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01649
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80644
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.34928
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.543516
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.750595
´(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.974018
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.219134
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.486545
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.779364
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.105087
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.474262
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.885526
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.942793
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.543053
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25316
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08599
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12179
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35347
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17381
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.18623
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.6181
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.56215
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.7707
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.996249
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.24334
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.512997
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.808383
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.138265
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.511122
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.926709
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.995489
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.612892
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32902
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17925
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22879
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50355
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33309
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.57619
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.89037
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.580965
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.791025
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.018709
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.267805
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.539741
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.837734
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.1718
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.548399
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.540179
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.057234
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.683703
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40588
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2781
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32964
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65632
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60583
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.84917
Ê(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.44615
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.599958
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.811572
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.041399
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.292528
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.566776
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.867417
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.205694
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.130194
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.587953
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.119789
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.755439
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48851
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37091
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43183
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81176
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.855
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.12018
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.38078
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.61913
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.832338
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.064313
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.317504
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.594101
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.897431
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.758956
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.173356
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.636312
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.183102
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.828147
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57286
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45731
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53543
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96992
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14771
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.39502
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.0967
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.638479
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.853322
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.087454
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.342735
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.621713
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.421308
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.798142
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.217008
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.685207
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.247185
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.901825
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65282
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54473
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64042
ç(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1158
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45328
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.69214
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.23601
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.658003
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.874525
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.110819
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.368221
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.11287
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.45701
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.837726
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.261118
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.734697
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.312036
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.976432
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72729
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63906
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74681
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25168
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74152
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.06248
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.40159
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.6777
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.896207
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.134406
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.830085
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.145494
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.49303
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.877738
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.305737
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.789675
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.377681
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04704
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80506
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73583
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86217
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38938
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90043
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.28656
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.56912
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.69757
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.918094
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.574616
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.860047
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.178489
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.529453
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.918153
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.350853
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.84784
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.444053
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11282
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88789
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83388
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98041
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5289
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16336
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.48269
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.73865
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.717608
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.341814
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.599738
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.890285
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.21175
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.566202
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.958964
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.396436
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.906554
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.507081
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17937
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97174
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93325
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1009
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67022
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43711
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.68086
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.91021
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.125923
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.363606
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.626075
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.920808
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.245313
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.603299
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.000176
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.442508
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.965907
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.565526
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24659
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05661
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03336
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22474
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88277
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.71471
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.88106
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.145316
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.38801
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.653347
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.951546
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.27916
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.640746
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.041801
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.48904
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.022742
†(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.624557
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31459
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14246
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11934
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35019
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00749
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99606
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.0833
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.167379
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.412558
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.681627
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.982495
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.313281
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.678559
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.083833
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.536063
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.074947
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.684196
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38328
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2293
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20631
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47731
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16263
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28104
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.26641
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.190169
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.437343
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.710096
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.013757
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.347737
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.716671
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.126249
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.58582
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.127605
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.744377
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45274
(332.47, 6.74, 313.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31192
