¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¯(337.79, 7.13, 328.05) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 17.68894
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.448071
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.569087
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.753105
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.005535
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.27479
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.54057
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.765311
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00291
ƒ(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25443
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52095
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87526
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.27571
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.88251
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.604664
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.771031
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.948817
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.139146
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.343308
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.562837
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.798171
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.98741
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.188477
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.39928
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.624376
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.86516
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.123283
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.253847
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.36614
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.483212
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.623826
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.86718
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.126463
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.403255
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.654543
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.884882
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12846
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38646
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66219
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.78824
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.35277
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.94739
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.607238
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.773832
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.9518
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.142308
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.346696
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.566501
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.803423
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.999436
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.201667
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.416632
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.642804
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.884838
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.144366
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.288558
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.401891
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.520055
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.735601
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.985562
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.252126
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.536909
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.772954
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00914
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2591
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52394
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0036
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.85869
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.43452
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.03396
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.61009
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.77687
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.955058
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.145782
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.350426
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.570522
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.807755
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.012154
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.215195
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.431812
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.662134
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.905451
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.166403
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.324882
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.439328
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.610346
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.851557
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.108537
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.382765
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.666846
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.896029
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1384
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39501
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79139
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.27644
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.93354
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.5211
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.12565
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.613222
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.780168
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.958564
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.14956
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.354497
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.574857
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.812455
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.02553
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.229425
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.446965
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.679565
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.926965
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.18946
ˆ(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.362884
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.491026
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.724014
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.971998
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.236308
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.518595
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.788759
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02399
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27286
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59079
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14524
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.35061
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.01285
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.61256
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.23483
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.616544
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.783723
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.96237
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.15365
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.358851
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.579567
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.817509
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.039595
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.244352
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.462872
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.696514
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.946883
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.213483
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.402541
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.602486
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.842001
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.097041
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.369126
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.659901
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.915454
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15705
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41278
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93308
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80778
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.42902
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.09672
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.70896
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.34994
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.620149
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.787554
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.966444
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.158031
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.363549
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.584603
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.822937
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.054352
†(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.260025
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.479548
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.714335
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.965928
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.236156
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.486553
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.718107
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.964422
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.226965
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.507199
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.806988
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04719
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29545
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73227
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3002
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94232
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.51176
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.18527
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.81233
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.47084
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.624012
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.791649
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.970833
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.162671
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.368546
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.589991
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.828768
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.069764
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.276384
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.497001
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.732945
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.98583
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.257514
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.577116
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.838068
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.091581
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.361936
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.650836
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.942916
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18416
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5418
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08729
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39055
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.09327
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.6598
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.27861
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.93142
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.59757
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.627732
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.795993
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.975479
„(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.167654
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.373885
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.595727
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.834947
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.085887
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.293524
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.515243
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.752427
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.006683
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.279832
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.636288
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.947338
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.223672
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.502317
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.800318
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07851
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36081
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8855
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92393
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.47567
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.25021
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.82628
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.44199
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.05618
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.73035
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.63114
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.800635
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.980422
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.17292
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.379546
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.601777
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.841507
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.100659
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.311417
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.5343
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.772747
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.028418
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.310585
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.697229
(337.83, 7.19, 327.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.012894
