¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ö(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.76874
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.372314
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.64076
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.551152
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.600392
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.651739
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.705303
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.761208
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.828348
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.931456
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.041079
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.157825
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.339282
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.603452
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99955
€ (418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.505878
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.553632
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.603419
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.655342
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.709518
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.785253
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.885845
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.992729
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.106483
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.3068
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.5668
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63008
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.72612
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.70578
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.69009
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.67903
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.67259
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.67077
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.67357
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.68702
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.69906
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.71574
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.73708
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.462126
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.508468
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.556769
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.607133
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.659666
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.74343
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.841613
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.945874
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.056766
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.27486
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.535778
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37829
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80674
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.48982
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.47393
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.46263
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.45591
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.45376
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.4562
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.46918
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.48077
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.49695
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.51775
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.419836
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.464831
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.51172
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.560599
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.612371
 (418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.702836
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.798708
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.900458
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.018972
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.243453
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.736398
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13776
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82364
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.28217
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.26609
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.25456
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.24759
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.24514
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.24722
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.25976
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.27092
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.28663
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.30692
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.378947
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.42266
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.468203
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.515669
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.575008
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.663428
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.757085
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.856426
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.991354
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.212574
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47038
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90703
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41818
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96856
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.06628
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.05455
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.04731
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.04458
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.04633
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.05845
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.0692
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.08447
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.10991
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.339407
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.381896
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.426156
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.472276
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.53871
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.625167
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.716698
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.813733
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.964179
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.182216
ô(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15071
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68553
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09476
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02566
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.87423
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.8623
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.85483
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.85182
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.85326
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.86499
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.87536
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.8902
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.90952
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.301159
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.342481
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.385519
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.430357
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.503444
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.588015
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.677505
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.772326
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.937442
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.15237
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90151
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38386
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86761
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60372
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.68966
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.67754
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.66985
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.66658
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.66774
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.67908
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.68908
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.70352
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.72241
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.264157
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.304365
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.346236
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.390832
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.469176
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.551934
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.639465
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.732165
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.911139
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.123033
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79536
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13853
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62765
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21057
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33751
ï(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.50004
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.49214
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.48862
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.4895
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.50049
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.51015
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.5242
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.54267
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.22835
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.267495
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.308253
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.359146
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.435874
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.51689
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.60254
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.697304
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.885262
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.094195
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69227
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0291
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38837
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83981
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79446
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.32954
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.32144
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.3177
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.31832
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.32896
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.33829
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.35198
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.37006
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.193696
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.231825
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.271521
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.328336
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.403509
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.48285
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.566692
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.674328
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.85981
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.186721
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59224
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92295
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2755
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65212
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39026
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65033
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.15755
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.15359
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.15396
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.16429
ò(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.1733
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.18665
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.20434
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.160153
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.19731
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.235991
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.298376
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.372053
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.449784
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.531887
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.651713
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.834776
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.331259
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49515
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81993
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16608
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5356
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08235
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99154
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.00025
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.99609
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.99622
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.00624
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.01496
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.02798
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.04531
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.127679
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.163909
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.20162
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.269242
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.341477
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.417658
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.498091
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.629457
(418.90, 13.60, 326.10) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.810154
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16022
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41353
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72002
(418.90, 13.60, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05996
