¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
®(375.00, 9.70, 318.57) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 18.89234
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.789263
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57771
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53426
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6837
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21663
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99744
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.19596
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.965544
ó(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.320371
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.708474
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.141718
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.628323
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.18012
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.819041
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61008
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57284
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73055
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14863
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07062
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.21776
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.97303
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.330307
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.722466
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.15741
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.645996
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.205677
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.848366
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64159
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61049
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77621
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2172
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14162
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.23974
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.98018
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.338297
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.736146
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.172741
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.665343
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.230765
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.877241
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67222
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6471
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82073
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28805
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21038
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.26189
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.987058
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.345929
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.745206
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.187707
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.686985
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.255452
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.905622
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.702
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68268
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.864
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3576
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27681
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.28421
ü(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.99358
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.353153
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.753343
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.203537
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.708252
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.279684
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.933467
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73085
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71722
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91513
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42575
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34082
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.30668
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.999804
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.36008
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.761073
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.216393
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.729094
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.303449
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.960822
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75882
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75068
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96836
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4924
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42596
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.32932
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.005703
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.366646
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.770402
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.228772
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.746408
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.32676
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.987648
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78581
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78301
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01205
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5575
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50991
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.35211
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.011311
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.372856
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.780989
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.240681
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.759932
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.349576
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01389
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81185
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81419
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04663
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62101
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59186
…(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.37505
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.016562
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.380291
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.791142
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.252136
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.772918
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.365825
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03961
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83691
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84419
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07952
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68288
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67178
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.28836
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.021495
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.388975
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.800878
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.263103
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.785368
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.380087
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06323
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86097
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87304
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11066
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72917
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74959
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.37612
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.027182
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.397296
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.810173
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.273588
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.797306
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.393709
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07899
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88399
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9007
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14004
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76634
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82515
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.44913
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.03427
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.405222
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.819047
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.283593
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.808623
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.406694
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09402
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90598
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92706
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16758
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80128
…(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89841
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.51912
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.041021
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.412751
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.827486
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.293093
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.819433
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.419085
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10832
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9269
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95222
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19331
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83392
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.94423
(374.49, 9.72, 318.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.58594
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.934612
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.183389
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.467603
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.780569
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.12685
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.511941
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.942657
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.432259
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.129087
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.952656
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95548
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48013
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02102
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.9577
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.929598
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.182082
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.466177
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.779012
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.125079
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.50998
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.939096
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.423854
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.106035
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.925179
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93734
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44218
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98588
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.32729
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.924587
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.180673
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.464641
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.777283
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.12322
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.503159
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.925159
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.418464
†(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.082391
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.896981
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91757
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40214
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96393
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.57206
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.92038
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.179175
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.462958
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.774487
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.113844
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.490587
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.911066
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.412672
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.058137
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.868116
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89629
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35997
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92057
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.97499
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.918898
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.177575
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.457873
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.764192
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.102522
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.477956
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.896924
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.406414
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.033351
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.838604
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87344
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32513
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8478
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.47571
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.916971
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.170722
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.448516
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.753896
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.091088
(374.26, 9.72, 318.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.465269
