¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ú(441.88, 14.38, 268.23) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 3.578792
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48372
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32265
(442.03, 14.31, 269.58) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 16.54563
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.23693
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.48058
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.59606
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.556844
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.767359
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.995667
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.67557
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.965498
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.283241
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.632944
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.019506
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.449099
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.929167
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.468994
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08043
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74679
(442.03, 14.31, 269.58) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 10.94924
(442.03, 14.31, 269.58) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 10.92009
(442.03, 14.31, 269.58) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 10.89321
Ó(442.03, 14.31, 269.58) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 10.86858
(442.03, 14.31, 269.58) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 10.84616
(442.03, 14.31, 269.58) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 10.82595
(442.03, 14.31, 269.58) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 16.03345
(442.03, 14.31, 269.58) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 16.12008
(442.03, 14.31, 269.58) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 16.21082
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.55169
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.553582
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.763828
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.991833
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.671117
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.96061
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.277889
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.627013
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.012989
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.441804
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.920988
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.459745
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06993
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73588
(442.03, 14.31, 269.58) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 10.84732
(442.03, 14.31, 269.58) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 10.81849
(442.03, 14.31, 269.58) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 10.7919
(442.03, 14.31, 269.58) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 10.77685
(442.03, 14.31, 269.58) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 10.81656
(442.03, 14.31, 269.58) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 10.85869
(442.03, 14.31, 269.58) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 15.58365
(442.03, 14.31, 269.58) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 15.63589
(442.03, 14.31, 269.58) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 15.72083
(442.03, 14.31, 269.58) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 15.80979
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.550372
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.760353
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.98806
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.235776
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.955811
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.272602
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.621195
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.006516
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.434637
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.912926
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.450697
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05964
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72528
(442.03, 14.31, 269.58) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 10.88746
(442.03, 14.31, 269.58) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 10.922
(442.03, 14.31, 269.58) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 10.95889
(442.03, 14.31, 269.58) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 10.99819
(442.03, 14.31, 269.58) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 11.03993
(442.03, 14.31, 269.58) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 11.08415
(442.03, 14.31, 269.58) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 15.68901
(442.03, 14.31, 269.58) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 15.70124
²(442.03, 14.31, 269.58) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 15.71656
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.3933
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.547216
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.756938
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.984352
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.231737
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.951097
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.267441
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.615488
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.000228
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.42759
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.905055
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.441795
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04951
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71504
(442.03, 14.31, 269.58) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 11.11406
(442.03, 14.31, 269.58) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 11.15058
(442.03, 14.31, 269.58) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 11.18952
(442.03, 14.31, 269.58) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 11.23093
(442.03, 14.31, 269.58) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 11.27486
(442.03, 14.31, 269.58) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 11.32135
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.22236
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.56253
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.37188
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.20579
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.544114
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.75358
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.980707
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.227766
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.497437
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.26234
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.609866
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.993992
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.420661
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.897289
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.433042
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03956
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70507
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44592
(442.03, 14.31, 269.58) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 11.39106
(442.03, 14.31, 269.58) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 11.43221
(442.03, 14.31, 269.58) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 11.47591
(442.03, 14.31, 269.58) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 11.5222
(442.03, 14.31, 269.58) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 11.57113
(442.03, 14.31, 269.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 14.44541
(442.03, 14.31, 269.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 14.50437
(442.03, 14.31, 269.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 14.56666
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.02452
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.541067
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.750281
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.977124
®(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.223864
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.493173
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.257335
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.604345
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.987894
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.413885
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.889685
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.424465
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02947
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69522
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43487
(442.03, 14.31, 269.58) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 11.64432
(442.03, 14.31, 269.58) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 11.68787
(442.03, 14.31, 269.58) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 12.05509
(442.03, 14.31, 269.58) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 12.03108
(442.03, 14.31, 269.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 14.06423
(442.03, 14.31, 269.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 14.11701
(442.03, 14.31, 269.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 14.17297
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.17171
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.88581
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.538075
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.747043
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.973609
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.220035
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.488988
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.783631
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.598966
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.981882
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.407173
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.882195
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.416041
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01653
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68046
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42419
(442.03, 14.31, 269.58) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 12.05679
(442.03, 14.31, 269.58) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 12.02799
(442.03, 14.31, 269.58) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 12.00167
(442.03, 14.31, 269.58) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 11.97779
(442.03, 14.31, 269.58) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 11.95633
(442.03, 14.31, 269.58) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 12.10354
(442.03, 14.31, 269.58) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 13.85894
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.03739
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.75796
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.535137
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.743864
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.970159
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.216278
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.48488
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.779123
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.593653
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.975997
¢(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.400648
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.874876
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.407762
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00381
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.666
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41391
(442.03, 14.31, 269.58) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 12.0059
(442.03, 14.31, 269.58) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 12.04736
(442.03, 14.31, 269.58) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 12.14613
(442.03, 14.31, 269.58) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 12.24894
(442.03, 14.31, 269.58) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 12.35593
(442.03, 14.31, 269.58) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 12.46726
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.18142
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.90737
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.64324
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.532256
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.740745
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.966774
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.212592
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.480851
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.774703
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.097919
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.970229
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.394217
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.867654
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.399666
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.991398
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65184
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40396
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24501
(442.03, 14.31, 269.58) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 12.57682
(442.03, 14.31, 269.58) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 12.68554
(442.03, 14.31, 269.58) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 12.79868
(442.03, 14.31, 269.58) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 12.9164
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.20502
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.16568
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.82391
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.69245
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.52943
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.737688
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.963455
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.208977
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.476901
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.770369
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.093142
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.964595
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.387939
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.860654
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.391743
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.979216
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63796
Š(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3922
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22948
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17274
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36954
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31817
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44764
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.20947
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.15255
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.87814
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.74583
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.526661
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.734691
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.960203
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.205435
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.473031
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.766122
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.088464
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.444576
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.381746
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.853767
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.383946
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.967285
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62437
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3766
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21447
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15263
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33868
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41628
(442.03, 14.31, 269.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43145
