¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
³ (372.51, 8.81, 336.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.60473
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.938311
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.76616
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.996552
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.247399
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.521446
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.822048
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.153142
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.511791
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.903662
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.340393
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.830009
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.374681
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.974345
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69027
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50066
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33469
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24439
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55699
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60421
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5793
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.17047
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.89533
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.7723
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.640336
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.789033
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.948571
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.780537
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.012155
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.264377
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.540016
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.842451
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.175654
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.535919
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.930445
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.370318
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.863656
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.411186
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.022
™(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74753
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56387
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36399
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2861
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62499
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64634
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6269
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.37992
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.97592
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.85342
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.649461
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.7988
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.959051
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.795088
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.027976
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.2816
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.558883
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.863185
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.198536
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.560461
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.957751
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.400796
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.897957
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.448456
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0727
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80597
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62852
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39461
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32909
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69469
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69083
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67721
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.47739
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.06053
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.93913
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.658775
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.808773
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.594184
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.809821
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.044
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.299102
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.578031
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.884201
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.221796
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.585461
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.985506
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.431844
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.932869
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.486539
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12438
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86558
š(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65786
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42644
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37515
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76615
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73773
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73026
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.5495
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.13189
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.00974
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.668279
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.81895
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.607988
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.824772
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.06023
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.316838
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.597438
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.905572
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.245333
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.610842
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.013729
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.463392
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.968411
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.525622
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17707
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92641
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68701
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45959
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43512
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83936
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78709
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78183
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.61696
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.21634
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.15691
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.677973
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.829332
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.621974
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.839945
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.076736
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.334813
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.617116
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.927217
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.269248
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.63668
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.042459
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.495571
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.004607
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.572567
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23077
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98848
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71728
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49418
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4847
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87724
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79807
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31133
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.68196
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.30897
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.31564
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.687857
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.432712
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.636117
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.855271
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.093411
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.353012
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.637076
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.949181
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.293552
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.662955
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.07172
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.528255
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.041477
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.620354
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28521
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04842
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76924
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56257
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51083
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88154
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80719
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2833
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.75039
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.40597
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.48067
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.697933
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.446156
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.650481
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.870836
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.110348
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.3715
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.657331
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.971445
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.318169
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.689628
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.101429
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.561553
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.077468
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.665009
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33404
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11372
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83081
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6328
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53796
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88717
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81848
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35182
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.82226
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.50733
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.65229
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.708198
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.459725
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.664989
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.88662
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.127469
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.390227
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.677851
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.994016
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.343147
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.716288
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.129473
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.591145
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.110909
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.708408
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38378
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18225
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89392
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67526
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56608
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89411
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83197
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.42331
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.91413
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.64404
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.83063
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.277971
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.473433
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.679706
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.902544
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.144864
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.409174
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.698654
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.014845
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.365794
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.740072
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.155896
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.620768
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.15078
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.752588
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43442
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23946
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95872
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69816
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59523
‚(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90239
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84763
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49775
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.01147
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.80492
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.90254
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.290813
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.487299
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.694583
(372.78, 8.82, 336.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.9187
