¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
„(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.057134
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.589764
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.576931
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.564728
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.553139
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.542153
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.531757
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.521944
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.512696
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.504007
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.495867
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.488267
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.481199
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.474659
ë(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.468635
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.463124
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.458122
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.453618
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.449613
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.446098
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.443693
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.680101
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.662162
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.644978
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.628524
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.612787
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.597745
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.58338
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.56967
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.556608
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.544177
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.532356
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.521138
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.51051
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.500459
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.490978
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.482052
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.473671
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.465828
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.458518
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.45173
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.445455
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.439691
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.434428
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.429666
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.425394
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.42161
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.418314
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.416113
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.652066
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.634511
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.617694
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.601599
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.586208
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.571496
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.557446
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.544049
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.531283
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.519136
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.507591
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.496643
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.486271
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.476469
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.467224
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.458528
ê(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.450372
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.442744
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.43564
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.429053
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.422973
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.417393
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.412313
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.407723
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.403619
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.399999
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.396857
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.394802
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.630657
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.613389
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.596849
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.58102
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.565884
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.55142
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.537611
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.524442
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.511899
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.499965
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.488629
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.477878
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.467702
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.458084
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.44902
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.440499
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.432509
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.425045
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.418097
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.411659
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.405725
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.400286
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.395343
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.390882
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.386905
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.383409
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.380387
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.378435
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.614598
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.597547
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.581219
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.565591
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.55065
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.536374
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.522744
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.509752
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.497376
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.485607
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.47443
é(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.463831
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.4538
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.444326
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.4354
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.427009
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.419148
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.411809
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.404981
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.398659
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.392837
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.38751
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.382668
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.378311
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.374433
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.371029
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.368099
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.36622
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.603122
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.586234
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.570061
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.554587
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.539793
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.525658
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.512166
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.499306
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.487058
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.475412
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.464354
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.453871
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.443953
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.434587
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.425763
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.417476
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.409715
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.40247
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.395735
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.389503
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.383767
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.378523
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.373764
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.369485
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.365684
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.362354
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.359495
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.357672
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.595752
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.578984
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.562926
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.547562
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.532874
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.518843
ï(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.505454
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.49269
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.480536
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.468982
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.458012
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.447615
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.437779
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.428494
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.419751
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.411538
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.403851
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.396677
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.390013
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.383847
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.378179
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.372997
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.368302
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.364084
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.360342
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.357071
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.354267
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.352481
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.592214
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.575526
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.559545
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.544259
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.529644
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.515683
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.502362
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.489664
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.477577
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.466087
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.455178
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.444839
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.435063
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.425835
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.417146
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.408991
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.401354
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.394233
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.387617
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.381501
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.375881
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.370748
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.366097
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.361927
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.358228
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.355001
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.352242
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.350478
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.592376
é(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.575734
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.559801
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.544558
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.529984
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.516065
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.502784
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.490127
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.478078
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.466624
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.455753
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.445452
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.43571
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.426518
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.417865
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.409741
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.402139
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.395052
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.388471
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.382387
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.3768
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.3717
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.367082
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.362941
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.359277
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.356082
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.353354
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.351597
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.596245
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.579615
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.563694
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.548462
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.533902
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.519996
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.506728
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.494086
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.482049
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.47061
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.459753
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.449466
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.439741
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.430563
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.421925
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.413816
(342.37, 7.26, 369.92) (337.30, 1.17, 386.49) (0.81, 2.16, 0.81) Human 2.406231
