¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
º(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.133134
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.384902
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.119122
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.916216
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.929652
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.037526
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.025191
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.014454
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.289431
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.28159
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.275376
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.270782
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.232351
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.226333
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.548286
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.853278
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.093722
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.402161
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.749756
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.132359
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.288299
Î(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.248196
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.216477
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.189322
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.169074
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.153901
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.321709
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.128077
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.061493
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.082357
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.115028
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.100969
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.088531
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.077705
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.354848
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.34694
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.340673
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.336039
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.25878
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.257412
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.540952
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.827659
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.090797
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.407718
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.755897
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.137224
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.542439
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.330884
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.300445
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.273009
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.247709
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.263892
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.121758
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.118494
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.090887
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.071037
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.181205
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.167025
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.154483
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.143563
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.543071
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.805815
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.095837
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.413271
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.761985
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.142143
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.547872
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.310004
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58404
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.238282
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.211887
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.192835
»(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.204597
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.176341
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.150037
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.147449
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.250089
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.235786
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.223134
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.212118
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.545162
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.810422
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.100918
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.418811
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.768128
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.147102
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.553348
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.253374
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50813
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25666
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81254
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.957191
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.952792
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.970272
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.944679
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.226974
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.786104
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.503295
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.94406
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.548218
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.815055
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.105966
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.424353
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.774187
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.152096
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.558897
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.195724
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43064
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19554
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.860995
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.830398
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.801723
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.774938
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.796888
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.432519
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.772057
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.486416
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.9222
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.552427
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.819651
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.111003
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.429876
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.780253
À(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.157159
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.564479
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.137114
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35171
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.411559
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.380881
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.35205
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.325031
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.299799
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.276329
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.399794
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.758236
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.469818
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.90072
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.556638
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.824222
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.115988
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.435324
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.786304
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.162258
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.570085
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.077658
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27137
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.429001
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.402532
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.377855
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.354949
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.333786
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.320354
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.46067
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.744651
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.453506
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.87961
(333.30, 7.19, 380.79) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 21.30526
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.560839
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.828762
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.120983
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.44082
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.792299
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.167366
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.57578
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.029017
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18983
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.511816
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.485081
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.460155
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.437017
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.415642
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.396008
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.523798
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.731298
À(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.542557
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.3693
(333.30, 7.19, 380.79) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 21.12105
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.45306
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.565028
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.833316
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.125937
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.446261
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.798324
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.172567
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.581517
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.03539
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1071
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.597971
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.57096
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.545776
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.522397
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.500797
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.480958
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.589247
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.740873
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.639113
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.5685
(333.30, 7.19, 380.79) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 20.94376
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.84046
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.25111
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.569173
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.837879
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.130876
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.451685
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.804296
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.177776
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.587293
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.041799
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02337
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.687602
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.660299
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.634848
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.611217
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.589388
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.569335
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.657084
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.81127
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.646609
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.54903
(333.30, 7.19, 380.79) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 20.77316
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.62679
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.05806
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.573322
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.842356
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.135802
¼(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.457094
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.810231
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.183002
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.5931
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.048306
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.938681
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85242
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.753249
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.727517
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.703627
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.681555
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.66128
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.727389
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.88425
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.631051
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.52993
(333.30, 7.19, 380.79) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 20.60902
(333.30, 7.19, 380.79) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 23.21261
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.03308
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.42277
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.8734
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.577433
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.846837
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.140685
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.462451
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.816183
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.188332
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.598945
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.054822
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.853113
