¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
À(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.28455
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.540737
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.975861
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.466543
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.711004
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40952
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17874
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11124
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19773
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36139
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0006
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5733
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5065
(398.10, 14.29, 246.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.16521
(398.10, 14.29, 246.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.16125
(398.10, 14.29, 246.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.15948
(398.10, 14.29, 246.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.15987
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.732843
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.896672
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.073274
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.264154
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.469816
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.688465
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.926545
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.18669
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.472043
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.786696
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.135563
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.522464
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.955367
ù(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.443417
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.680173
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37406
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13309
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05601
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12474
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29521
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92571
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47573
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41413
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.15402
(398.10, 14.29, 246.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.21238
(398.10, 14.29, 246.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.20839
(398.10, 14.29, 246.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.2066
(398.10, 14.29, 246.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.20698
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.726966
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.890349
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.066455
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.256781
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.460507
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.678356
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.915535
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.174649
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.45882
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.772487
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.119534
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.504601
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.935339
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.420815
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.650014
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33947
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09319
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00207
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05346
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23097
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82173
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38192
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.32571
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.11948
(398.10, 14.29, 246.06) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 13.22109
(398.10, 14.29, 246.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.2567
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.72121
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.884159
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.059779
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.249561
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.451398
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.668468
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.904765
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.162872
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.44589
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.758592
ó(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.103868
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.487148
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.915774
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.39874
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.948935
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30576
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05428
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94582
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98396
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16861
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71055
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29177
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.23632
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.08856
(398.10, 14.29, 246.06) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 13.53855
(398.10, 14.29, 246.06) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 12.56828
(398.10, 14.29, 246.06) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 12.18193
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.715576
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.878099
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.053245
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.242496
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.442489
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.658797
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.894232
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.151357
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.433251
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.745013
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.088563
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.4701
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.896616
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.377183
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.924411
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27287
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01637
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88844
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91613
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10811
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60244
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20514
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.13996
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.06121
(398.10, 14.29, 246.06) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 13.40032
(398.10, 14.29, 246.06) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 12.26752
(398.10, 14.29, 246.06) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 12.1915
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.710063
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.87217
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.046854
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.235046
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.433779
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.649345
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.883938
õ(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.140106
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.420902
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.731749
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.073621
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.45346
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.877439
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.356148
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.900488
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.524133
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97943
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83249
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84999
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04939
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49725
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.12203
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04752
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.03742
(398.10, 14.29, 246.06) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 13.87826
(398.10, 14.29, 246.06) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 13.44461
(398.10, 14.29, 246.06) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 12.27728
(398.10, 14.29, 246.06) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 12.20344
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.704674
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.866375
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.040606
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.22718
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.425268
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.640112
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.873883
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.129117
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.409019
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.7187
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.059038
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.437224
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.858732
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.335628
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.877157
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.496639
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94348
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77784
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78548
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98466
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.395
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04236
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03804
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.0172
(398.10, 14.29, 246.06) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 13.59791
(398.10, 14.29, 246.06) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 12.54822
(398.10, 14.29, 246.06) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 12.29177
(398.10, 14.29, 246.06) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 12.21776
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.699406
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.860711
ê(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.0345
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.219496
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.416955
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.631094
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.864065
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.118386
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.397554
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.705851
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.044813
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.42139
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.840494
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.315619
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.852662
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.469829
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90849
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72769
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72259
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90933
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2955
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96598
(398.10, 14.29, 246.06) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 14.90678
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.00043
(398.10, 14.29, 246.06) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 13.64891
(398.10, 14.29, 246.06) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 12.38625
(398.10, 14.29, 246.06) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 12.30869
(398.10, 14.29, 246.06) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 12.26487
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.694261
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.85518
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.028539
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.211995
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.408842
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.622294
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.854485
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.10792
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.386372
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.693321
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.030943
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.405957
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.822781
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.296122
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.828032
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.443702
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.15425
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68279
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6613
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83604
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19881
(398.10, 14.29, 246.06) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 14.65643
(398.10, 14.29, 246.06) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 14.63385
(398.10, 14.29, 246.06) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 13.87748
(398.10, 14.29, 246.06) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 12.8549
ä(398.10, 14.29, 246.06) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 12.40585
(398.10, 14.29, 246.06) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 12.32804
(398.10, 14.29, 246.06) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 12.34442
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.689239
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.849782
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.022721
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.204678
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.400928
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.61371
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.845141
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.097714
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.37547
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.681113
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.01743
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.390923
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.805935
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.277131
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.805507
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.418251
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12309
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63912
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6016
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76468
(398.10, 14.29, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10479
