¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ÿ(392.24, 7.52, 358.25) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 23.78568
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72552
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03393
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35866
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70076
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.877437
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.053289
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.243355
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.449381
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.673411
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.917855
š(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.18557
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.47998
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.807214
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.176626
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.589997
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.05723
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.586479
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.190694
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.888693
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67742
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.60532
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66455
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92957
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19463
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47284
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76513
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07248
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39595
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.867962
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.043067
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.232298
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.437384
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.660354
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.903589
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.169927
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.462751
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.788579
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.155846
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.566689
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.031232
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.556713
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.156517
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.848225
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.63015
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.5494
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59235
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24085
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51845
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11652
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43907
(390.89, 7.71, 358.08) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 21.14715
(390.89, 7.71, 358.08) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 21.34804
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.858602
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.032972
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.221381
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.425543
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.647466
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.889515
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.154498
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.44576
»(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.770183
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.135344
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.543698
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.005593
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.527379
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.122852
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.808427
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.5837
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.4945
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5215
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56884
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85996
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16591
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48785
(390.89, 7.71, 358.08) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 21.13235
(390.89, 7.71, 358.08) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 21.11017
(390.89, 7.71, 358.08) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 21.29703
(390.89, 7.71, 358.08) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 24.35229
(390.89, 7.71, 358.08) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 24.33977
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.849361
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.023008
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.210607
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.413857
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.634752
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.875632
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.139278
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.429008
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.752028
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.115117
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.521096
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.98031
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.498473
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.089697
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.7693
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53807
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.44059
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.51484
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84925
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22053
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44045
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.34625
(390.89, 7.71, 358.08) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 21.10646
(390.89, 7.71, 358.08) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 21.08432
(390.89, 7.71, 358.08) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 21.26051
(390.89, 7.71, 358.08) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 24.59511
(390.89, 7.71, 358.08) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 24.12635
(390.89, 7.71, 358.08) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 24.10938
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.84024
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.013175
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.199975
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.40233
½(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.622211
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.861942
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.124275
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.412496
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.734118
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.095166
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.499015
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.955385
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.469995
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.057045
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.730838
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.49324
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.38767
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.45144
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76613
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86866
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70788
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.95326
(390.89, 7.71, 358.08) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 21.08475
(390.89, 7.71, 358.08) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 21.06265
(390.89, 7.71, 358.08) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 21.2282
(390.89, 7.71, 358.08) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 24.41744
(390.89, 7.71, 358.08) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 23.91158
(390.89, 7.71, 358.08) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 23.89258
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.83124
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.003472
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.189487
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.390959
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.609843
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.848442
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.109485
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.396223
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.716452
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.075492
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.477244
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.930817
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.441947
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.024902
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.693039
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44921
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.33573
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.38927
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68471
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11958
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98664
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.15362
(390.89, 7.71, 358.08) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 21.0672
(390.89, 7.71, 358.08) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 21.04512
(390.89, 7.71, 358.08) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 21.20008
(390.89, 7.71, 358.08) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 24.24701
(390.89, 7.71, 358.08) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 23.71414
(390.89, 7.71, 358.08) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 23.6842
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.82236
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.9939
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.179142
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.379745
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.59765
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.835135
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.09491
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.380189
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.699027
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.056095
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.455779
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.906603
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.414323
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.993395
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.655897
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40597
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28477
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.32832
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.605
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26984
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27731
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.11342
(390.89, 7.71, 358.08) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 21.05378
(390.89, 7.71, 358.08) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 21.03172
(390.89, 7.71, 358.08) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 21.17612
(390.89, 7.71, 358.08) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 24.0836
(390.89, 7.71, 358.08) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 23.52442
(390.89, 7.71, 358.08) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 23.48397
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.813601
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.984461
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.168941
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.36869
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.585629
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.822022
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.080547
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.364397
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.681846
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.036973
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.434621
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.882745
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.387124
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.962449
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.619406
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36351
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.23477
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.26857
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.5148
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17283
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.29462
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.98218
¬(390.89, 7.71, 358.08) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 21.0546
(390.89, 7.71, 358.08) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 21.02245
(390.89, 7.71, 358.08) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 21.15629
(390.89, 7.71, 358.08) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 23.88616
(390.89, 7.71, 358.08) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 23.34217
(390.89, 7.71, 358.08) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 23.29158
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.804963
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.975154
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.158887
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.357794
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.573786
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.809103
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.066401
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.348843
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.66491
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.01813
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.413771
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.859243
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.360348
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.931996
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.58356
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32183
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18571
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.21
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.44366
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07802
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19681
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.85429
(390.89, 7.71, 358.08) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 21.06087
(390.89, 7.71, 358.08) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 21.01728
(390.89, 7.71, 358.08) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 21.14058
(390.89, 7.71, 358.08) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 23.79325
(390.89, 7.71, 358.08) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 23.16714
(390.89, 7.71, 358.08) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 23.10678
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.796448
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.965981
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.148976
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.347058
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.562117
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.796376
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.05247
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.333529
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.648216
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.999561
(390.89, 7.71, 358.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.393227
