¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
 (377.00, 16.36, 288.71) (382.98, 8.54, 305.30) (0.81, 2.16, 0.81) Human 1.794974
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.817751
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.049839
»(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.302527
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.578564
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.877534
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.188662
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.530836
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.908863
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.328519
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.796995
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.323261
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.918559
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60106
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41778
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38117
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52562
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90635
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6046
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.61021
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.97455
(376.99, 16.35, 288.60) (403.59, 8.67, 306.75) (0.81, 2.16, 0.81) Human 21.52935
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.246451
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.431539
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.631286
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.847447
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.082106
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.337669
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.617023
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.91651
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.231429
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.57792
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.960938
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.386425
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.861833
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.396306
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00146
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70826
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5425
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52036
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69068
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10736
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85472
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.95664
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.03272
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.270364
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.457264
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.659069
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.877566
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.114869
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.373408
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.656126
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.956156
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.274921
µ(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.625908
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.014064
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.445571
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.928078
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.470988
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0863
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81828
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67064
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66103
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86079
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.315
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06923
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.3175
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.09424
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.294578
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.483379
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.687281
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.908125
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.148082
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.40964
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.695833
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.996552
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.319249
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.674763
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.068212
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.505925
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.995754
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.547371
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18151
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93111
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80232
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8069
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03608
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5213
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26594
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.69368
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.15922
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.07295
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.319105
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.509814
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.715908
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.939138
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.181823
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.446507
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.736165
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.037635
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.364407
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.724566
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.123468
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.56755
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.064877
¶(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.625435
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28167
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04685
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9375
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95696
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19992
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71351
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37988
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.08606
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.22766
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.80208
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.343959
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.536642
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.744878
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.970594
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.216052
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.483879
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.777201
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.079454
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.410393
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.775348
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.1798
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.63039
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.135445
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.70687
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38429
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16567
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06024
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11126
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33992
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91163
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37969
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.16159
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.29343
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.54129
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.369153
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.563817
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.774293
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.002509
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.250784
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.521838
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.816942
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.122034
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.457197
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.827048
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.237242
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.69457
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.207563
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.798462
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4894
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28755
¶(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18619
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27005
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48987
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91752
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38094
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.87496
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.76966
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.93267
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.394671
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.591325
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.804083
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.034872
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.286043
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.560371
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.856485
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.165308
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.504848
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.87978
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.295793
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.760031
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.281178
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.892188
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59714
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41177
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31555
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4318
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65965
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91423
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38359
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.59924
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.1908
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.12388
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.53937
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.420498
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.61921
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.834262
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.06767
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.321784
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.599502
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.896687
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.209389
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.55337
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.933458
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.355486
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.826813
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.360965
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.988108
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7075
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52547
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44832
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55958
¸(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8343
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91291
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.34057
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.33396
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.64451
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.72469
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.62996
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.09823
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.446619
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.647458
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.864877
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.100921
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.35806
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.639191
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.93751
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.254211
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.602793
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.988139
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.416357
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.894953
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.446901
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08624
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82066
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64202
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58986
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69071
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01022
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91353
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26704
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07864
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.16864
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.3435
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.97628
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.21186
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.473103
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.676083
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.895884
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.134644
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.394858
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.679461
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.979064
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.29983
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.653053
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.043825
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.478436
(376.99, 16.35, 288.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.964519
