¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(401.04, 14.82, 310.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.424518
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.108297
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.096477
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.085712
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.076
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.06732
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.05967
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.053041
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.047419
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.048847
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.067611
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.108171
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.187101
(400.53, 14.82, 310.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.727467
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.435241
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.334727
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.283664
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.255521
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.23188
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.209466
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.188266
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.168262
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.149418
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.131709
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.115138
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.099669
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.085296
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.071992
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.05975
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.048564
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.038408
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.029291
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.021179
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.01409
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.007996
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.002904
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.004089
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.020086
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.053587
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.112524
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.232014
(400.53, 14.82, 310.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.715184
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.370055
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.291817
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.247472
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.221361
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.198306
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.176451
™ (400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.155801
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.136311
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.117981
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.100774
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.084673
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.06967
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.055748
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.042888
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.03108
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.02031
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.010556
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.001832
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 4.994119
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 4.987407
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 4.981683
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 4.976954
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 4.978034
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 4.992744
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.02319
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.075025
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.166817
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.500799
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.34144
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.270564
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.228998
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.20378
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.181127
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.159681
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.139417
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.120311
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.102346
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.085498
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.069756
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.055096
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.041513
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.028979
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.0175
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.007042
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 4.997605
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 4.989186
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 4.981772
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 4.975356
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 4.96992
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 4.96548
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 4.966536
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 4.980746
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.009996
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.059278
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.143466
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.485352
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.335899
 (400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.266303
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.225253
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.200348
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.178003
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.156864
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.136905
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.1181
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.100425
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.083864
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.068409
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.054029
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.040716
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.028452
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.017242
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.007053
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 4.997888
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 4.989739
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 4.982579
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 4.976423
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 4.971251
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 4.967068
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 4.968178
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 4.982441
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.011851
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.061479
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.146653
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.539695
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.351634
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.278249
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.235723
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.210599
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.188521
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.167632
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.147927
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.12937
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.111947
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.095643
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.080426
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.066298
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.053238
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.04123
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.030266
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.02033
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.011414
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.003516
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 4.996617
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 4.990715
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 4.985799
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 4.981882
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 4.983107
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 4.998064
› (400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.029058
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.082133
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.177917
(400.53, 14.82, 310.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.668111
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.394197
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.308728
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.261944
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.235746
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.213905
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.193265
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.173795
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.155481
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.138299
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.122252
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.107285
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.093414
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.080621
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.068874
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.058187
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.048519
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.039883
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.032268
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.025663
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.020052
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.015443
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.01183
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.013331
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.029826
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.064584
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.12663
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.264575
(400.53, 14.82, 310.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.656849
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.498854
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.365949
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.308754
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.279489
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.257929
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.237578
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.218404
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.200396
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.18353
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.167798
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.153169
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.139643
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.127178
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.115794
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.105467
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.096179
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.087937
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.08072
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.074529
ƒ (400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.069335
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.065169
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.061997
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.064056
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.084001
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.12776
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.218473
(400.53, 14.82, 310.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.645784
(400.53, 14.82, 310.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.834005
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.493167
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.391797
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.35199
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.330873
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.311076
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.292487
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.275093
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.258842
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.243761
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.229796
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.216959
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.205225
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.194572
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.18502
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.176548
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.169121
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.162771
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.157466
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.153218
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.15001
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.147852
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.151635
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.182378
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.270867
(400.53, 14.82, 310.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.634916
(400.53, 14.82, 310.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.822342
(400.53, 14.82, 310.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.023876
(400.53, 14.82, 310.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.200366
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.524086
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.486284
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.470886
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.457234
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.445512
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.435984
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.429141
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.426385
(400.53, 14.82, 310.65) (382.56, 8.47, 300.93) (0.81, 2.16, 0.81) Human 5.433036
(400.53, 14.82, 310.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.599588
(400.53, 14.82, 310.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.071621
(400.53, 14.82, 310.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.600523
(400.53, 14.82, 310.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.15386
(400.53, 14.82, 310.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.21561
™(400.53, 14.82, 310.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.88635
(400.53, 14.82, 310.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.70385
(400.53, 14.82, 310.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.23884
(400.53, 14.82, 310.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.844
(400.53, 14.82, 310.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.03952
(400.53, 14.82, 310.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.48014
(400.53, 14.82, 310.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.624244
(400.53, 14.82, 310.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.810884
(400.53, 14.82, 310.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.011567
