¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
õ(379.66, 15.50, 276.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.481483
(379.56, 15.64, 277.54) (392.39, 8.55, 300.17) (0.81, 2.16, 0.81) Human 15.54383
(379.56, 15.64, 277.54) (392.39, 8.55, 300.17) (0.81, 2.16, 0.81) Human 15.52028
(379.56, 15.64, 277.54) (392.39, 8.55, 300.17) (0.81, 2.16, 0.81) Human 15.50795
(379.56, 15.64, 277.54) (392.39, 8.55, 300.17) (0.81, 2.16, 0.81) Human 15.71599
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.04578
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.333831
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.649178
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.975634
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.331308
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.923668
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.898298
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46605
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50936
»(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45555
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48113
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98202
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15208
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24284
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.39868
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.60597
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.77126
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.68683
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.027092
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.314632
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.628148
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.951514
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.304926
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.692917
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.447333
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78268
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10999
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99309
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45078
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93475
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05431
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02868
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.21291
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.4137
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.50136
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.23844
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.009536
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.295465
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.606491
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.927581
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.278719
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.664116
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.089015
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17319
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73492
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56102
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36846
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88114
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87551
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82343
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.97602
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.19061
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.24016
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.80752
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.39378
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.992004
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.276368
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.584761
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.90391
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.252725
º(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.635573
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.057477
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.626493
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05818
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15638
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25204
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82805
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70138
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.62881
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.74588
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.07517
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.99375
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.33221
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.72625
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.974509
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.257367
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.563216
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.880396
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.227016
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.607271
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.026229
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.497661
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41034
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77672
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13574
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70161
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53174
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43944
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.52226
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.96312
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.87102
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.8511
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.17418
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.84132
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.957148
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.23848
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.541855
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.857105
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.201497
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.579227
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.99534
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.474504
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03641
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32728
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01979
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45999
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35171
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25521
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39306
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.85451
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.75207
º(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.73321
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.68445
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.13456
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.939854
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.219626
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.520632
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.833994
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.176236
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.551451
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.96922
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.451499
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01048
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64195
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90416
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21662
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13219
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06111
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28597
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.74915
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.63971
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.61937
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.56024
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.5358
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.66967
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.922602
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.200879
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.499644
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.811107
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.151155
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.523982
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.948062
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.428463
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.984571
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61264
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45557
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98075
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91928
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8226
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.18036
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.64697
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.53687
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.50944
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.44041
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.27005
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.16486
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.905426
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.182251
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.478824
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.788385
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.126378
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.498532
´(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.927046
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.405514
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.958813
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58339
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25525
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75218
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7128
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59161
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89166
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.54873
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.43736
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.40335
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.30035
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.01873
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.868
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.83682
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.888366
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.163646
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.458181
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.765917
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.101821
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.47963
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.906125
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.382677
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.933062
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55428
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1453
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5305
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51252
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36939
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59055
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.31596
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.34104
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.30102
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.07296
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.7763
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.58199
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.53643
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.871346
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.145207
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.43774
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.743651
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.077483
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.46086
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.885321
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.359891
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.907446
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52528
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03816
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31551
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31818
¹(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17806
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2989
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91446
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.01983
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.20241
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.85356
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.5424
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.30633
(379.56, 15.64, 277.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.25513
(379.50, 15.74, 278.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.923819
(379.50, 15.74, 278.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.993133
(379.50, 15.74, 278.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.067855
(379.50, 15.74, 278.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.145859
(379.50, 15.74, 278.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.288525
(379.50, 15.74, 278.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.448683
(379.50, 15.74, 278.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.619961
(379.50, 15.74, 278.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.803524
(379.50, 15.74, 278.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.000726
(379.50, 15.74, 278.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.213022
(379.50, 15.74, 278.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.442246
(379.50, 15.74, 278.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.690311
(379.50, 15.74, 278.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.888639
(379.50, 15.74, 278.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.124237
(379.50, 15.74, 278.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.593427
(379.50, 15.74, 278.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.130456
(379.50, 15.74, 278.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.820783
(379.50, 15.74, 278.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.931017
(379.50, 15.74, 278.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.002986
(379.50, 15.74, 278.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.078043
(379.50, 15.74, 278.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.181898
(379.50, 15.74, 278.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.33368
(379.50, 15.74, 278.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.496817
(379.50, 15.74, 278.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.671412
(379.50, 15.74, 278.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.858599
(379.50, 15.74, 278.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.059816
