¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
÷(342.28, 7.24, 370.07) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.5818
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.286798
Ş(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.490998
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.713175
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.960812
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.229858
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.522201
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.854019
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.21346
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.615112
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.062312
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.565614
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.15864
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.844937
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65086
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.60498
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63935
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04444
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.77596
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.42199
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.39145
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.36383
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.33911
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.31726
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.29826
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.28209
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.26873
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.25818
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.25042
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.270192
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.472968
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.693541
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.939345
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.206062
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.495869
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.824833
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.18076
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.578434
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.02101
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.518869
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.103818
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.780061
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57316
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.51311
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52023
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89941
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5955
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.31458
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.28436
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.25704
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.23259
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.21099
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.19222
Ö(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.17626
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.16309
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.1527
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.14508
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.253721
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.455091
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.674057
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.91805
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.182493
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.469762
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.795908
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.148416
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.542156
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.980205
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.472717
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.04965
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.716031
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.49658
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.42283
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40338
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75735
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41918
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.21153
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.18161
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.15457
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.13038
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.10902
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.09047
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.07471
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.06172
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.05149
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.04401
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.237386
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.437368
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.654725
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.896928
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.159154
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.443884
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.76725
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.116427
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.506285
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.939897
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.427155
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.996137
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.652849
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42111
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.33161
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2887
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6182
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24685
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.1127
á(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.08307
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.0563
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.03236
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.01123
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.99288
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.97731
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.96449
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.95441
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.94706
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.22119
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.419805
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.635549
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.875983
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.136046
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.418236
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.73886
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.084797
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.470818
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.9001
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.382183
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.943279
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.590508
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34675
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.24171
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17619
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4819
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07837
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.01796
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.98861
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.96209
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.93839
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.91748
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.89933
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.88394
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.87128
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.86134
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.85412
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.205131
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.4024
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.616529
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.855215
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.113168
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.392819
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.710737
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.053524
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.435753
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.860796
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.337797
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.891071
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.529
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27348
õ(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15326
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06579
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34844
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91374
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.9272
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.89811
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.87184
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.84836
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.82766
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.8097
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.79448
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.78198
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.77218
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.76507
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.1892
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.385156
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.597667
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.834626
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.090522
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.367638
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.682886
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.022611
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.401094
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.821985
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.293995
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.839513
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.468328
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20129
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06624
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95751
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21769
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75282
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.8403
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.81146
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.78543
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.76217
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.74166
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.72389
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.70883
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.69647
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.6868
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.67981
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.173414
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.368073
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.579084
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.814219
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.068111
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.342881
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.655305
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.992053
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.366838
ù(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.783663
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.250772
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.788602
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.408477
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.13017
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.98065
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85006
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08963
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59548
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.75716
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.72856
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.70275
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.6797
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.65938
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.64178
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.62688
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.61466
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.60511
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.59823
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.157775
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.351153
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.560723
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.793993
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.045933
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.318554
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.627998
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.961856
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.332987
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.745833
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.208118
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.738334
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.349449
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.06012
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.89646
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74409
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96419
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4417
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.67768
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.64931
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.62371
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.60085
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.58072
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.56328
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.54853
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.53644
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.52701
(342.25, 7.26, 370.12) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.52022
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.142283
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.334396
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.542545
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.773954
ğ(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.023993
(342.25, 7.26, 370.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.294497
