¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ø(381.89, 13.86, 260.99) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 24.15926
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.93201
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.314563
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.041555
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.378795
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.751521
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.165614
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.628178
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.148215
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.764561
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49271
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34061
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36414
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56665
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.974
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34957
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43276
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.67358
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.306779
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.028227
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.364103
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.73521
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.147413
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.607832
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.12524
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.728505
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45094
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29165
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29637
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.473
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85971
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14956
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20508
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41203
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.727392
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.017531
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.349266
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.718791
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.129125
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.5873
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.102081
º(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.692219
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40894
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24248
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22846
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37982
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74612
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95519
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98415
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15875
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.46649
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.718938
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.008287
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.334296
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.702202
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.110671
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.566617
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.078768
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.658021
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36675
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19309
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16518
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28718
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63337
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76624
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76973
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91332
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.60056
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.710405
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.998961
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.319228
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.685512
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.092069
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.545767
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.055289
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.631371
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32432
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14352
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10646
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.216
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53366
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58384
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56155
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.67554
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.02065
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.701829
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.98961
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.304662
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.668706
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.073372
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.524832
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.031681
·(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.604577
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28176
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09379
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04763
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15621
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46118
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41773
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37289
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45788
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.77324
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.90482
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.693189
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.980146
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.294303
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.6518
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.05455
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.503736
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.007925
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.577648
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23906
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04394
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98865
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09623
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38859
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26073
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19014
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24983
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.54944
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.65403
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.68448
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.970631
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.283868
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.634764
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.035572
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.482573
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.984055
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.550549
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1962
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99393
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92959
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03614
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3159
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11305
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01241
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07452
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.32989
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.36957
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.27381
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.675719
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.961076
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.273374
¶(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.617631
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.016556
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.461269
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.96006
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.523327
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1643
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94383
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87042
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97124
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19181
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96913
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83974
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90654
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.11453
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.09553
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.86097
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.666921
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.951437
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.262815
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.60494
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.997386
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.439836
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.935966
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.49599
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13305
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89363
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81125
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9004
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06595
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82881
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68244
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74134
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.90321
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.8314
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.57606
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.38315
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.65806
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.941772
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.252206
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.593252
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.978134
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.418321
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.911739
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.468565
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10171
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84341
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75204
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82956
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94316
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69208
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52918
¸(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57884
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.68572
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.62003
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.36205
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.16671
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.649154
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.932031
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.241542
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.58149
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.958811
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.396693
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.887409
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.440992
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07023
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7931
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69278
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75878
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82771
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56847
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39628
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42362
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.45266
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.45219
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.18567
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.97592
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.640195
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.922252
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.230815
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.569689
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.943528
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.374981
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.863026
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.413363
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03871
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75526
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63351
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6881
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71818
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45848
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27318
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31566
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.22491
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.20306
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.01514
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.7916
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.63118
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.912449
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.220059
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.557862
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.930408
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.353193
¶(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.838528
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.38566
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00704
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71885
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57434
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61749
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59867
(381.66, 13.89, 261.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35109
