¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
 (431.39, 10.28, 362.95) (409.44, 2.35, 366.38) (8.54, 3.41, 3.87) Truck 3.246836
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.861581
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.081805
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.257779
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.439986
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.63445
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.842418
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.065254
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.30458
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.481062
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.561193
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.635548
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.707974
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.783347
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.861707
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.94326
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.028079
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.116348
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.208201
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.303807
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.403279
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.506886
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.614758
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.748802
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.960158
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.183853
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.30223
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.474186
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.662034
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.866123
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.086699
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.273039
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.456234
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.651754
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.860865
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.085016
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.325726
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.465264
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.537825
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.622133
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.709866
¹(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.798164
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.876865
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.958769
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.043943
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.132567
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.224826
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.320837
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.420737
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.524755
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.633125
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.745953
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.94936
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.172495
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.305513
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.477654
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.666444
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.870861
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.091849
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.288846
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.473011
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.669658
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.880013
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.105468
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.347678
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.450772
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.520798
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.599575
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.68672
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.777436
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.871903
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.970238
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.061336
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.150388
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.243039
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.339486
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.439869
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.544382
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.653204
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.76661
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.940351
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.163036
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.308942
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.48132
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.671027
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.875776
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.097179
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.305228
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.490434
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.688217
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.899811
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.126649
³(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.370428
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.437513
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.50727
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.57984
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.665019
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.75519
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.849037
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.946741
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.048511
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.15452
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.262836
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.359742
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.460646
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.565694
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.675082
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.789041
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.933155
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.157201
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.31253
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.485478
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.67575
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.880926
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.102699
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.32212
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.50844
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.70738
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.920304
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.148592
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.358689
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.425526
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.495008
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.567321
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.64471
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.734326
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.827636
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.924765
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.025934
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.131317
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.241164
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.355648
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.475033
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.588753
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.698748
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.813336
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.932762
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.154255
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.316293
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.490059
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.680696
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.886224
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.108471
·(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.339645
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.527028
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.727248
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.941497
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.171288
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.348163
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.414768
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.484024
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.556089
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.631061
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.714881
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.807673
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.904281
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.004919
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.109719
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.218914
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.332757
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.45146
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.575307
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.704576
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.839513
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.959614
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.153232
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.320249
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.49481
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.685795
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.891742
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.114439
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.355875
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.546289
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.747741
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.963387
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.19473
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.33886
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.405231
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.474319
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.546163
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.620936
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.698683
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.789163
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.88524
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.985367
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.089639
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.198297
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.311526
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.42963
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.552814
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.681353
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.815585
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.955794
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.157511
»(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.324378
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.499703
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.691102
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.897443
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.120579
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.362548
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.566103
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.768904
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.986002
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.218944
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.330779
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.396981
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.465871
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.537538
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.61209
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.689651
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.772023
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.86771
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.967316
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.071122
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.179204
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.291938
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.409441
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.532038
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.659948
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.793495
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.933021
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.186639
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.328661
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.504809
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.696561
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.903341
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.126959
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.369495
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.586545
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.790731
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.009326
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.243964
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.323868
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.389916
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.458654
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.530187
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.604574
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.681957
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.762461
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.851557
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.950754
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.054079
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.161736
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.273936
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.390924
´(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.512934
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.6403
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.773205
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.912119
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.207646
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.333096
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.51006
(431.42, 10.30, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.702212
