¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ê (336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.845059
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31983
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43036
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54534
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66497
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78937
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91886
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05359
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19382
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32548
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44613
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.086143
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.337764
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.612443
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.845683
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.067441
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.301978
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.554161
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.825975
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.151417
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.58457
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.247236
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.74756
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1136
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51036
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91701
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00498
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10297
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20491
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31096
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42133
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53611
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65551
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77976
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90902
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04351
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18345
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32916
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45294
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.083467
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.333204
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.607442
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.848938
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.067636
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.302189
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.55439
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.826194
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.13693
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.568438
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.257379
ˆ(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.790281
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15974
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56028
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91133
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03508
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12463
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21784
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31483
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41579
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52902
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64826
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77233
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90141
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03575
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17553
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32104
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46226
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.08131
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.329568
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.602393
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.849483
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.068211
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.30281
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.555044
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.826916
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.122659
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.552604
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.266423
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.834303
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20726
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61175
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90731
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06944
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15963
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25349
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35114
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45282
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55856
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66861
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78306
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90212
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03031
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16999
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31535
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46666
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.079176
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.327217
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.597759
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.850375
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.069176
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.303848
ƒ(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.556166
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.828107
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.122033
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.53703
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.274452
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.879572
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25616
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66477
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90495
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10599
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19682
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29136
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38979
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49218
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59871
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70955
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82483
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94477
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06955
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19936
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33446
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.475
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.076992
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.32487
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.595161
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.852257
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.070521
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.305326
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.557751
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.829805
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.123839
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.521721
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.281457
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.926195
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30654
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7065
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9042
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11154
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23628
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33157
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43074
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53395
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64129
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75296
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86917
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99005
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11577
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24658
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3827
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52422
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.074815
†(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.322492
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.592576
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.861372
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.073985
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.307177
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.559763
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.831975
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.126194
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.50672
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.287316
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.974125
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35838
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70738
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90515
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11253
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27804
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37409
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4741
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57812
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68635
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79896
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91612
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03796
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16473
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2966
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43381
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57276
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.072622
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.320099
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.589955
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.870894
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.084144
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.312505
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.562202
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.834628
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.129073
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.491965
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.292159
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02344
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41173
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70983
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90769
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11521
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32212
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41904
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51986
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62477
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73395
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8475
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96566
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08853
÷(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21643
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34947
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48522
(336.58, 7.21, 311.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62414
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.338705
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.542587
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.160181
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.411008
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.684535
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.983821
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.312658
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.675571
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.092378
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.561125
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.089696
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.695973
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42054
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26453
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37015
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8765
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.340893
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.544957
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.165576
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.417217
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.691661
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.992024
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.322102
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.686482
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.109562
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.580662
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.111759
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.730719
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46565
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31735
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46539
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02403
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.343123
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.547372
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.172926
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.425212
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.700399
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.001587
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.332656
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.698168
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.127086
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.600327
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.134055
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.759217
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51117
(336.73, 7.22, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37075
