¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ê(406.28, 14.92, 311.53) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.73151
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.887752
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09836
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32022
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55413
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80104
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06203
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33818
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18398
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40063
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98979
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19838
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.9408
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.310707
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.557656
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.826109
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.11893
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.439504
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.775452
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.139053
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.540047
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.848908
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.173232
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.521728
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.825103
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13943
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3632
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59921
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84835
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11172
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3905
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22548
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42235
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0145
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19407
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.43302
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.307957
²(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.554698
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.822901
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.115391
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.435637
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.773861
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.137293
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.458321
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.752117
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.068878
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.411361
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.73665
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05582
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39872
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64617
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89768
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16358
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44505
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2681
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46137
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04047
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20293
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.98039
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.305273
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.551749
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.819677
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.111921
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.431815
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.772367
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.10334
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.370705
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.657978
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.967576
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.301951
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.650794
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.964038
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30034
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6623
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94903
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21757
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50194
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31196
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48972
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06773
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23247
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.57132
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.302563
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.548834
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.816518
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.10847
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.428021
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.770996
³(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.023741
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.285453
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.566555
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.869172
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.195792
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.549331
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.874951
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20495
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55989
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94265
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27378
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56115
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.357
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51928
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09628
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26159
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.22161
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.299942
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.54597
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.813383
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.105021
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.42424
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.724434
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.946252
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.202538
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.477621
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.773566
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.092772
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.437944
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.788505
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11243
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46062
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83586
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24129
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62276
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38388
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55011
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12608
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27162
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.90639
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.297308
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.543103
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.810284
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.101652
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.419148
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.743738
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.915123
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.121863
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.391193
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.680729
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.992758
­(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.329967
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.69542
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02269
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36442
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73245
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12983
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56011
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41067
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58223
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1572
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2831
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.62868
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.57694
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.294686
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.540307
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.807206
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.098298
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.410048
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.749513
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.936296
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.11816
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.310198
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.590506
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.895683
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.225224
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.582026
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.935648
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27118
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63229
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02196
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52672
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43851
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61566
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18962
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29606
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.57601
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.15179
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.292137
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.537518
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.804174
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.092168
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.401067
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.739633
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.958389
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.141377
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.334618
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.538929
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.801423
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.123581
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.472158
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.850401
ª(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1808
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53526
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91752
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56762
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47956
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65038
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22336
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31048
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.58652
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.87502
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.289573
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.534774
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.801188
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.084055
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.392147
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.729855
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.98146
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.165569
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.360052
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.565784
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.783578
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.024964
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.365632
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.73498
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09318
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44131
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87055
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60985
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52231
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68643
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24519
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32636
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.59872
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.58843
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.287054
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.53202
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.794502
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.075991
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.383338
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.7202
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.005452
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.190802
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.386597
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.593699
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.813067
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.045725
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.292845
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.62315
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00826
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35026
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90869
¨(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65341
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5663
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7344
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26545
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.34367
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.61264
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.28498
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.284578
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.529013
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.787167
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.068038
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.374646
