¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
• (422.65, 14.73, 249.45) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.833946
(422.65, 14.73, 249.45) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 16.60141
(422.65, 14.73, 249.45) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 16.59952
(422.65, 14.73, 249.45) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 16.60087
(422.65, 14.73, 249.45) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 16.60546
(422.65, 14.73, 249.45) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 16.61329
(422.65, 14.73, 249.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.16599
(422.65, 14.73, 249.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.15128
(422.65, 14.73, 249.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.14089
(422.65, 14.73, 249.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.44524
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.904051
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.904245
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.955007
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.198056
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.463959
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.75528
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.075547
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.429214
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.821699
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.259668
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.750116
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.304144
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.935138
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.66018
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27454
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3035
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52386
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94056
(422.65, 14.73, 249.45) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 16.75041
(422.65, 14.73, 249.45) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 16.74868
€(422.65, 14.73, 249.45) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 16.75021
(422.65, 14.73, 249.45) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 16.75501
(422.65, 14.73, 249.45) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 16.76309
(422.65, 14.73, 249.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.19835
(422.65, 14.73, 249.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.2583
(422.65, 14.73, 249.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.17319
(422.65, 14.73, 249.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.16711
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.902241
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.939885
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.967964
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.197281
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.463305
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.754563
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.074756
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.428338
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.820725
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.257918
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.747907
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.30164
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.932273
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.66068
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.49835
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30033
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51404
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92438
(422.65, 14.73, 249.45) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 16.90541
(422.65, 14.73, 249.45) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 16.90384
(422.65, 14.73, 249.45) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 16.90558
(422.65, 14.73, 249.45) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 16.9106
(422.65, 14.73, 249.45) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 16.91894
(422.65, 14.73, 249.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.23514
(422.65, 14.73, 249.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.29518
(422.65, 14.73, 249.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.50464
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.900489
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.974605
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.992361
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.196756
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.46273
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.753933
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.074064
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.42757
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.819722
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.256095
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.745853
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.299311
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.933188
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65796
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.49514
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29755
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5012
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9089
ø(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42195
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.28505
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.25946
(422.65, 14.73, 249.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.39436
(422.65, 14.73, 249.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.2956
(422.65, 14.73, 249.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.27641
(422.65, 14.73, 249.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.33655
(422.65, 14.73, 249.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.32604
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.898802
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.010013
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.017834
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.196305
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.462237
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.753392
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.073467
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.426911
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.818215
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.254408
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.744107
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.300501
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.934079
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65545
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.4922
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29515
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48895
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89415
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.49934
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.40742
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.50845
(422.65, 14.73, 249.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.44042
(422.65, 14.73, 249.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.34144
(422.65, 14.73, 249.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.32219
(422.65, 14.73, 249.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.38244
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.897143
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.047035
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.044404
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.195927
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.461823
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.75294
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.072971
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.425941
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.816833
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.253133
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.745331
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.301889
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.932111
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65318
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.48956
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29317
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47725
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88006
ø(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57833
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.53319
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.76512
(422.65, 14.73, 249.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.49107
(422.65, 14.73, 249.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.39186
(422.65, 14.73, 249.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.37254
(422.65, 14.73, 249.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.39964
(422.65, 14.73, 249.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.45814
(422.65, 14.73, 249.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.44203
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.895558
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.08572
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.0721
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.195622
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.461491
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.752576
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.072567
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.424809
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.815915
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.254349
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.746702
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.302627
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.930352
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65115
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.4872
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29157
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46618
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86667
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47663
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.65425
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.02979
(422.65, 14.73, 249.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.44688
(422.65, 14.73, 249.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.4275
(422.65, 14.73, 249.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.41252
(422.65, 14.73, 249.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.04502
(422.65, 14.73, 249.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.02951
(422.65, 14.73, 249.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.01851
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.894015
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.116529
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.10094
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.195393
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.46124
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.7523
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.071651
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.424163
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.81712
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.2557
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.748223
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.301271
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.928803
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64937
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.48477
ˆ(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28634
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45565
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85399
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3578
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.46486
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.09858
(422.65, 14.73, 249.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.16655
(422.65, 14.73, 249.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.14448
(422.65, 14.73, 249.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.12696
(422.65, 14.73, 249.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.96679
(422.65, 14.73, 249.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.95837
(422.65, 14.73, 249.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.95443
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.894693
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.116624
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.137042
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.195238
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.46107
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.751916
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.07121
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.425353
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.818444
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.257178
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.748915
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.300097
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.927464
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64782
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.4794
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27796
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44569
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84202
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27069
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.29464
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.86614
(422.65, 14.73, 249.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.12727
(422.65, 14.73, 249.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.68283
(422.65, 14.73, 249.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.08779
(422.65, 14.73, 249.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.9279
(422.65, 14.73, 249.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.91952
(422.65, 14.73, 249.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.9156
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.896124
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.118158
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.18077
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.210308
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.460979
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.751628
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.072381
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.426649
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.819881
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.25879
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.748043
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.299109
•(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.926332
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64648
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.47435
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27006
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43634
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80246
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.21578
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.12869
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.63781
(422.65, 14.73, 249.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.51335
(422.65, 14.73, 249.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.48753
(422.65, 14.73, 249.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.46615
(422.65, 14.73, 249.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.44917
(422.65, 14.73, 249.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.91018
(422.65, 14.73, 249.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.90181
(422.65, 14.73, 249.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.89792
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.8976
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.11974
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.226355
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.243365
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.460959
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.752776
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.073645
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.428046
