¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‡(409.10, 13.29, 328.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.777674
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.766938
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.579888
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57144
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.78732
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64723
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92971
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.52885
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.448291
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.596249
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.760625
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.938939
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.13224
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.342308
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.571484
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.822402
õ(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.098163
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.412755
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.531693
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.581363
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.018829
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.522402
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.105525
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.788505
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.604374
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.59113
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.81874
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65761
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95879
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.62882
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.455283
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.603774
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.764538
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.943215
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.136828
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.347342
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.57697
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.828396
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.104788
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.425203
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.498218
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.596497
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.032712
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.538392
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.124133
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.81043
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.629277
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62147
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85244
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66853
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99991
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.72798
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.46246
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.611451
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.771669
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.947611
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.141603
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.352502
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.582639
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.834584
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.111614
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.437883
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.466344
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.611845
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.051454
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.554631
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.143041
ó(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.83272
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.654598
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65234
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.88677
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68003
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.00443
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.97491
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.469748
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.619272
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.780106
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.953558
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.146489
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.357841
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.588445
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.84096
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.11865
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.45066
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.443923
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.627404
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.071456
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.571124
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.162251
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.85537
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.680341
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.68374
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92179
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69206
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01035
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.35739
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.477192
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.627264
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.788697
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.962811
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.151558
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.363341
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.594429
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.847562
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.125896
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.428211
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.423661
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.643175
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.089462
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.594497
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.181756
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.878382
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.706745
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.71567
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.96162
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73417
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01763
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.75055
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.48475
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.635395
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.79746
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.972275
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.161355
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.369009
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.600616
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.854331
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.134057
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.400833
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.404553
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.659159
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.107717
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.618526
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.202781
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.901757
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.734745
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74813
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10315
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80493
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02625
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.94097
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.492499
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.643704
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.806423
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.981922
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.171796
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.3778
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.606963
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.861282
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.145938
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.374928
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.386578
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.675352
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.126217
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.642906
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.231117
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.925492
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.763189
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.78112
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1389
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87692
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06472
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.59322
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.500385
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.652171
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.815501
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.991774
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.182432
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.389355
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.61464
ô(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.868473
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.157928
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.350468
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.369728
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.691754
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.144964
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.665626
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.25988
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.953154
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.792087
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.81465
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18473
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95022
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1629
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.21645
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.508393
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.660788
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.824764
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.001743
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.193271
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.401143
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.627455
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.875816
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.170136
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.32743
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.353985
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.708367
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.163958
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.687546
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.289069
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.98753
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.821432
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.84871
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24263
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02481
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26326
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.85567
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.516554
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.669518
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.834226
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.011938
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.204318
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.413124
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.640546
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.889095
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.182427
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.305785
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.339339
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.725188
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.183195
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.709757
ó(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.318686
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.022431
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.858351
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.88428
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30147
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1007
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35299
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.50993
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.5249
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.678473
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.843846
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.022354
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.215587
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.425344
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.653866
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.900583
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.196099
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.285512
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.338253
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.742217
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.202677
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.732261
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.347656
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.05786
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.900745
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.92128
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36129
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17792
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4389
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.17843
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.533327
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.687556
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.85362
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.032923
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.227005
(410.61, 13.57, 327.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.437797
