¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
œ (392.89, 14.62, 307.56) (409.36, 8.56, 315.57) (0.81, 2.16, 0.81) Human 4.73827
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.91916
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.36217
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.80302
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.3025
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.495164
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.952322
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.470668
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.063159
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.87312
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85573
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79655
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80407
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.50662
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.19813
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.30217
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.61351
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.04842
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.30124
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.98141
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.7131
›(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.46758
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.88223
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.30037
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.73883
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.19887
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.91967
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.459615
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.909455
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.421789
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.006957
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.777773
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71531
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66426
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66241
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.44567
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.06374
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.23001
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.46345
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.92939
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.32951
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.01166
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.74559
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.43154
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.82741
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.24284
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.67899
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.13666
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.65355
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.427071
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.868107
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.372653
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.950549
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.682569
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57713
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53049
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5083
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.37007
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.94092
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.12443
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.35708
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.81149
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.1753
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.0445
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.74601
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.31366
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.80993
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.21235
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.63395
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.07898
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.55717
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.39422
—(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.83108
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.32453
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.893946
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.58759
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44114
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36843
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35663
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.29789
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.8019
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.96985
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.27364
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.66702
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.01816
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.07997
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.63851
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.20028
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.79624
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.19817
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.61921
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.06059
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.52366
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.361109
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.79376
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.28219
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.837688
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.492884
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30741
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20946
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20743
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.22609
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.61573
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.8586
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.17736
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.56906
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.91821
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.01028
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.5351
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.09126
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.68141
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.18787
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.60855
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.04953
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.55463
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.327713
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.756162
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.239525
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.788951
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.419033
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17587
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05346
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06064
’(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13115
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.47028
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.7838
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.9983
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.47177
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.83174
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.04814
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.51429
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.00592
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.57085
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.18153
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.60197
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.09058
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.6221
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.294721
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.718319
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.196618
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.739911
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.362314
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0465
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90041
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91548
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96717
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.28716
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.56685
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.90596
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.37518
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.74631
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.98318
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.56698
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.06117
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.58304
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.13482
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.65216
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.15967
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.69435
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.269137
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.680221
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.153476
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.690659
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.295607
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.950921
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75028
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73568
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8092
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.1136
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.40887
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.82026
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.21364
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.61539
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.8008
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.62318
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.12008
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.64486
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.14182
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.64412
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.1797
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.74506
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.24335
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.641928
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.110092
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.64121
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.226456
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.857725
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63945
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55977
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65351
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.94606
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.33007
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.65479
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.11255
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4613
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.62286
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.68286
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.18267
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.66176
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.13775
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.63887
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.17218
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.73717
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.217414
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.603433
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.066559
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.591557
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.157704
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.771928
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53154
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43056
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5001
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.76888
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.11721
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.47401
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.01215
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4912
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.52248
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.74454
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.20897
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.66156
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.1375
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.63863
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.16882
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.73365
¢(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.191289
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.56477
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.022855
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.541757
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.089434
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.693899
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42483
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30447
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36527
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.62314
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.98696
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.38561
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.91166
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.45911
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.55747
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.67635
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.24407
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.67915
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.14112
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.64238
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.17067
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.80477
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.16502
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.534873
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.978966
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.491819
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.021626
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.616505
(392.99, 14.75, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31927
